Point,Corner,i,mc_iteration,Pass/Fail,/OUT,FREQ,Count,/I0/Iin,/I0/Vosc_buff,/I0/fosc,/I0/VDD
1,C4,20e-9,1,,,eval err,0,,,,
2,C4,20e-9,2,,,eval err,0,,,,
3,C4,20e-9,3,,,eval err,0,,,,
4,C4,20e-9,4,,,eval err,0,,,,
5,C4,20e-9,5,,,eval err,0,,,,
6,C4,20e-9,6,,,eval err,0,,,,
7,C4,20e-9,7,,,eval err,0,,,,
8,C4,20e-9,8,,,eval err,0,,,,
9,C4,20e-9,9,,,eval err,0,,,,
10,C4,20e-9,10,,,eval err,0,,,,
11,C4,20e-9,11,,,eval err,0,,,,
12,C4,20e-9,12,,,eval err,0,,,,
13,C4,20e-9,13,,,eval err,0,,,,
14,C4,20e-9,14,,,eval err,0,,,,
15,C4,20e-9,15,,,eval err,0,,,,
16,C4,20e-9,16,,,eval err,0,,,,
17,C4,20e-9,17,,,eval err,0,,,,
18,C4,20e-9,18,,,eval err,0,,,,
19,C4,20e-9,19,,,eval err,0,,,,
20,C4,20e-9,20,,,eval err,0,,,,
21,C4,20e-9,21,,,eval err,0,,,,
22,C4,20e-9,22,,,eval err,0,,,,
23,C4,20e-9,23,,,eval err,0,,,,
24,C4,20e-9,24,,,eval err,0,,,,
25,C4,20e-9,25,,,eval err,0,,,,
26,C4,20e-9,26,,,eval err,0,,,,
27,C4,20e-9,27,,,eval err,0,,,,
28,C4,20e-9,28,,,eval err,0,,,,
29,C4,20e-9,29,,,eval err,0,,,,
30,C4,20e-9,30,,,eval err,0,,,,
31,C4,20e-9,31,,,eval err,0,,,,
32,C4,20e-9,32,,,eval err,0,,,,
33,C4,20e-9,33,,,eval err,0,,,,
34,C4,20e-9,34,,,eval err,0,,,,
35,C4,20e-9,35,,,eval err,0,,,,
36,C4,20e-9,36,,,eval err,0,,,,
37,C4,20e-9,37,,,eval err,0,,,,
38,C4,20e-9,38,,,eval err,0,,,,
39,C4,20e-9,39,,,eval err,0,,,,
40,C4,20e-9,40,,,eval err,0,,,,
41,C4,20e-9,41,,,eval err,0,,,,
42,C4,20e-9,42,,,eval err,0,,,,
43,C4,20e-9,43,,,eval err,0,,,,
44,C4,20e-9,44,,,eval err,0,,,,
45,C4,20e-9,45,,,eval err,0,,,,
46,C4,20e-9,46,,,eval err,0,,,,
47,C4,20e-9,47,,,eval err,0,,,,
48,C4,20e-9,48,,,eval err,0,,,,
49,C4,20e-9,49,,,eval err,0,,,,
50,C4,20e-9,50,,,eval err,0,,,,
51,C4,20e-9,51,,,eval err,0,,,,
52,C4,20e-9,52,,,eval err,0,,,,
53,C4,20e-9,53,,,eval err,0,,,,
54,C4,20e-9,54,,,eval err,0,,,,
55,C4,20e-9,55,,,eval err,0,,,,
56,C4,20e-9,56,,,eval err,0,,,,
57,C4,20e-9,57,,,eval err,0,,,,
58,C4,20e-9,58,,,eval err,0,,,,
59,C4,20e-9,59,,,eval err,0,,,,
60,C4,20e-9,60,,,eval err,0,,,,
61,C4,20e-9,61,,,eval err,0,,,,
62,C4,20e-9,62,,,eval err,0,,,,
63,C4,20e-9,63,,,eval err,0,,,,
64,C4,20e-9,64,,,eval err,0,,,,
65,C4,20e-9,65,,,eval err,0,,,,
66,C4,20e-9,66,,,eval err,0,,,,
67,C4,20e-9,67,,,eval err,0,,,,
68,C4,20e-9,68,,,eval err,0,,,,
69,C4,20e-9,69,,,eval err,0,,,,
70,C4,20e-9,70,,,eval err,0,,,,
71,C4,20e-9,71,,,eval err,0,,,,
72,C4,20e-9,72,,,eval err,0,,,,
73,C4,20e-9,73,,,eval err,0,,,,
74,C4,20e-9,74,,,eval err,0,,,,
75,C4,20e-9,75,,,eval err,0,,,,
76,C4,20e-9,76,,,eval err,0,,,,
77,C4,20e-9,77,,,eval err,0,,,,
78,C4,20e-9,78,,,eval err,0,,,,
79,C4,20e-9,79,,,eval err,0,,,,
80,C4,20e-9,80,,,eval err,0,,,,
81,C4,20e-9,81,,,eval err,0,,,,
82,C4,20e-9,82,,,eval err,0,,,,
83,C4,20e-9,83,,,eval err,0,,,,
84,C4,20e-9,84,,,eval err,0,,,,
85,C4,20e-9,85,,,eval err,0,,,,
86,C4,20e-9,86,,,eval err,0,,,,
87,C4,20e-9,87,,,eval err,0,,,,
88,C4,20e-9,88,,,eval err,0,,,,
89,C4,20e-9,89,,,eval err,0,,,,
90,C4,20e-9,90,,,eval err,0,,,,
91,C4,20e-9,91,,,eval err,0,,,,
92,C4,20e-9,92,,,eval err,0,,,,
93,C4,20e-9,93,,,eval err,0,,,,
94,C4,20e-9,94,,,eval err,0,,,,
95,C4,20e-9,95,,,eval err,0,,,,
96,C4,20e-9,96,,,eval err,0,,,,
97,C4,20e-9,97,,,eval err,0,,,,
98,C4,20e-9,98,,,eval err,0,,,,
99,C4,20e-9,99,,,eval err,0,,,,
100,C4,20e-9,100,,,eval err,0,,,,
101,C4,20e-9,101,,,eval err,0,,,,
102,C4,20e-9,102,,,eval err,0,,,,
103,C4,20e-9,103,,,eval err,0,,,,
104,C4,20e-9,104,,,eval err,0,,,,
105,C4,20e-9,105,,,eval err,0,,,,
106,C4,20e-9,106,,,eval err,0,,,,
107,C4,20e-9,107,,,eval err,0,,,,
108,C4,20e-9,108,,,eval err,0,,,,
109,C4,20e-9,109,,,eval err,0,,,,
110,C4,20e-9,110,,,eval err,0,,,,
111,C4,20e-9,111,,,eval err,0,,,,
112,C4,20e-9,112,,,eval err,0,,,,
113,C4,20e-9,113,,,eval err,0,,,,
114,C4,20e-9,114,,,eval err,0,,,,
115,C4,20e-9,115,,,eval err,0,,,,
116,C4,20e-9,116,,,eval err,0,,,,
117,C4,20e-9,117,,,eval err,0,,,,
118,C4,20e-9,118,,,eval err,0,,,,
119,C4,20e-9,119,,,eval err,0,,,,
120,C4,20e-9,120,,,eval err,0,,,,
121,C4,20e-9,121,,,eval err,0,,,,
122,C4,20e-9,122,,,eval err,0,,,,
123,C4,20e-9,123,,,eval err,0,,,,
124,C4,20e-9,124,,,eval err,0,,,,
125,C4,20e-9,125,,,eval err,0,,,,
126,C4,20e-9,126,,,eval err,0,,,,
127,C4,20e-9,127,,,eval err,0,,,,
128,C4,20e-9,128,,,eval err,0,,,,
129,C4,20e-9,129,,,eval err,0,,,,
130,C4,20e-9,130,,,eval err,0,,,,
131,C4,20e-9,131,,,eval err,0,,,,
132,C4,20e-9,132,,,eval err,0,,,,
133,C4,20e-9,133,,,eval err,0,,,,
134,C4,20e-9,134,,,eval err,0,,,,
135,C4,20e-9,135,,,eval err,0,,,,
136,C4,20e-9,136,,,eval err,0,,,,
137,C4,20e-9,137,,,eval err,0,,,,
138,C4,20e-9,138,,,eval err,0,,,,
139,C4,20e-9,139,,,eval err,0,,,,
140,C4,20e-9,140,,,eval err,0,,,,
141,C4,20e-9,141,,,eval err,0,,,,
142,C4,20e-9,142,,,eval err,0,,,,
143,C4,20e-9,143,,,eval err,0,,,,
144,C4,20e-9,144,,,eval err,0,,,,
145,C4,20e-9,145,,,eval err,0,,,,
146,C4,20e-9,146,,,eval err,0,,,,
147,C4,20e-9,147,,,eval err,0,,,,
148,C4,20e-9,148,,,eval err,0,,,,
149,C4,20e-9,149,,,eval err,0,,,,
150,C4,20e-9,150,,,eval err,0,,,,
151,C4,20e-9,151,,,eval err,0,,,,
152,C4,20e-9,152,,,eval err,0,,,,
153,C4,20e-9,153,,,eval err,0,,,,
154,C4,20e-9,154,,,eval err,0,,,,
155,C4,20e-9,155,,,eval err,0,,,,
156,C4,20e-9,156,,,eval err,0,,,,
157,C4,20e-9,157,,,eval err,0,,,,
158,C4,20e-9,158,,,eval err,0,,,,
159,C4,20e-9,159,,,eval err,0,,,,
160,C4,20e-9,160,,,eval err,0,,,,
161,C4,20e-9,161,,,eval err,0,,,,
162,C4,20e-9,162,,,eval err,0,,,,
163,C4,20e-9,163,,,eval err,0,,,,
164,C4,20e-9,164,,,eval err,0,,,,
165,C4,20e-9,165,,,eval err,0,,,,
166,C4,20e-9,166,,,eval err,0,,,,
167,C4,20e-9,167,,,eval err,0,,,,
168,C4,20e-9,168,,,eval err,0,,,,
169,C4,20e-9,169,,,eval err,0,,,,
170,C4,20e-9,170,,,eval err,0,,,,
171,C4,20e-9,171,,,eval err,0,,,,
172,C4,20e-9,172,,,eval err,0,,,,
173,C4,20e-9,173,,,eval err,0,,,,
174,C4,20e-9,174,,,eval err,0,,,,
175,C4,20e-9,175,,,eval err,0,,,,
176,C4,20e-9,176,,,eval err,0,,,,
177,C4,20e-9,177,,,eval err,0,,,,
178,C4,20e-9,178,,,eval err,0,,,,
179,C4,20e-9,179,,,eval err,0,,,,
180,C4,20e-9,180,,,eval err,0,,,,
181,C4,20e-9,181,,,eval err,0,,,,
182,C4,20e-9,182,,,eval err,0,,,,
183,C4,20e-9,183,,,eval err,0,,,,
184,C4,20e-9,184,,,eval err,0,,,,
185,C4,20e-9,185,,,eval err,0,,,,
186,C4,20e-9,186,,,eval err,0,,,,
187,C4,20e-9,187,,,eval err,0,,,,
188,C4,20e-9,188,,,eval err,0,,,,
189,C4,20e-9,189,,,eval err,0,,,,
190,C4,20e-9,190,,,eval err,0,,,,
191,C4,20e-9,191,,,eval err,0,,,,
192,C4,20e-9,192,,,eval err,0,,,,
193,C4,20e-9,193,,,eval err,0,,,,
194,C4,20e-9,194,,,eval err,0,,,,
195,C4,20e-9,195,,,eval err,0,,,,
196,C4,20e-9,196,,,eval err,0,,,,
197,C4,20e-9,197,,,eval err,0,,,,
198,C4,20e-9,198,,,eval err,0,,,,
199,C4,20e-9,199,,,eval err,0,,,,
200,C4,20e-9,200,,,eval err,0,,,,
201,C4,105.5e-9,1,,,20.78e6,0,,,,
202,C4,105.5e-9,2,,,19.7e6,0,,,,
203,C4,105.5e-9,3,,,19.77e6,0,,,,
204,C4,105.5e-9,4,,,19.73e6,0,,,,
205,C4,105.5e-9,5,,,19.79e6,0,,,,
206,C4,105.5e-9,6,,,18.38e6,0,,,,
207,C4,105.5e-9,7,,,20.88e6,0,,,,
208,C4,105.5e-9,8,,,19.73e6,0,,,,
209,C4,105.5e-9,9,,,19.8e6,0,,,,
210,C4,105.5e-9,10,,,21.02e6,0,,,,
211,C4,105.5e-9,11,,,18.37e6,0,,,,
212,C4,105.5e-9,12,,,18.68e6,0,,,,
213,C4,105.5e-9,13,,,20.91e6,0,,,,
214,C4,105.5e-9,14,,,19.71e6,0,,,,
215,C4,105.5e-9,15,,,19.8e6,0,,,,
216,C4,105.5e-9,16,,,20.27e6,0,,,,
217,C4,105.5e-9,17,,,20.12e6,0,,,,
218,C4,105.5e-9,18,,,17.85e6,0,,,,
219,C4,105.5e-9,19,,,20.08e6,0,,,,
220,C4,105.5e-9,20,,,20.18e6,0,,,,
221,C4,105.5e-9,21,,,20.1e6,0,,,,
222,C4,105.5e-9,22,,,17.47e6,0,,,,
223,C4,105.5e-9,23,,,20.06e6,0,,,,
224,C4,105.5e-9,24,,,21.12e6,0,,,,
225,C4,105.5e-9,25,,,20.33e6,0,,,,
226,C4,105.5e-9,26,,,18.34e6,0,,,,
227,C4,105.5e-9,27,,,20.28e6,0,,,,
228,C4,105.5e-9,28,,,20.59e6,0,,,,
229,C4,105.5e-9,29,,,20.39e6,0,,,,
230,C4,105.5e-9,30,,,18.29e6,0,,,,
231,C4,105.5e-9,31,,,20.31e6,0,,,,
232,C4,105.5e-9,32,,,18.97e6,0,,,,
233,C4,105.5e-9,33,,,21.51e6,0,,,,
234,C4,105.5e-9,34,,,20.99e6,0,,,,
235,C4,105.5e-9,35,,,19.02e6,0,,,,
236,C4,105.5e-9,36,,,19.07e6,0,,,,
237,C4,105.5e-9,37,,,19.47e6,0,,,,
238,C4,105.5e-9,38,,,19.48e6,0,,,,
239,C4,105.5e-9,39,,,19.44e6,0,,,,
240,C4,105.5e-9,40,,,19.34e6,0,,,,
241,C4,105.5e-9,41,,,19.62e6,0,,,,
242,C4,105.5e-9,42,,,19.49e6,0,,,,
243,C4,105.5e-9,43,,,19.25e6,0,,,,
244,C4,105.5e-9,44,,,19.02e6,0,,,,
245,C4,105.5e-9,45,,,21.1e6,0,,,,
246,C4,105.5e-9,46,,,21.1e6,0,,,,
247,C4,105.5e-9,47,,,18.98e6,0,,,,
248,C4,105.5e-9,48,,,20.39e6,0,,,,
249,C4,105.5e-9,49,,,18.37e6,0,,,,
250,C4,105.5e-9,50,,,19.44e6,0,,,,
251,C4,105.5e-9,51,,,21.55e6,0,,,,
252,C4,105.5e-9,52,,,19.92e6,0,,,,
253,C4,105.5e-9,53,,,20.16e6,0,,,,
254,C4,105.5e-9,54,,,20.73e6,0,,,,
255,C4,105.5e-9,55,,,18.99e6,0,,,,
256,C4,105.5e-9,56,,,20.15e6,0,,,,
257,C4,105.5e-9,57,,,17.87e6,0,,,,
258,C4,105.5e-9,58,,,21.04e6,0,,,,
259,C4,105.5e-9,59,,,19.22e6,0,,,,
260,C4,105.5e-9,60,,,20.69e6,0,,,,
261,C4,105.5e-9,61,,,18.68e6,0,,,,
262,C4,105.5e-9,62,,,19.68e6,0,,,,
263,C4,105.5e-9,63,,,18.83e6,0,,,,
264,C4,105.5e-9,64,,,19.17e6,0,,,,
265,C4,105.5e-9,65,,,19.71e6,0,,,,
266,C4,105.5e-9,66,,,18.8e6,0,,,,
267,C4,105.5e-9,67,,,20.54e6,0,,,,
268,C4,105.5e-9,68,,,18.76e6,0,,,,
269,C4,105.5e-9,69,,,20.56e6,0,,,,
270,C4,105.5e-9,70,,,19.46e6,0,,,,
271,C4,105.5e-9,71,,,19.66e6,0,,,,
272,C4,105.5e-9,72,,,19.01e6,0,,,,
273,C4,105.5e-9,73,,,20.83e6,0,,,,
274,C4,105.5e-9,74,,,20.2e6,0,,,,
275,C4,105.5e-9,75,,,19.89e6,0,,,,
276,C4,105.5e-9,76,,,20.46e6,0,,,,
277,C4,105.5e-9,77,,,19.91e6,0,,,,
278,C4,105.5e-9,78,,,19.06e6,0,,,,
279,C4,105.5e-9,79,,,20.8e6,0,,,,
280,C4,105.5e-9,80,,,19.17e6,0,,,,
281,C4,105.5e-9,81,,,21.38e6,0,,,,
282,C4,105.5e-9,82,,,21.49e6,0,,,,
283,C4,105.5e-9,83,,,19.32e6,0,,,,
284,C4,105.5e-9,84,,,19.08e6,0,,,,
285,C4,105.5e-9,85,,,18.97e6,0,,,,
286,C4,105.5e-9,86,,,19.21e6,0,,,,
287,C4,105.5e-9,87,,,21.17e6,0,,,,
288,C4,105.5e-9,88,,,18.81e6,0,,,,
289,C4,105.5e-9,89,,,19.1e6,0,,,,
290,C4,105.5e-9,90,,,19.22e6,0,,,,
291,C4,105.5e-9,91,,,21.23e6,0,,,,
292,C4,105.5e-9,92,,,19.15e6,0,,,,
293,C4,105.5e-9,93,,,18.9e6,0,,,,
294,C4,105.5e-9,94,,,21.17e6,0,,,,
295,C4,105.5e-9,95,,,19.11e6,0,,,,
296,C4,105.5e-9,96,,,20.3e6,0,,,,
297,C4,105.5e-9,97,,,18.13e6,0,,,,
298,C4,105.5e-9,98,,,20.39e6,0,,,,
299,C4,105.5e-9,99,,,20.89e6,0,,,,
300,C4,105.5e-9,100,,,19.76e6,0,,,,
301,C4,105.5e-9,101,,,19.89e6,0,,,,
302,C4,105.5e-9,102,,,19.88e6,0,,,,
303,C4,105.5e-9,103,,,19.9e6,0,,,,
304,C4,105.5e-9,104,,,20.02e6,0,,,,
305,C4,105.5e-9,105,,,20.28e6,0,,,,
306,C4,105.5e-9,106,,,20.13e6,0,,,,
307,C4,105.5e-9,107,,,20.54e6,0,,,,
308,C4,105.5e-9,108,,,20.54e6,0,,,,
309,C4,105.5e-9,109,,,18.57e6,0,,,,
310,C4,105.5e-9,110,,,20.74e6,0,,,,
311,C4,105.5e-9,111,,,18.46e6,0,,,,
312,C4,105.5e-9,112,,,20.22e6,0,,,,
313,C4,105.5e-9,113,,,20.03e6,0,,,,
314,C4,105.5e-9,114,,,18.66e6,0,,,,
315,C4,105.5e-9,115,,,19.17e6,0,,,,
316,C4,105.5e-9,116,,,20.58e6,0,,,,
317,C4,105.5e-9,117,,,18.13e6,0,,,,
318,C4,105.5e-9,118,,,19.55e6,0,,,,
319,C4,105.5e-9,119,,,19.55e6,0,,,,
320,C4,105.5e-9,120,,,20.75e6,0,,,,
321,C4,105.5e-9,121,,,20.86e6,0,,,,
322,C4,105.5e-9,122,,,19.58e6,0,,,,
323,C4,105.5e-9,123,,,19.69e6,0,,,,
324,C4,105.5e-9,124,,,20.15e6,0,,,,
325,C4,105.5e-9,125,,,20.06e6,0,,,,
326,C4,105.5e-9,126,,,18.94e6,0,,,,
327,C4,105.5e-9,127,,,19.04e6,0,,,,
328,C4,105.5e-9,128,,,20.09e6,0,,,,
329,C4,105.5e-9,129,,,19.9e6,0,,,,
330,C4,105.5e-9,130,,,20.17e6,0,,,,
331,C4,105.5e-9,131,,,20.01e6,0,,,,
332,C4,105.5e-9,132,,,18.41e6,0,,,,
333,C4,105.5e-9,133,,,20.5e6,0,,,,
334,C4,105.5e-9,134,,,18.21e6,0,,,,
335,C4,105.5e-9,135,,,20.41e6,0,,,,
336,C4,105.5e-9,136,,,18.12e6,0,,,,
337,C4,105.5e-9,137,,,20.52e6,0,,,,
338,C4,105.5e-9,138,,,18.47e6,0,,,,
339,C4,105.5e-9,139,,,20.35e6,0,,,,
340,C4,105.5e-9,140,,,20.26e6,0,,,,
341,C4,105.5e-9,141,,,20.09e6,0,,,,
342,C4,105.5e-9,142,,,20.04e6,0,,,,
343,C4,105.5e-9,143,,,19.99e6,0,,,,
344,C4,105.5e-9,144,,,19.66e6,0,,,,
345,C4,105.5e-9,145,,,19.56e6,0,,,,
346,C4,105.5e-9,146,,,21.18e6,0,,,,
347,C4,105.5e-9,147,,,20.7e6,0,,,,
348,C4,105.5e-9,148,,,19.17e6,0,,,,
349,C4,105.5e-9,149,,,18.84e6,0,,,,
350,C4,105.5e-9,150,,,20.14e6,0,,,,
351,C4,105.5e-9,151,,,20.13e6,0,,,,
352,C4,105.5e-9,152,,,18.88e6,0,,,,
353,C4,105.5e-9,153,,,21.22e6,0,,,,
354,C4,105.5e-9,154,,,19.9e6,0,,,,
355,C4,105.5e-9,155,,,19.83e6,0,,,,
356,C4,105.5e-9,156,,,19.43e6,0,,,,
357,C4,105.5e-9,157,,,19.24e6,0,,,,
358,C4,105.5e-9,158,,,20.48e6,0,,,,
359,C4,105.5e-9,159,,,20.38e6,0,,,,
360,C4,105.5e-9,160,,,19.73e6,0,,,,
361,C4,105.5e-9,161,,,19.75e6,0,,,,
362,C4,105.5e-9,162,,,20.68e6,0,,,,
363,C4,105.5e-9,163,,,18.7e6,0,,,,
364,C4,105.5e-9,164,,,20.63e6,0,,,,
365,C4,105.5e-9,165,,,18.91e6,0,,,,
366,C4,105.5e-9,166,,,19.7e6,0,,,,
367,C4,105.5e-9,167,,,19.71e6,0,,,,
368,C4,105.5e-9,168,,,20.63e6,0,,,,
369,C4,105.5e-9,169,,,18.72e6,0,,,,
370,C4,105.5e-9,170,,,19.71e6,0,,,,
371,C4,105.5e-9,171,,,19.52e6,0,,,,
372,C4,105.5e-9,172,,,19.72e6,0,,,,
373,C4,105.5e-9,173,,,19.82e6,0,,,,
374,C4,105.5e-9,174,,,20.78e6,0,,,,
375,C4,105.5e-9,175,,,18.63e6,0,,,,
376,C4,105.5e-9,176,,,21.35e6,0,,,,
377,C4,105.5e-9,177,,,19.43e6,0,,,,
378,C4,105.5e-9,178,,,19.4e6,0,,,,
379,C4,105.5e-9,179,,,19.26e6,0,,,,
380,C4,105.5e-9,180,,,19.5e6,0,,,,
381,C4,105.5e-9,181,,,21.77e6,0,,,,
382,C4,105.5e-9,182,,,19.11e6,0,,,,
383,C4,105.5e-9,183,,,19.41e6,0,,,,
384,C4,105.5e-9,184,,,19.26e6,0,,,,
385,C4,105.5e-9,185,,,21.15e6,0,,,,
386,C4,105.5e-9,186,,,18.31e6,0,,,,
387,C4,105.5e-9,187,,,19.14e6,0,,,,
388,C4,105.5e-9,188,,,21.19e6,0,,,,
389,C4,105.5e-9,189,,,19.19e6,0,,,,
390,C4,105.5e-9,190,,,19.13e6,0,,,,
391,C4,105.5e-9,191,,,18.8e6,0,,,,
392,C4,105.5e-9,192,,,19.51e6,0,,,,
393,C4,105.5e-9,193,,,19.62e6,0,,,,
394,C4,105.5e-9,194,,,19.69e6,0,,,,
395,C4,105.5e-9,195,,,19.42e6,0,,,,
396,C4,105.5e-9,196,,,19.21e6,0,,,,
397,C4,105.5e-9,197,,,21.1e6,0,,,,
398,C4,105.5e-9,198,,,21.76e6,0,,,,
399,C4,105.5e-9,199,,,19.12e6,0,,,,
400,C4,105.5e-9,200,,,18.98e6,0,,,,
401,C4,191e-9,1,,,37.98e6,0,,,,
402,C4,191e-9,2,,,36.4e6,0,,,,
403,C4,191e-9,3,,,36.6e6,0,,,,
404,C4,191e-9,4,,,36.39e6,0,,,,
405,C4,191e-9,5,,,36.65e6,0,,,,
406,C4,191e-9,6,,,34.31e6,0,,,,
407,C4,191e-9,7,,,37.26e6,0,,,,
408,C4,191e-9,8,,,36.33e6,0,,,,
409,C4,191e-9,9,,,36.64e6,0,,,,
410,C4,191e-9,10,,,38.48e6,0,,,,
411,C4,191e-9,11,,,34.27e6,0,,,,
412,C4,191e-9,12,,,34.81e6,0,,,,
413,C4,191e-9,13,,,38.13e6,0,,,,
414,C4,191e-9,14,,,36.35e6,0,,,,
415,C4,191e-9,15,,,36.67e6,0,,,,
416,C4,191e-9,16,,,37.17e6,0,,,,
417,C4,191e-9,17,,,37.17e6,0,,,,
418,C4,191e-9,18,,,33.42e6,0,,,,
419,C4,191e-9,19,,,37.04e6,0,,,,
420,C4,191e-9,20,,,37.26e6,0,,,,
421,C4,191e-9,21,,,36.95e6,0,,,,
422,C4,191e-9,22,,,32.56e6,0,,,,
423,C4,191e-9,23,,,37.03e6,0,,,,
424,C4,191e-9,24,,,38.76e6,0,,,,
425,C4,191e-9,25,,,37.22e6,0,,,,
426,C4,191e-9,26,,,34.18e6,0,,,,
427,C4,191e-9,27,,,37.27e6,0,,,,
428,C4,191e-9,28,,,37.38e6,0,,,,
429,C4,191e-9,29,,,37.54e6,0,,,,
430,C4,191e-9,30,,,34.18e6,0,,,,
431,C4,191e-9,31,,,37.33e6,0,,,,
432,C4,191e-9,32,,,35.27e6,0,,,,
433,C4,191e-9,33,,,39.07e6,0,,,,
434,C4,191e-9,34,,,38.19e6,0,,,,
435,C4,191e-9,35,,,35.36e6,0,,,,
436,C4,191e-9,36,,,35.41e6,0,,,,
437,C4,191e-9,37,,,36e6,0,,,,
438,C4,191e-9,38,,,36.12e6,0,,,,
439,C4,191e-9,39,,,35.96e6,0,,,,
440,C4,191e-9,40,,,35.88e6,0,,,,
441,C4,191e-9,41,,,36.33e6,0,,,,
442,C4,191e-9,42,,,36.13e6,0,,,,
443,C4,191e-9,43,,,35.63e6,0,,,,
444,C4,191e-9,44,,,35.38e6,0,,,,
445,C4,191e-9,45,,,38.55e6,0,,,,
446,C4,191e-9,46,,,37.97e6,0,,,,
447,C4,191e-9,47,,,35.29e6,0,,,,
448,C4,191e-9,48,,,37.55e6,0,,,,
449,C4,191e-9,49,,,34.27e6,0,,,,
450,C4,191e-9,50,,,36.03e6,0,,,,
451,C4,191e-9,51,,,38.64e6,0,,,,
452,C4,191e-9,52,,,36.85e6,0,,,,
453,C4,191e-9,53,,,36.31e6,0,,,,
454,C4,191e-9,54,,,37.76e6,0,,,,
455,C4,191e-9,55,,,35.34e6,0,,,,
456,C4,191e-9,56,,,37.21e6,0,,,,
457,C4,191e-9,57,,,33.42e6,0,,,,
458,C4,191e-9,58,,,38.2e6,0,,,,
459,C4,191e-9,59,,,35.67e6,0,,,,
460,C4,191e-9,60,,,37.99e6,0,,,,
461,C4,191e-9,61,,,34.82e6,0,,,,
462,C4,191e-9,62,,,36.46e6,0,,,,
463,C4,191e-9,63,,,34.85e6,0,,,,
464,C4,191e-9,64,,,35.57e6,0,,,,
465,C4,191e-9,65,,,36.51e6,0,,,,
466,C4,191e-9,66,,,34.98e6,0,,,,
467,C4,191e-9,67,,,37.6e6,0,,,,
468,C4,191e-9,68,,,34.94e6,0,,,,
469,C4,191e-9,69,,,37.68e6,0,,,,
470,C4,191e-9,70,,,35.74e6,0,,,,
471,C4,191e-9,71,,,36.39e6,0,,,,
472,C4,191e-9,72,,,35.33e6,0,,,,
473,C4,191e-9,73,,,38.13e6,0,,,,
474,C4,191e-9,74,,,37.05e6,0,,,,
475,C4,191e-9,75,,,36.75e6,0,,,,
476,C4,191e-9,76,,,37.73e6,0,,,,
477,C4,191e-9,77,,,36.79e6,0,,,,
478,C4,191e-9,78,,,35.41e6,0,,,,
479,C4,191e-9,79,,,37.89e6,0,,,,
480,C4,191e-9,80,,,35.57e6,0,,,,
481,C4,191e-9,81,,,38.23e6,0,,,,
482,C4,191e-9,82,,,38.79e6,0,,,,
483,C4,191e-9,83,,,35.84e6,0,,,,
484,C4,191e-9,84,,,35.45e6,0,,,,
485,C4,191e-9,85,,,35.33e6,0,,,,
486,C4,191e-9,86,,,35.67e6,0,,,,
487,C4,191e-9,87,,,38.39e6,0,,,,
488,C4,191e-9,88,,,35.02e6,0,,,,
489,C4,191e-9,89,,,35.5e6,0,,,,
490,C4,191e-9,90,,,35.7e6,0,,,,
491,C4,191e-9,91,,,38.4e6,0,,,,
492,C4,191e-9,92,,,35.56e6,0,,,,
493,C4,191e-9,93,,,35.12e6,0,,,,
494,C4,191e-9,94,,,38.43e6,0,,,,
495,C4,191e-9,95,,,35.5e6,0,,,,
496,C4,191e-9,96,,,37.27e6,0,,,,
497,C4,191e-9,97,,,33.91e6,0,,,,
498,C4,191e-9,98,,,37.53e6,0,,,,
499,C4,191e-9,99,,,37.07e6,0,,,,
500,C4,191e-9,100,,,36.56e6,0,,,,
501,C4,191e-9,101,,,36.54e6,0,,,,
502,C4,191e-9,102,,,36.79e6,0,,,,
503,C4,191e-9,103,,,36.81e6,0,,,,
504,C4,191e-9,104,,,36.93e6,0,,,,
505,C4,191e-9,105,,,37.08e6,0,,,,
506,C4,191e-9,106,,,37.13e6,0,,,,
507,C4,191e-9,107,,,37.84e6,0,,,,
508,C4,191e-9,108,,,37.58e6,0,,,,
509,C4,191e-9,109,,,34.63e6,0,,,,
510,C4,191e-9,110,,,38.13e6,0,,,,
511,C4,191e-9,111,,,34.4e6,0,,,,
512,C4,191e-9,112,,,37.33e6,0,,,,
513,C4,191e-9,113,,,36.8e6,0,,,,
514,C4,191e-9,114,,,34.73e6,0,,,,
515,C4,191e-9,115,,,35.62e6,0,,,,
516,C4,191e-9,116,,,37.42e6,0,,,,
517,C4,191e-9,117,,,33.91e6,0,,,,
518,C4,191e-9,118,,,36.22e6,0,,,,
519,C4,191e-9,119,,,36.03e6,0,,,,
520,C4,191e-9,120,,,37.35e6,0,,,,
521,C4,191e-9,121,,,38.26e6,0,,,,
522,C4,191e-9,122,,,36.28e6,0,,,,
523,C4,191e-9,123,,,36.42e6,0,,,,
524,C4,191e-9,124,,,37.25e6,0,,,,
525,C4,191e-9,125,,,36.71e6,0,,,,
526,C4,191e-9,126,,,35.23e6,0,,,,
527,C4,191e-9,127,,,35.39e6,0,,,,
528,C4,191e-9,128,,,37.12e6,0,,,,
529,C4,191e-9,129,,,36.57e6,0,,,,
530,C4,191e-9,130,,,36.6e6,0,,,,
531,C4,191e-9,131,,,36.99e6,0,,,,
532,C4,191e-9,132,,,34.35e6,0,,,,
533,C4,191e-9,133,,,37.68e6,0,,,,
534,C4,191e-9,134,,,34.06e6,0,,,,
535,C4,191e-9,135,,,37.22e6,0,,,,
