Point,Corner,i,mc_iteration,Pass/Fail,/OUT,FREQ,Count,/I0/Iin,/I0/Vosc_buff,/I0/fosc,/I0/VDD
1.413e3,C4,618.6e-9,13,,,113e6,0,,,,
1.414e3,C4,618.6e-9,14,,,111.6e6,0,,,,
1.415e3,C4,618.6e-9,15,,,118.2e6,0,,,,
1.416e3,C4,618.6e-9,16,,,111.6e6,0,,,,
1.417e3,C4,618.6e-9,17,,,115.8e6,0,,,,
1.418e3,C4,618.6e-9,18,,,111.3e6,0,,,,
1.419e3,C4,618.6e-9,19,,,113.9e6,0,,,,
1.42e3,C4,618.6e-9,20,,,115.2e6,0,,,,
1.421e3,C4,618.6e-9,21,,,111.7e6,0,,,,
1.422e3,C4,618.6e-9,22,,,112e6,0,,,,
1.423e3,C4,618.6e-9,23,,,114.6e6,0,,,,
1.424e3,C4,618.6e-9,24,,,120.1e6,0,,,,
1.425e3,C4,618.6e-9,25,,,110.8e6,0,,,,
1.426e3,C4,618.6e-9,26,,,114.9e6,0,,,,
1.427e3,C4,618.6e-9,27,,,113.3e6,0,,,,
1.428e3,C4,618.6e-9,28,,,109e6,0,,,,
1.429e3,C4,618.6e-9,29,,,115.2e6,0,,,,
1.43e3,C4,618.6e-9,30,,,112e6,0,,,,
1.431e3,C4,618.6e-9,31,,,113.6e6,0,,,,
1.432e3,C4,618.6e-9,32,,,115e6,0,,,,
1.433e3,C4,618.6e-9,33,,,116.9e6,0,,,,
1.434e3,C4,618.6e-9,34,,,112.1e6,0,,,,
1.435e3,C4,618.6e-9,35,,,112.6e6,0,,,,
1.436e3,C4,618.6e-9,36,,,117.7e6,0,,,,
1.437e3,C4,618.6e-9,37,,,111.4e6,0,,,,
1.438e3,C4,618.6e-9,38,,,115.1e6,0,,,,
1.439e3,C4,618.6e-9,39,,,111.4e6,0,,,,
1.44e3,C4,618.6e-9,40,,,117e6,0,,,,
1.441e3,C4,618.6e-9,41,,,114.6e6,0,,,,
1.442e3,C4,618.6e-9,42,,,114.5e6,0,,,,
1.443e3,C4,618.6e-9,43,,,110.4e6,0,,,,
1.444e3,C4,618.6e-9,44,,,114.3e6,0,,,,
1.445e3,C4,618.6e-9,45,,,115.2e6,0,,,,
1.446e3,C4,618.6e-9,46,,,108.5e6,0,,,,
1.447e3,C4,618.6e-9,47,,,112.2e6,0,,,,
1.448e3,C4,618.6e-9,48,,,115.6e6,0,,,,
1.449e3,C4,618.6e-9,49,,,114.1e6,0,,,,
1.45e3,C4,618.6e-9,50,,,114.6e6,0,,,,
1.451e3,C4,618.6e-9,51,,,110.7e6,0,,,,
1.452e3,C4,618.6e-9,52,,,115.7e6,0,,,,
1.453e3,C4,618.6e-9,53,,,104.2e6,0,,,,
1.454e3,C4,618.6e-9,54,,,111.2e6,0,,,,
1.455e3,C4,618.6e-9,55,,,115.4e6,0,,,,
1.456e3,C4,618.6e-9,56,,,115.8e6,0,,,,
1.457e3,C4,618.6e-9,57,,,112.6e6,0,,,,
1.458e3,C4,618.6e-9,58,,,111.6e6,0,,,,
1.459e3,C4,618.6e-9,59,,,114.8e6,0,,,,
1.46e3,C4,618.6e-9,60,,,116.1e6,0,,,,
1.461e3,C4,618.6e-9,61,,,114.4e6,0,,,,
1.462e3,C4,618.6e-9,62,,,115e6,0,,,,
1.463e3,C4,618.6e-9,63,,,107.1e6,0,,,,
1.464e3,C4,618.6e-9,64,,,117.5e6,0,,,,
1.465e3,C4,618.6e-9,65,,,114.7e6,0,,,,
1.466e3,C4,618.6e-9,66,,,114.7e6,0,,,,
1.467e3,C4,618.6e-9,67,,,112.2e6,0,,,,
1.468e3,C4,618.6e-9,68,,,115.9e6,0,,,,
1.469e3,C4,618.6e-9,69,,,113.3e6,0,,,,
1.47e3,C4,618.6e-9,70,,,107.4e6,0,,,,
1.471e3,C4,618.6e-9,71,,,114.6e6,0,,,,
1.472e3,C4,618.6e-9,72,,,115.5e6,0,,,,
1.473e3,C4,618.6e-9,73,,,114e6,0,,,,
1.474e3,C4,618.6e-9,74,,,111.2e6,0,,,,
1.475e3,C4,618.6e-9,75,,,114.4e6,0,,,,
1.476e3,C4,618.6e-9,76,,,118.5e6,0,,,,
1.477e3,C4,618.6e-9,77,,,114.1e6,0,,,,
1.478e3,C4,618.6e-9,78,,,115e6,0,,,,
1.479e3,C4,618.6e-9,79,,,111.8e6,0,,,,
1.48e3,C4,618.6e-9,80,,,112.3e6,0,,,,
1.481e3,C4,618.6e-9,81,,,108e6,0,,,,
1.482e3,C4,618.6e-9,82,,,113.2e6,0,,,,
1.483e3,C4,618.6e-9,83,,,117e6,0,,,,
1.484e3,C4,618.6e-9,84,,,112.6e6,0,,,,
1.485e3,C4,618.6e-9,85,,,114.6e6,0,,,,
1.486e3,C4,618.6e-9,86,,,113.8e6,0,,,,
1.487e3,C4,618.6e-9,87,,,111.8e6,0,,,,
1.488e3,C4,618.6e-9,88,,,111.6e6,0,,,,
1.489e3,C4,618.6e-9,89,,,114.2e6,0,,,,
1.49e3,C4,618.6e-9,90,,,113.8e6,0,,,,
1.491e3,C4,618.6e-9,91,,,111.3e6,0,,,,
1.492e3,C4,618.6e-9,92,,,112.7e6,0,,,,
1.493e3,C4,618.6e-9,93,,,116.8e6,0,,,,
1.494e3,C4,618.6e-9,94,,,112.3e6,0,,,,
1.495e3,C4,618.6e-9,95,,,112.2e6,0,,,,
1.496e3,C4,618.6e-9,96,,,112.6e6,0,,,,
1.497e3,C4,618.6e-9,97,,,111.9e6,0,,,,
1.498e3,C4,618.6e-9,98,,,115.9e6,0,,,,
1.499e3,C4,618.6e-9,99,,,103.4e6,0,,,,
1.5e3,C4,618.6e-9,100,,,114e6,0,,,,
1.501e3,C4,618.6e-9,101,,,110e6,0,,,,
1.502e3,C4,618.6e-9,102,,,114.4e6,0,,,,
1.503e3,C4,618.6e-9,103,,,117.1e6,0,,,,
1.504e3,C4,618.6e-9,104,,,113.8e6,0,,,,
1.505e3,C4,618.6e-9,105,,,109.9e6,0,,,,
1.506e3,C4,618.6e-9,106,,,114.5e6,0,,,,
1.507e3,C4,618.6e-9,107,,,117.8e6,0,,,,
1.508e3,C4,618.6e-9,108,,,111.9e6,0,,,,
1.509e3,C4,618.6e-9,109,,,112.6e6,0,,,,
1.51e3,C4,618.6e-9,110,,,117.6e6,0,,,,
1.511e3,C4,618.6e-9,111,,,115e6,0,,,,
1.512e3,C4,618.6e-9,112,,,117.1e6,0,,,,
1.513e3,C4,618.6e-9,113,,,111e6,0,,,,
1.514e3,C4,618.6e-9,114,,,115.6e6,0,,,,
1.515e3,C4,618.6e-9,115,,,114.3e6,0,,,,
1.516e3,C4,618.6e-9,116,,,109.6e6,0,,,,
1.517e3,C4,618.6e-9,117,,,112e6,0,,,,
1.518e3,C4,618.6e-9,118,,,116.8e6,0,,,,
1.519e3,C4,618.6e-9,119,,,109.7e6,0,,,,
1.52e3,C4,618.6e-9,120,,,106.9e6,0,,,,
1.521e3,C4,618.6e-9,121,,,116.2e6,0,,,,
1.522e3,C4,618.6e-9,122,,,116.4e6,0,,,,
1.523e3,C4,618.6e-9,123,,,114e6,0,,,,
1.524e3,C4,618.6e-9,124,,,117.2e6,0,,,,
1.525e3,C4,618.6e-9,125,,,109.1e6,0,,,,
1.526e3,C4,618.6e-9,126,,,115.4e6,0,,,,
1.527e3,C4,618.6e-9,127,,,113.4e6,0,,,,
1.528e3,C4,618.6e-9,128,,,116.6e6,0,,,,
1.529e3,C4,618.6e-9,129,,,110.2e6,0,,,,
1.53e3,C4,618.6e-9,130,,,106.5e6,0,,,,
1.531e3,C4,618.6e-9,131,,,116e6,0,,,,
1.532e3,C4,618.6e-9,132,,,114.3e6,0,,,,
1.533e3,C4,618.6e-9,133,,,115.4e6,0,,,,
1.534e3,C4,618.6e-9,134,,,112.8e6,0,,,,
1.535e3,C4,618.6e-9,135,,,109.9e6,0,,,,
1.536e3,C4,618.6e-9,136,,,114.1e6,0,,,,
1.537e3,C4,618.6e-9,137,,,115.8e6,0,,,,
1.538e3,C4,618.6e-9,138,,,113.2e6,0,,,,
1.539e3,C4,618.6e-9,139,,,111.2e6,0,,,,
1.54e3,C4,618.6e-9,140,,,118.1e6,0,,,,
1.541e3,C4,618.6e-9,141,,,115.9e6,0,,,,
1.542e3,C4,618.6e-9,142,,,108e6,0,,,,
1.543e3,C4,618.6e-9,143,,,116e6,0,,,,
1.544e3,C4,618.6e-9,144,,,112.9e6,0,,,,
1.545e3,C4,618.6e-9,145,,,116.2e6,0,,,,
1.546e3,C4,618.6e-9,146,,,115.2e6,0,,,,
1.547e3,C4,618.6e-9,147,,,110e6,0,,,,
1.548e3,C4,618.6e-9,148,,,114.3e6,0,,,,
1.549e3,C4,618.6e-9,149,,,115.5e6,0,,,,
1.55e3,C4,618.6e-9,150,,,112.3e6,0,,,,
1.551e3,C4,618.6e-9,151,,,115.4e6,0,,,,
1.552e3,C4,618.6e-9,152,,,115.5e6,0,,,,
1.553e3,C4,618.6e-9,153,,,104.8e6,0,,,,
1.554e3,C4,618.6e-9,154,,,112.8e6,0,,,,
1.555e3,C4,618.6e-9,155,,,115.3e6,0,,,,
1.556e3,C4,618.6e-9,156,,,113.5e6,0,,,,
1.557e3,C4,618.6e-9,157,,,116.3e6,0,,,,
1.558e3,C4,618.6e-9,158,,,116.1e6,0,,,,
1.559e3,C4,618.6e-9,159,,,110.9e6,0,,,,
1.56e3,C4,618.6e-9,160,,,113.7e6,0,,,,
1.561e3,C4,618.6e-9,161,,,110.2e6,0,,,,
1.562e3,C4,618.6e-9,162,,,113.8e6,0,,,,
1.563e3,C4,618.6e-9,163,,,113.7e6,0,,,,
1.564e3,C4,618.6e-9,164,,,112.2e6,0,,,,
1.565e3,C4,618.6e-9,165,,,115.2e6,0,,,,
1.566e3,C4,618.6e-9,166,,,113.4e6,0,,,,
1.567e3,C4,618.6e-9,167,,,119e6,0,,,,
1.568e3,C4,618.6e-9,168,,,113.3e6,0,,,,
1.569e3,C4,618.6e-9,169,,,111.9e6,0,,,,
1.57e3,C4,618.6e-9,170,,,113.5e6,0,,,,
1.571e3,C4,618.6e-9,171,,,108.4e6,0,,,,
1.572e3,C4,618.6e-9,172,,,114.8e6,0,,,,
1.573e3,C4,618.6e-9,173,,,112.4e6,0,,,,
1.574e3,C4,618.6e-9,174,,,114.5e6,0,,,,
1.575e3,C4,618.6e-9,175,,,114.2e6,0,,,,
1.576e3,C4,618.6e-9,176,,,107e6,0,,,,
1.577e3,C4,618.6e-9,177,,,114.2e6,0,,,,
1.578e3,C4,618.6e-9,178,,,116.6e6,0,,,,
1.579e3,C4,618.6e-9,179,,,111.5e6,0,,,,
1.58e3,C4,618.6e-9,180,,,116.5e6,0,,,,
1.581e3,C4,618.6e-9,181,,,111.6e6,0,,,,
1.582e3,C4,618.6e-9,182,,,116.1e6,0,,,,
1.583e3,C4,618.6e-9,183,,,113.1e6,0,,,,
1.584e3,C4,618.6e-9,184,,,116.4e6,0,,,,
1.585e3,C4,618.6e-9,185,,,112.5e6,0,,,,
1.586e3,C4,618.6e-9,186,,,114.8e6,0,,,,
1.587e3,C4,618.6e-9,187,,,112.7e6,0,,,,
1.588e3,C4,618.6e-9,188,,,113.1e6,0,,,,
1.589e3,C4,618.6e-9,189,,,114.1e6,0,,,,
1.59e3,C4,618.6e-9,190,,,117e6,0,,,,
1.591e3,C4,618.6e-9,191,,,110.5e6,0,,,,
1.592e3,C4,618.6e-9,192,,,107.9e6,0,,,,
1.593e3,C4,618.6e-9,193,,,115.5e6,0,,,,
1.594e3,C4,618.6e-9,194,,,114.1e6,0,,,,
1.595e3,C4,618.6e-9,195,,,117.4e6,0,,,,
1.596e3,C4,618.6e-9,196,,,114.2e6,0,,,,
1.597e3,C4,618.6e-9,197,,,107.9e6,0,,,,
1.598e3,C4,618.6e-9,198,,,117.1e6,0,,,,
1.599e3,C4,618.6e-9,199,,,115.1e6,0,,,,
1.6e3,C4,618.6e-9,200,,,114.6e6,0,,,,
1.601e3,C4,704.1e-9,1,,,126.7e6,0,,,,
1.602e3,C4,704.1e-9,2,,,126.4e6,0,,,,
1.603e3,C4,704.1e-9,3,,,133.4e6,0,,,,
1.604e3,C4,704.1e-9,4,,,125.2e6,0,,,,
1.605e3,C4,704.1e-9,5,,,132e6,0,,,,
1.606e3,C4,704.1e-9,6,,,126.2e6,0,,,,
1.607e3,C4,704.1e-9,7,,,116.9e6,0,,,,
1.608e3,C4,704.1e-9,8,,,124e6,0,,,,
1.609e3,C4,704.1e-9,9,,,130.7e6,0,,,,
1.61e3,C4,704.1e-9,10,,,130e6,0,,,,
1.611e3,C4,704.1e-9,11,,,129.3e6,0,,,,
1.612e3,C4,704.1e-9,12,,,126.6e6,0,,,,
1.613e3,C4,704.1e-9,13,,,126.2e6,0,,,,
1.614e3,C4,704.1e-9,14,,,125.1e6,0,,,,
1.615e3,C4,704.1e-9,15,,,133.3e6,0,,,,
1.616e3,C4,704.1e-9,16,,,124.8e6,0,,,,
1.617e3,C4,704.1e-9,17,,,130.1e6,0,,,,
1.618e3,C4,704.1e-9,18,,,126.1e6,0,,,,
1.619e3,C4,704.1e-9,19,,,127.7e6,0,,,,
1.62e3,C4,704.1e-9,20,,,129.3e6,0,,,,
1.621e3,C4,704.1e-9,21,,,125e6,0,,,,
1.622e3,C4,704.1e-9,22,,,127.9e6,0,,,,
1.623e3,C4,704.1e-9,23,,,128.6e6,0,,,,
1.624e3,C4,704.1e-9,24,,,134.7e6,0,,,,
1.625e3,C4,704.1e-9,25,,,123.9e6,0,,,,
1.626e3,C4,704.1e-9,26,,,130.5e6,0,,,,
1.627e3,C4,704.1e-9,27,,,126.8e6,0,,,,
1.628e3,C4,704.1e-9,28,,,121.6e6,0,,,,
1.629e3,C4,704.1e-9,29,,,129.1e6,0,,,,
1.63e3,C4,704.1e-9,30,,,126.5e6,0,,,,
1.631e3,C4,704.1e-9,31,,,127.2e6,0,,,,
1.632e3,C4,704.1e-9,32,,,129.8e6,0,,,,
1.633e3,C4,704.1e-9,33,,,130.5e6,0,,,,
1.634e3,C4,704.1e-9,34,,,125.1e6,0,,,,
1.635e3,C4,704.1e-9,35,,,126.7e6,0,,,,
1.636e3,C4,704.1e-9,36,,,133.5e6,0,,,,
1.637e3,C4,704.1e-9,37,,,124.9e6,0,,,,
1.638e3,C4,704.1e-9,38,,,129.5e6,0,,,,
1.639e3,C4,704.1e-9,39,,,125e6,0,,,,
1.64e3,C4,704.1e-9,40,,,132.2e6,0,,,,
1.641e3,C4,704.1e-9,41,,,128.9e6,0,,,,
1.642e3,C4,704.1e-9,42,,,128.8e6,0,,,,
1.643e3,C4,704.1e-9,43,,,123.9e6,0,,,,
1.644e3,C4,704.1e-9,44,,,129e6,0,,,,
1.645e3,C4,704.1e-9,45,,,128.8e6,0,,,,
1.646e3,C4,704.1e-9,46,,,120.9e6,0,,,,
1.647e3,C4,704.1e-9,47,,,126.3e6,0,,,,
1.648e3,C4,704.1e-9,48,,,129.6e6,0,,,,
1.649e3,C4,704.1e-9,49,,,129.3e6,0,,,,
1.65e3,C4,704.1e-9,50,,,129e6,0,,,,
1.651e3,C4,704.1e-9,51,,,123.4e6,0,,,,
1.652e3,C4,704.1e-9,52,,,130e6,0,,,,
1.653e3,C4,704.1e-9,53,,,116.2e6,0,,,,
1.654e3,C4,704.1e-9,54,,,124.2e6,0,,,,
1.655e3,C4,704.1e-9,55,,,130.3e6,0,,,,
1.656e3,C4,704.1e-9,56,,,129.9e6,0,,,,
1.657e3,C4,704.1e-9,57,,,127.9e6,0,,,,
1.658e3,C4,704.1e-9,58,,,124.5e6,0,,,,
1.659e3,C4,704.1e-9,59,,,129.4e6,0,,,,
1.66e3,C4,704.1e-9,60,,,130e6,0,,,,
1.661e3,C4,704.1e-9,61,,,129.3e6,0,,,,
1.662e3,C4,704.1e-9,62,,,129.3e6,0,,,,
1.663e3,C4,704.1e-9,63,,,120e6,0,,,,
1.664e3,C4,704.1e-9,64,,,133e6,0,,,,
1.665e3,C4,704.1e-9,65,,,128.9e6,0,,,,
1.666e3,C4,704.1e-9,66,,,129.6e6,0,,,,
1.667e3,C4,704.1e-9,67,,,125.5e6,0,,,,
1.668e3,C4,704.1e-9,68,,,131.3e6,0,,,,
1.669e3,C4,704.1e-9,69,,,126.7e6,0,,,,
1.67e3,C4,704.1e-9,70,,,120.1e6,0,,,,
1.671e3,C4,704.1e-9,71,,,128.8e6,0,,,,
1.672e3,C4,704.1e-9,72,,,130.5e6,0,,,,
1.673e3,C4,704.1e-9,73,,,127.4e6,0,,,,
1.674e3,C4,704.1e-9,74,,,124.3e6,0,,,,
1.675e3,C4,704.1e-9,75,,,128.4e6,0,,,,
1.676e3,C4,704.1e-9,76,,,133.2e6,0,,,,
1.677e3,C4,704.1e-9,77,,,128e6,0,,,,
1.678e3,C4,704.1e-9,78,,,129.8e6,0,,,,
1.679e3,C4,704.1e-9,79,,,124.8e6,0,,,,
1.68e3,C4,704.1e-9,80,,,126.2e6,0,,,,
1.681e3,C4,704.1e-9,81,,,120.2e6,0,,,,
1.682e3,C4,704.1e-9,82,,,126.3e6,0,,,,
1.683e3,C4,704.1e-9,83,,,132.3e6,0,,,,
1.684e3,C4,704.1e-9,84,,,126.6e6,0,,,,
1.685e3,C4,704.1e-9,85,,,129.3e6,0,,,,
1.686e3,C4,704.1e-9,86,,,128.1e6,0,,,,
1.687e3,C4,704.1e-9,87,,,124.6e6,0,,,,
1.688e3,C4,704.1e-9,88,,,125.5e6,0,,,,
1.689e3,C4,704.1e-9,89,,,128.7e6,0,,,,
1.69e3,C4,704.1e-9,90,,,128.2e6,0,,,,
1.691e3,C4,704.1e-9,91,,,124e6,0,,,,
1.692e3,C4,704.1e-9,92,,,126.8e6,0,,,,
1.693e3,C4,704.1e-9,93,,,132.4e6,0,,,,
1.694e3,C4,704.1e-9,94,,,125.2e6,0,,,,
1.695e3,C4,704.1e-9,95,,,126.1e6,0,,,,
1.696e3,C4,704.1e-9,96,,,126e6,0,,,,
1.697e3,C4,704.1e-9,97,,,126.5e6,0,,,,
1.698e3,C4,704.1e-9,98,,,130e6,0,,,,
1.699e3,C4,704.1e-9,99,,,115.1e6,0,,,,
1.7e3,C4,704.1e-9,100,,,128e6,0,,,,
1.701e3,C4,704.1e-9,101,,,123.1e6,0,,,,
1.702e3,C4,704.1e-9,102,,,128.4e6,0,,,,
1.703e3,C4,704.1e-9,103,,,131.8e6,0,,,,
1.704e3,C4,704.1e-9,104,,,127.7e6,0,,,,
1.705e3,C4,704.1e-9,105,,,122.8e6,0,,,,
1.706e3,C4,704.1e-9,106,,,128.4e6,0,,,,
1.707e3,C4,704.1e-9,107,,,132.3e6,0,,,,
1.708e3,C4,704.1e-9,108,,,125e6,0,,,,
1.709e3,C4,704.1e-9,109,,,127e6,0,,,,
1.71e3,C4,704.1e-9,110,,,131.9e6,0,,,,
1.711e3,C4,704.1e-9,111,,,130.5e6,0,,,,
1.712e3,C4,704.1e-9,112,,,131.6e6,0,,,,
1.713e3,C4,704.1e-9,113,,,124.2e6,0,,,,
1.714e3,C4,704.1e-9,114,,,131.1e6,0,,,,
1.715e3,C4,704.1e-9,115,,,128.9e6,0,,,,
1.716e3,C4,704.1e-9,116,,,122.3e6,0,,,,
1.717e3,C4,704.1e-9,117,,,126.7e6,0,,,,
1.718e3,C4,704.1e-9,118,,,131.7e6,0,,,,
1.719e3,C4,704.1e-9,119,,,122.8e6,0,,,,
1.72e3,C4,704.1e-9,120,,,119.2e6,0,,,,
1.721e3,C4,704.1e-9,121,,,130.1e6,0,,,,
1.722e3,C4,704.1e-9,122,,,131.2e6,0,,,,
1.723e3,C4,704.1e-9,123,,,128e6,0,,,,
1.724e3,C4,704.1e-9,124,,,131.8e6,0,,,,
1.725e3,C4,704.1e-9,125,,,122e6,0,,,,
1.726e3,C4,704.1e-9,126,,,130.4e6,0,,,,
1.727e3,C4,704.1e-9,127,,,127.8e6,0,,,,
1.728e3,C4,704.1e-9,128,,,131e6,0,,,,
1.729e3,C4,704.1e-9,129,,,123.3e6,0,,,,
1.73e3,C4,704.1e-9,130,,,118.8e6,0,,,,
1.731e3,C4,704.1e-9,131,,,130.3e6,0,,,,
1.732e3,C4,704.1e-9,132,,,129.5e6,0,,,,
1.733e3,C4,704.1e-9,133,,,129.3e6,0,,,,
1.734e3,C4,704.1e-9,134,,,127.6e6,0,,,,
1.735e3,C4,704.1e-9,135,,,122.7e6,0,,,,
1.736e3,C4,704.1e-9,136,,,129.7e6,0,,,,
1.737e3,C4,704.1e-9,137,,,129.8e6,0,,,,
1.738e3,C4,704.1e-9,138,,,128e6,0,,,,
1.739e3,C4,704.1e-9,139,,,124.3e6,0,,,,
1.74e3,C4,704.1e-9,140,,,132.8e6,0,,,,
1.741e3,C4,704.1e-9,141,,,130.1e6,0,,,,
1.742e3,C4,704.1e-9,142,,,120.6e6,0,,,,
1.743e3,C4,704.1e-9,143,,,130.4e6,0,,,,
1.744e3,C4,704.1e-9,144,,,126.7e6,0,,,,
1.745e3,C4,704.1e-9,145,,,130.9e6,0,,,,
1.746e3,C4,704.1e-9,146,,,128.7e6,0,,,,
1.747e3,C4,704.1e-9,147,,,122.8e6,0,,,,
1.748e3,C4,704.1e-9,148,,,128.8e6,0,,,,
1.749e3,C4,704.1e-9,149,,,130.7e6,0,,,,
1.75e3,C4,704.1e-9,150,,,125.7e6,0,,,,
1.751e3,C4,704.1e-9,151,,,129.5e6,0,,,,
1.752e3,C4,704.1e-9,152,,,130.6e6,0,,,,
1.753e3,C4,704.1e-9,153,,,116.6e6,0,,,,
1.754e3,C4,704.1e-9,154,,,126.4e6,0,,,,
1.755e3,C4,704.1e-9,155,,,129.7e6,0,,,,
1.756e3,C4,704.1e-9,156,,,127.6e6,0,,,,
1.757e3,C4,704.1e-9,157,,,131.3e6,0,,,,
1.758e3,C4,704.1e-9,158,,,130.2e6,0,,,,
1.759e3,C4,704.1e-9,159,,,123.9e6,0,,,,
1.76e3,C4,704.1e-9,160,,,127.6e6,0,,,,
1.761e3,C4,704.1e-9,161,,,123.3e6,0,,,,
1.762e3,C4,704.1e-9,162,,,127.3e6,0,,,,
1.763e3,C4,704.1e-9,163,,,128.4e6,0,,,,
1.764e3,C4,704.1e-9,164,,,125.4e6,0,,,,
1.765e3,C4,704.1e-9,165,,,130.2e6,0,,,,
1.766e3,C4,704.1e-9,166,,,127.2e6,0,,,,
1.767e3,C4,704.1e-9,167,,,134.6e6,0,,,,
1.768e3,C4,704.1e-9,168,,,126.7e6,0,,,,
1.769e3,C4,704.1e-9,169,,,126e6,0,,,,
1.77e3,C4,704.1e-9,170,,,127.4e6,0,,,,
1.771e3,C4,704.1e-9,171,,,121.2e6,0,,,,
1.772e3,C4,704.1e-9,172,,,129e6,0,,,,
1.773e3,C4,704.1e-9,173,,,126e6,0,,,,
1.774e3,C4,704.1e-9,174,,,128.1e6,0,,,,
1.775e3,C4,704.1e-9,175,,,129.1e6,0,,,,
1.776e3,C4,704.1e-9,176,,,119.2e6,0,,,,
1.777e3,C4,704.1e-9,177,,,128.5e6,0,,,,
1.778e3,C4,704.1e-9,178,,,131.6e6,0,,,,
1.779e3,C4,704.1e-9,179,,,125.1e6,0,,,,
1.78e3,C4,704.1e-9,180,,,131.4e6,0,,,,
1.781e3,C4,704.1e-9,181,,,124.4e6,0,,,,
1.782e3,C4,704.1e-9,182,,,131.2e6,0,,,,
1.783e3,C4,704.1e-9,183,,,127.1e6,0,,,,
1.784e3,C4,704.1e-9,184,,,131.4e6,0,,,,
1.785e3,C4,704.1e-9,185,,,125.6e6,0,,,,
1.786e3,C4,704.1e-9,186,,,130.5e6,0,,,,
1.787e3,C4,704.1e-9,187,,,126.8e6,0,,,,
1.788e3,C4,704.1e-9,188,,,126.2e6,0,,,,
1.789e3,C4,704.1e-9,189,,,128.6e6,0,,,,
1.79e3,C4,704.1e-9,190,,,132.3e6,0,,,,
1.791e3,C4,704.1e-9,191,,,124.3e6,0,,,,
1.792e3,C4,704.1e-9,192,,,120.7e6,0,,,,
1.793e3,C4,704.1e-9,193,,,130e6,0,,,,
1.794e3,C4,704.1e-9,194,,,128.2e6,0,,,,
1.795e3,C4,704.1e-9,195,,,132.7e6,0,,,,
1.796e3,C4,704.1e-9,196,,,128.6e6,0,,,,
1.797e3,C4,704.1e-9,197,,,120.2e6,0,,,,
1.798e3,C4,704.1e-9,198,,,130.8e6,0,,,,
1.799e3,C4,704.1e-9,199,,,129.9e6,0,,,,
1.8e3,C4,704.1e-9,200,,,129.3e6,0,,,,
1.801e3,C4,789.7e-9,1,,,139.6e6,0,,,,
1.802e3,C4,789.7e-9,2,,,139.8e6,0,,,,
1.803e3,C4,789.7e-9,3,,,148.1e6,0,,,,
1.804e3,C4,789.7e-9,4,,,138.2e6,0,,,,
1.805e3,C4,789.7e-9,5,,,146.4e6,0,,,,
1.806e3,C4,789.7e-9,6,,,140.2e6,0,,,,
1.807e3,C4,789.7e-9,7,,,128.6e6,0,,,,
1.808e3,C4,789.7e-9,8,,,136.9e6,0,,,,
1.809e3,C4,789.7e-9,9,,,144.9e6,0,,,,
1.81e3,C4,789.7e-9,10,,,143.4e6,0,,,,
1.811e3,C4,789.7e-9,11,,,144.2e6,0,,,,
1.812e3,C4,789.7e-9,12,,,140.5e6,0,,,,
1.813e3,C4,789.7e-9,13,,,138.9e6,0,,,,
1.814e3,C4,789.7e-9,14,,,138.2e6,0,,,,
1.815e3,C4,789.7e-9,15,,,148e6,0,,,,
1.816e3,C4,789.7e-9,16,,,137.6e6,0,,,,
1.817e3,C4,789.7e-9,17,,,143.9e6,0,,,,
1.818e3,C4,789.7e-9,18,,,140.5e6,0,,,,
1.819e3,C4,789.7e-9,19,,,141e6,0,,,,
1.82e3,C4,789.7e-9,20,,,142.8e6,0,,,,
1.821e3,C4,789.7e-9,21,,,137.9e6,0,,,,
1.822e3,C4,789.7e-9,22,,,143.8e6,0,,,,
1.823e3,C4,789.7e-9,23,,,142.1e6,0,,,,
1.824e3,C4,789.7e-9,24,,,148.9e6,0,,,,
1.825e3,C4,789.7e-9,25,,,136.5e6,0,,,,
1.826e3,C4,789.7e-9,26,,,145.9e6,0,,,,
1.827e3,C4,789.7e-9,27,,,139.9e6,0,,,,
1.828e3,C4,789.7e-9,28,,,133.9e6,0,,,,
1.829e3,C4,789.7e-9,29,,,142.6e6,0,,,,
1.83e3,C4,789.7e-9,30,,,140.7e6,0,,,,
1.831e3,C4,789.7e-9,31,,,140.4e6,0,,,,
1.832e3,C4,789.7e-9,32,,,144.3e6,0,,,,
1.833e3,C4,789.7e-9,33,,,143.8e6,0,,,,
1.834e3,C4,789.7e-9,34,,,137.7e6,0,,,,
1.835e3,C4,789.7e-9,35,,,140.4e6,0,,,,
1.836e3,C4,789.7e-9,36,,,149e6,0,,,,
1.837e3,C4,789.7e-9,37,,,138.1e6,0,,,,
1.838e3,C4,789.7e-9,38,,,143.5e6,0,,,,
1.839e3,C4,789.7e-9,39,,,138.1e6,0,,,,
1.84e3,C4,789.7e-9,40,,,147e6,0,,,,
1.841e3,C4,789.7e-9,41,,,142.7e6,0,,,,
1.842e3,C4,789.7e-9,42,,,142.7e6,0,,,,
1.843e3,C4,789.7e-9,43,,,136.8e6,0,,,,
1.844e3,C4,789.7e-9,44,,,143.2e6,0,,,,
1.845e3,C4,789.7e-9,45,,,141.9e6,0,,,,
1.846e3,C4,789.7e-9,46,,,132.9e6,0,,,,
1.847e3,C4,789.7e-9,47,,,139.9e6,0,,,,
1.848e3,C4,789.7e-9,48,,,143.2e6,0,,,,
1.849e3,C4,789.7e-9,49,,,144.2e6,0,,,,
1.85e3,C4,789.7e-9,50,,,142.9e6,0,,,,
