Point,Corner,Vin,mc_iteration,temperature,Pass/Fail,/Inv_Out,Delay
307,C0,615e-3,7,-40,,,1.351e-9
307,C1,615e-3,7,150,,,1.433e-9
308,C0,615e-3,8,-40,,,1.331e-9
308,C1,615e-3,8,150,,,1.428e-9
309,C0,615e-3,9,-40,,,1.381e-9
309,C1,615e-3,9,150,,,1.478e-9
310,C0,615e-3,10,-40,,,1.411e-9
310,C1,615e-3,10,150,,,1.491e-9
311,C0,615e-3,11,-40,,,1.355e-9
311,C1,615e-3,11,150,,,1.469e-9
312,C0,615e-3,12,-40,,,1.321e-9
312,C1,615e-3,12,150,,,1.429e-9
313,C0,615e-3,13,-40,,,1.361e-9
313,C1,615e-3,13,150,,,1.45e-9
314,C0,615e-3,14,-40,,,1.341e-9
314,C1,615e-3,14,150,,,1.441e-9
315,C0,615e-3,15,-40,,,1.385e-9
315,C1,615e-3,15,150,,,1.483e-9
316,C0,615e-3,16,-40,,,1.341e-9
316,C1,615e-3,16,150,,,1.436e-9
317,C0,615e-3,17,-40,,,1.381e-9
317,C1,615e-3,17,150,,,1.472e-9
318,C0,615e-3,18,-40,,,1.314e-9
318,C1,615e-3,18,150,,,1.429e-9
319,C0,615e-3,19,-40,,,1.361e-9
319,C1,615e-3,19,150,,,1.457e-9
320,C0,615e-3,20,-40,,,1.383e-9
320,C1,615e-3,20,150,,,1.477e-9
321,C0,615e-3,21,-40,,,1.353e-9
321,C1,615e-3,21,150,,,1.448e-9
322,C0,615e-3,22,-40,,,1.342e-9
322,C1,615e-3,22,150,,,1.472e-9
323,C0,615e-3,23,-40,,,1.367e-9
323,C1,615e-3,23,150,,,1.462e-9
324,C0,615e-3,24,-40,,,1.426e-9
324,C1,615e-3,24,150,,,1.51e-9
325,C0,615e-3,25,-40,,,1.357e-9
325,C1,615e-3,25,150,,,1.451e-9
326,C0,615e-3,26,-40,,,1.336e-9
326,C1,615e-3,26,150,,,1.455e-9
327,C0,615e-3,27,-40,,,1.372e-9
327,C1,615e-3,27,150,,,1.462e-9
328,C0,615e-3,28,-40,,,1.353e-9
328,C1,615e-3,28,150,,,1.443e-9
329,C0,615e-3,29,-40,,,1.387e-9
329,C1,615e-3,29,150,,,1.476e-9
330,C0,615e-3,30,-40,,,1.321e-9
330,C1,615e-3,30,150,,,1.433e-9
331,C0,615e-3,31,-40,,,1.367e-9
331,C1,615e-3,31,150,,,1.459e-9
332,C0,615e-3,32,-40,,,1.359e-9
332,C1,615e-3,32,150,,,1.467e-9
333,C0,615e-3,33,-40,,,1.419e-9
333,C1,615e-3,33,150,,,1.495e-9
334,C0,615e-3,34,-40,,,1.374e-9
334,C1,615e-3,34,150,,,1.457e-9
335,C0,615e-3,35,-40,,,1.332e-9
335,C1,615e-3,35,150,,,1.438e-9
336,C0,615e-3,36,-40,,,1.389e-9
336,C1,615e-3,36,150,,,1.495e-9
337,C0,615e-3,37,-40,,,1.336e-9
337,C1,615e-3,37,150,,,1.439e-9
338,C0,615e-3,38,-40,,,1.364e-9
338,C1,615e-3,38,150,,,1.461e-9
339,C0,615e-3,39,-40,,,1.318e-9
339,C1,615e-3,39,150,,,1.421e-9
340,C0,615e-3,40,-40,,,1.383e-9
340,C1,615e-3,40,150,,,1.484e-9
341,C0,615e-3,41,-40,,,1.339e-9
341,C1,615e-3,41,150,,,1.445e-9
342,C0,615e-3,42,-40,,,1.357e-9
342,C1,615e-3,42,150,,,1.459e-9
343,C0,615e-3,43,-40,,,1.299e-9
343,C1,615e-3,43,150,,,1.402e-9
344,C0,615e-3,44,-40,,,1.353e-9
344,C1,615e-3,44,150,,,1.461e-9
345,C0,615e-3,45,-40,,,1.401e-9
345,C1,615e-3,45,150,,,1.48e-9
346,C0,615e-3,46,-40,,,1.374e-9
346,C1,615e-3,46,150,,,1.45e-9
347,C0,615e-3,47,-40,,,1.322e-9
347,C1,615e-3,47,150,,,1.425e-9
348,C0,615e-3,48,-40,,,1.373e-9
348,C1,615e-3,48,150,,,1.469e-9
349,C0,615e-3,49,-40,,,1.333e-9
349,C1,615e-3,49,150,,,1.447e-9
350,C0,615e-3,50,-40,,,1.357e-9
350,C1,615e-3,50,150,,,1.461e-9
351,C0,615e-3,51,-40,,,1.401e-9
351,C1,615e-3,51,150,,,1.477e-9
352,C0,615e-3,52,-40,,,1.361e-9
352,C1,615e-3,52,150,,,1.461e-9
353,C0,615e-3,53,-40,,,1.309e-9
353,C1,615e-3,53,150,,,1.399e-9
354,C0,615e-3,54,-40,,,1.374e-9
354,C1,615e-3,54,150,,,1.46e-9
355,C0,615e-3,55,-40,,,1.34e-9
355,C1,615e-3,55,150,,,1.449e-9
356,C0,615e-3,56,-40,,,1.366e-9
356,C1,615e-3,56,150,,,1.465e-9
357,C0,615e-3,57,-40,,,1.334e-9
357,C1,615e-3,57,150,,,1.452e-9
358,C0,615e-3,58,-40,,,1.385e-9
358,C1,615e-3,58,150,,,1.466e-9
359,C0,615e-3,59,-40,,,1.35e-9
359,C1,615e-3,59,150,,,1.456e-9
360,C0,615e-3,60,-40,,,1.382e-9
360,C1,615e-3,60,150,,,1.471e-9
361,C0,615e-3,61,-40,,,1.34e-9
361,C1,615e-3,61,150,,,1.451e-9
362,C0,615e-3,62,-40,,,1.36e-9
362,C1,615e-3,62,150,,,1.462e-9
363,C0,615e-3,63,-40,,,1.262e-9
363,C1,615e-3,63,150,,,1.36e-9
364,C0,615e-3,64,-40,,,1.398e-9
364,C1,615e-3,64,150,,,1.503e-9
365,C0,615e-3,65,-40,,,1.35e-9
365,C1,615e-3,65,150,,,1.451e-9
366,C0,615e-3,66,-40,,,1.334e-9
366,C1,615e-3,66,150,,,1.448e-9
367,C0,615e-3,67,-40,,,1.371e-9
367,C1,615e-3,67,150,,,1.456e-9
368,C0,615e-3,68,-40,,,1.34e-9
368,C1,615e-3,68,150,,,1.455e-9
369,C0,615e-3,69,-40,,,1.381e-9
369,C1,615e-3,69,150,,,1.467e-9
370,C0,615e-3,70,-40,,,1.299e-9
370,C1,615e-3,70,150,,,1.397e-9
371,C0,615e-3,71,-40,,,1.365e-9
371,C1,615e-3,71,150,,,1.465e-9
372,C0,615e-3,72,-40,,,1.349e-9
372,C1,615e-3,72,150,,,1.46e-9
373,C0,615e-3,73,-40,,,1.386e-9
373,C1,615e-3,73,150,,,1.466e-9
374,C0,615e-3,74,-40,,,1.309e-9
374,C1,615e-3,74,150,,,1.407e-9
375,C0,615e-3,75,-40,,,1.368e-9
375,C1,615e-3,75,150,,,1.462e-9
376,C0,615e-3,76,-40,,,1.42e-9
376,C1,615e-3,76,150,,,1.514e-9
377,C0,615e-3,77,-40,,,1.358e-9
377,C1,615e-3,77,150,,,1.456e-9
378,C0,615e-3,78,-40,,,1.336e-9
378,C1,615e-3,78,150,,,1.447e-9
379,C0,615e-3,79,-40,,,1.375e-9
379,C1,615e-3,79,150,,,1.456e-9
380,C0,615e-3,80,-40,,,1.332e-9
380,C1,615e-3,80,150,,,1.436e-9
381,C0,615e-3,81,-40,,,1.38e-9
381,C1,615e-3,81,150,,,1.449e-9
382,C0,615e-3,82,-40,,,1.413e-9
382,C1,615e-3,82,150,,,1.491e-9
383,C0,615e-3,83,-40,,,1.352e-9
383,C1,615e-3,83,150,,,1.464e-9
384,C0,615e-3,84,-40,,,1.314e-9
384,C1,615e-3,84,150,,,1.419e-9
385,C0,615e-3,85,-40,,,1.359e-9
385,C1,615e-3,85,150,,,1.464e-9
386,C0,615e-3,86,-40,,,1.345e-9
386,C1,615e-3,86,150,,,1.45e-9
387,C0,615e-3,87,-40,,,1.396e-9
387,C1,615e-3,87,150,,,1.475e-9
388,C0,615e-3,88,-40,,,1.294e-9
388,C1,615e-3,88,150,,,1.402e-9
389,C0,615e-3,89,-40,,,1.357e-9
389,C1,615e-3,89,150,,,1.46e-9
390,C0,615e-3,90,-40,,,1.339e-9
390,C1,615e-3,90,150,,,1.442e-9
391,C0,615e-3,91,-40,,,1.387e-9
391,C1,615e-3,91,150,,,1.463e-9
392,C0,615e-3,92,-40,,,1.323e-9
392,C1,615e-3,92,150,,,1.425e-9
393,C0,615e-3,93,-40,,,1.373e-9
393,C1,615e-3,93,150,,,1.482e-9
394,C0,615e-3,94,-40,,,1.399e-9
394,C1,615e-3,94,150,,,1.478e-9
395,C0,615e-3,95,-40,,,1.333e-9
395,C1,615e-3,95,150,,,1.439e-9
396,C0,615e-3,96,-40,,,1.364e-9
396,C1,615e-3,96,150,,,1.457e-9
397,C0,615e-3,97,-40,,,1.308e-9
397,C1,615e-3,97,150,,,1.419e-9
398,C0,615e-3,98,-40,,,1.388e-9
398,C1,615e-3,98,150,,,1.478e-9
399,C0,615e-3,99,-40,,,1.341e-9
399,C1,615e-3,99,150,,,1.423e-9
400,C0,615e-3,100,-40,,,1.36e-9
400,C1,615e-3,100,150,,,1.455e-9
401,C0,620e-3,1,-40,,,1.564e-9
401,C1,620e-3,1,150,,,1.653e-9
402,C0,620e-3,2,-40,,,1.534e-9
402,C1,620e-3,2,150,,,1.635e-9
403,C0,620e-3,3,-40,,,1.585e-9
403,C1,620e-3,3,150,,,1.69e-9
404,C0,620e-3,4,-40,,,1.527e-9
404,C1,620e-3,4,150,,,1.627e-9
405,C0,620e-3,5,-40,,,1.57e-9
405,C1,620e-3,5,150,,,1.675e-9
406,C0,620e-3,6,-40,,,1.48e-9
406,C1,620e-3,6,150,,,1.596e-9
407,C0,620e-3,7,-40,,,1.549e-9
407,C1,620e-3,7,150,,,1.641e-9
408,C0,620e-3,8,-40,,,1.523e-9
408,C1,620e-3,8,150,,,1.623e-9
409,C0,620e-3,9,-40,,,1.57e-9
409,C1,620e-3,9,150,,,1.674e-9
410,C0,620e-3,10,-40,,,1.602e-9
410,C1,620e-3,10,150,,,1.691e-9
411,C0,620e-3,11,-40,,,1.539e-9
411,C1,620e-3,11,150,,,1.657e-9
412,C0,620e-3,12,-40,,,1.508e-9
412,C1,620e-3,12,150,,,1.62e-9
413,C0,620e-3,13,-40,,,1.559e-9
413,C1,620e-3,13,150,,,1.647e-9
414,C0,620e-3,14,-40,,,1.532e-9
414,C1,620e-3,14,150,,,1.635e-9
415,C0,620e-3,15,-40,,,1.573e-9
415,C1,620e-3,15,150,,,1.678e-9
416,C0,620e-3,16,-40,,,1.535e-9
416,C1,620e-3,16,150,,,1.631e-9
417,C0,620e-3,17,-40,,,1.572e-9
417,C1,620e-3,17,150,,,1.669e-9
418,C0,620e-3,18,-40,,,1.498e-9
418,C1,620e-3,18,150,,,1.618e-9
419,C0,620e-3,19,-40,,,1.553e-9
419,C1,620e-3,19,150,,,1.651e-9
420,C0,620e-3,20,-40,,,1.571e-9
420,C1,620e-3,20,150,,,1.676e-9
421,C0,620e-3,21,-40,,,1.546e-9
421,C1,620e-3,21,150,,,1.643e-9
422,C0,620e-3,22,-40,,,1.522e-9
422,C1,620e-3,22,150,,,1.655e-9
423,C0,620e-3,23,-40,,,1.558e-9
423,C1,620e-3,23,150,,,1.655e-9
424,C0,620e-3,24,-40,,,1.616e-9
424,C1,620e-3,24,150,,,1.707e-9
425,C0,620e-3,25,-40,,,1.551e-9
425,C1,620e-3,25,150,,,1.647e-9
426,C0,620e-3,26,-40,,,1.52e-9
426,C1,620e-3,26,150,,,1.642e-9
427,C0,620e-3,27,-40,,,1.564e-9
427,C1,620e-3,27,150,,,1.662e-9
428,C0,620e-3,28,-40,,,1.549e-9
428,C1,620e-3,28,150,,,1.64e-9
429,C0,620e-3,29,-40,,,1.576e-9
429,C1,620e-3,29,150,,,1.676e-9
430,C0,620e-3,30,-40,,,1.506e-9
430,C1,620e-3,30,150,,,1.622e-9
431,C0,620e-3,31,-40,,,1.559e-9
431,C1,620e-3,31,150,,,1.653e-9
432,C0,620e-3,32,-40,,,1.545e-9
432,C1,620e-3,32,150,,,1.656e-9
433,C0,620e-3,33,-40,,,1.612e-9
433,C1,620e-3,33,150,,,1.697e-9
434,C0,620e-3,34,-40,,,1.571e-9
434,C1,620e-3,34,150,,,1.654e-9
435,C0,620e-3,35,-40,,,1.52e-9
435,C1,620e-3,35,150,,,1.629e-9
436,C0,620e-3,36,-40,,,1.573e-9
436,C1,620e-3,36,150,,,1.686e-9
437,C0,620e-3,37,-40,,,1.525e-9
437,C1,620e-3,37,150,,,1.633e-9
438,C0,620e-3,38,-40,,,1.552e-9
438,C1,620e-3,38,150,,,1.658e-9
439,C0,620e-3,39,-40,,,1.509e-9
439,C1,620e-3,39,150,,,1.615e-9
440,C0,620e-3,40,-40,,,1.569e-9
440,C1,620e-3,40,150,,,1.678e-9
441,C0,620e-3,41,-40,,,1.53e-9
441,C1,620e-3,41,150,,,1.638e-9
442,C0,620e-3,42,-40,,,1.545e-9
442,C1,620e-3,42,150,,,1.65e-9
443,C0,620e-3,43,-40,,,1.49e-9
443,C1,620e-3,43,150,,,1.596e-9
444,C0,620e-3,44,-40,,,1.54e-9
444,C1,620e-3,44,150,,,1.651e-9
445,C0,620e-3,45,-40,,,1.593e-9
445,C1,620e-3,45,150,,,1.682e-9
446,C0,620e-3,46,-40,,,1.572e-9
446,C1,620e-3,46,150,,,1.656e-9
447,C0,620e-3,47,-40,,,1.509e-9
447,C1,620e-3,47,150,,,1.617e-9
448,C0,620e-3,48,-40,,,1.566e-9
448,C1,620e-3,48,150,,,1.663e-9
449,C0,620e-3,49,-40,,,1.518e-9
449,C1,620e-3,49,150,,,1.636e-9
450,C0,620e-3,50,-40,,,1.546e-9
450,C1,620e-3,50,150,,,1.653e-9
451,C0,620e-3,51,-40,,,1.595e-9
451,C1,620e-3,51,150,,,1.683e-9
452,C0,620e-3,52,-40,,,1.551e-9
452,C1,620e-3,52,150,,,1.653e-9
453,C0,620e-3,53,-40,,,1.505e-9
453,C1,620e-3,53,150,,,1.599e-9
454,C0,620e-3,54,-40,,,1.566e-9
454,C1,620e-3,54,150,,,1.664e-9
455,C0,620e-3,55,-40,,,1.527e-9
455,C1,620e-3,55,150,,,1.639e-9
456,C0,620e-3,56,-40,,,1.558e-9
456,C1,620e-3,56,150,,,1.657e-9
457,C0,620e-3,57,-40,,,1.517e-9
457,C1,620e-3,57,150,,,1.638e-9
458,C0,620e-3,58,-40,,,1.578e-9
458,C1,620e-3,58,150,,,1.669e-9
459,C0,620e-3,59,-40,,,1.537e-9
459,C1,620e-3,59,150,,,1.647e-9
460,C0,620e-3,60,-40,,,1.576e-9
460,C1,620e-3,60,150,,,1.67e-9
461,C0,620e-3,61,-40,,,1.526e-9
461,C1,620e-3,61,150,,,1.64e-9
462,C0,620e-3,62,-40,,,1.549e-9
462,C1,620e-3,62,150,,,1.654e-9
463,C0,620e-3,63,-40,,,1.453e-9
463,C1,620e-3,63,150,,,1.557e-9
464,C0,620e-3,64,-40,,,1.581e-9
464,C1,620e-3,64,150,,,1.695e-9
465,C0,620e-3,65,-40,,,1.54e-9
465,C1,620e-3,65,150,,,1.643e-9
466,C0,620e-3,66,-40,,,1.52e-9
466,C1,620e-3,66,150,,,1.637e-9
467,C0,620e-3,67,-40,,,1.565e-9
467,C1,620e-3,67,150,,,1.658e-9
468,C0,620e-3,68,-40,,,1.525e-9
468,C1,620e-3,68,150,,,1.644e-9
469,C0,620e-3,69,-40,,,1.571e-9
469,C1,620e-3,69,150,,,1.668e-9
470,C0,620e-3,70,-40,,,1.491e-9
470,C1,620e-3,70,150,,,1.594e-9
471,C0,620e-3,71,-40,,,1.554e-9
471,C1,620e-3,71,150,,,1.657e-9
472,C0,620e-3,72,-40,,,1.536e-9
472,C1,620e-3,72,150,,,1.649e-9
473,C0,620e-3,73,-40,,,1.577e-9
473,C1,620e-3,73,150,,,1.667e-9
474,C0,620e-3,74,-40,,,1.506e-9
474,C1,620e-3,74,150,,,1.604e-9
475,C0,620e-3,75,-40,,,1.558e-9
475,C1,620e-3,75,150,,,1.66e-9
476,C0,620e-3,76,-40,,,1.608e-9
476,C1,620e-3,76,150,,,1.712e-9
477,C0,620e-3,77,-40,,,1.549e-9
477,C1,620e-3,77,150,,,1.649e-9
478,C0,620e-3,78,-40,,,1.524e-9
478,C1,620e-3,78,150,,,1.637e-9
479,C0,620e-3,79,-40,,,1.57e-9
479,C1,620e-3,79,150,,,1.659e-9
480,C0,620e-3,80,-40,,,1.52e-9
480,C1,620e-3,80,150,,,1.628e-9
481,C0,620e-3,81,-40,,,1.576e-9
481,C1,620e-3,81,150,,,1.656e-9
482,C0,620e-3,82,-40,,,1.606e-9
482,C1,620e-3,82,150,,,1.695e-9
483,C0,620e-3,83,-40,,,1.54e-9
483,C1,620e-3,83,150,,,1.653e-9
484,C0,620e-3,84,-40,,,1.503e-9
484,C1,620e-3,84,150,,,1.611e-9
485,C0,620e-3,85,-40,,,1.545e-9
485,C1,620e-3,85,150,,,1.658e-9
486,C0,620e-3,86,-40,,,1.533e-9
486,C1,620e-3,86,150,,,1.641e-9
487,C0,620e-3,87,-40,,,1.59e-9
487,C1,620e-3,87,150,,,1.679e-9
488,C0,620e-3,88,-40,,,1.483e-9
488,C1,620e-3,88,150,,,1.594e-9
489,C0,620e-3,89,-40,,,1.544e-9
489,C1,620e-3,89,150,,,1.656e-9
490,C0,620e-3,90,-40,,,1.527e-9
490,C1,620e-3,90,150,,,1.633e-9
491,C0,620e-3,91,-40,,,1.581e-9
491,C1,620e-3,91,150,,,1.667e-9
492,C0,620e-3,92,-40,,,1.512e-9
492,C1,620e-3,92,150,,,1.617e-9
493,C0,620e-3,93,-40,,,1.558e-9
493,C1,620e-3,93,150,,,1.673e-9
494,C0,620e-3,94,-40,,,1.592e-9
494,C1,620e-3,94,150,,,1.681e-9
495,C0,620e-3,95,-40,,,1.52e-9
495,C1,620e-3,95,150,,,1.632e-9
496,C0,620e-3,96,-40,,,1.557e-9
496,C1,620e-3,96,150,,,1.652e-9
497,C0,620e-3,97,-40,,,1.493e-9
497,C1,620e-3,97,150,,,1.608e-9
498,C0,620e-3,98,-40,,,1.58e-9
498,C1,620e-3,98,150,,,1.677e-9
499,C0,620e-3,99,-40,,,1.542e-9
499,C1,620e-3,99,150,,,1.625e-9
500,C0,620e-3,100,-40,,,1.549e-9
500,C1,620e-3,100,150,,,1.653e-9
501,C0,880e-3,1,-40,,,9.892e-9
501,C1,880e-3,1,150,,,9.994e-9
502,C0,880e-3,2,-40,,,9.854e-9
502,C1,880e-3,2,150,,,9.957e-9
503,C0,880e-3,3,-40,,,9.923e-9
503,C1,880e-3,3,150,,,10.04e-9
504,C0,880e-3,4,-40,,,9.846e-9
504,C1,880e-3,4,150,,,9.948e-9
505,C0,880e-3,5,-40,,,9.906e-9
505,C1,880e-3,5,150,,,10.02e-9
506,C0,880e-3,6,-40,,,9.799e-9
506,C1,880e-3,6,150,,,9.913e-9
507,C0,880e-3,7,-40,,,9.855e-9
507,C1,880e-3,7,150,,,9.948e-9
508,C0,880e-3,8,-40,,,9.841e-9
508,C1,880e-3,8,150,,,9.943e-9
509,C0,880e-3,9,-40,,,9.906e-9
509,C1,880e-3,9,150,,,10.02e-9
510,C0,880e-3,10,-40,,,9.935e-9
510,C1,880e-3,10,150,,,10.04e-9
511,C0,880e-3,11,-40,,,9.871e-9
511,C1,880e-3,11,150,,,9.99e-9
512,C0,880e-3,12,-40,,,9.832e-9
512,C1,880e-3,12,150,,,9.945e-9
513,C0,880e-3,13,-40,,,9.888e-9
513,C1,880e-3,13,150,,,9.991e-9
514,C0,880e-3,14,-40,,,9.851e-9
514,C1,880e-3,14,150,,,9.956e-9
515,C0,880e-3,15,-40,,,9.91e-9
515,C1,880e-3,15,150,,,10.02e-9
516,C0,880e-3,16,-40,,,9.859e-9
516,C1,880e-3,16,150,,,9.964e-9
517,C0,880e-3,17,-40,,,9.9e-9
517,C1,880e-3,17,150,,,10.01e-9
518,C0,880e-3,18,-40,,,9.821e-9
518,C1,880e-3,18,150,,,9.935e-9
519,C0,880e-3,19,-40,,,9.879e-9
519,C1,880e-3,19,150,,,9.986e-9
520,C0,880e-3,20,-40,,,9.894e-9
520,C1,880e-3,20,150,,,10e-9
521,C0,880e-3,21,-40,,,9.867e-9
521,C1,880e-3,21,150,,,9.972e-9
522,C0,880e-3,22,-40,,,9.867e-9
522,C1,880e-3,22,150,,,10e-9
523,C0,880e-3,23,-40,,,9.881e-9
523,C1,880e-3,23,150,,,9.986e-9
524,C0,880e-3,24,-40,,,9.958e-9
524,C1,880e-3,24,150,,,10.06e-9
525,C0,880e-3,25,-40,,,9.871e-9
525,C1,880e-3,25,150,,,9.974e-9
526,C0,880e-3,26,-40,,,9.856e-9
526,C1,880e-3,26,150,,,9.984e-9
527,C0,880e-3,27,-40,,,9.886e-9
527,C1,880e-3,27,150,,,9.992e-9
528,C0,880e-3,28,-40,,,9.87e-9
528,C1,880e-3,28,150,,,9.97e-9
529,C0,880e-3,29,-40,,,9.905e-9
529,C1,880e-3,29,150,,,10.01e-9
530,C0,880e-3,30,-40,,,9.826e-9
530,C1,880e-3,30,150,,,9.939e-9
531,C0,880e-3,31,-40,,,9.884e-9
531,C1,880e-3,31,150,,,9.987e-9
532,C0,880e-3,32,-40,,,9.876e-9
532,C1,880e-3,32,150,,,9.992e-9
533,C0,880e-3,33,-40,,,9.948e-9
533,C1,880e-3,33,150,,,10.05e-9
534,C0,880e-3,34,-40,,,9.893e-9
534,C1,880e-3,34,150,,,9.988e-9
535,C0,880e-3,35,-40,,,9.841e-9
535,C1,880e-3,35,150,,,9.95e-9
536,C0,880e-3,36,-40,,,9.914e-9
536,C1,880e-3,36,150,,,10.04e-9
537,C0,880e-3,37,-40,,,9.841e-9
537,C1,880e-3,37,150,,,9.945e-9
538,C0,880e-3,38,-40,,,9.879e-9
538,C1,880e-3,38,150,,,9.99e-9
539,C0,880e-3,39,-40,,,9.831e-9
539,C1,880e-3,39,150,,,9.941e-9
540,C0,880e-3,40,-40,,,9.906e-9
540,C1,880e-3,40,150,,,10.02e-9
541,C0,880e-3,41,-40,,,9.862e-9
541,C1,880e-3,41,150,,,9.979e-9
542,C0,880e-3,42,-40,,,9.871e-9
542,C1,880e-3,42,150,,,9.98e-9
543,C0,880e-3,43,-40,,,9.807e-9
543,C1,880e-3,43,150,,,9.915e-9
544,C0,880e-3,44,-40,,,9.869e-9
544,C1,880e-3,44,150,,,9.984e-9
545,C0,880e-3,45,-40,,,9.927e-9
545,C1,880e-3,45,150,,,10.03e-9
546,C0,880e-3,46,-40,,,9.89e-9
546,C1,880e-3,46,150,,,9.985e-9
547,C0,880e-3,47,-40,,,9.828e-9
547,C1,880e-3,47,150,,,9.932e-9
548,C0,880e-3,48,-40,,,9.898e-9
548,C1,880e-3,48,150,,,10.01e-9
549,C0,880e-3,49,-40,,,9.849e-9
549,C1,880e-3,49,150,,,9.969e-9
550,C0,880e-3,50,-40,,,9.876e-9
550,C1,880e-3,50,150,,,9.99e-9
551,C0,880e-3,51,-40,,,9.916e-9
551,C1,880e-3,51,150,,,10.01e-9
552,C0,880e-3,52,-40,,,9.882e-9
552,C1,880e-3,52,150,,,9.994e-9
553,C0,880e-3,53,-40,,,9.809e-9
553,C1,880e-3,53,150,,,9.9e-9
554,C0,880e-3,54,-40,,,9.885e-9
554,C1,880e-3,54,150,,,9.986e-9
555,C0,880e-3,55,-40,,,9.857e-9
555,C1,880e-3,55,150,,,9.974e-9
556,C0,880e-3,56,-40,,,9.889e-9
556,C1,880e-3,56,150,,,10e-9
557,C0,880e-3,57,-40,,,9.85e-9
557,C1,880e-3,57,150,,,9.97e-9
558,C0,880e-3,58,-40,,,9.898e-9
558,C1,880e-3,58,150,,,9.996e-9
559,C0,880e-3,59,-40,,,9.867e-9
559,C1,880e-3,59,150,,,9.983e-9
560,C0,880e-3,60,-40,,,9.912e-9
560,C1,880e-3,60,150,,,10.02e-9
561,C0,880e-3,61,-40,,,9.856e-9
561,C1,880e-3,61,150,,,9.975e-9
562,C0,880e-3,62,-40,,,9.879e-9
562,C1,880e-3,62,150,,,9.993e-9
563,C0,880e-3,63,-40,,,9.752e-9
563,C1,880e-3,63,150,,,9.845e-9
564,C0,880e-3,64,-40,,,9.92e-9
564,C1,880e-3,64,150,,,10.04e-9
565,C0,880e-3,65,-40,,,9.867e-9
565,C1,880e-3,65,150,,,9.978e-9
566,C0,880e-3,66,-40,,,9.854e-9
566,C1,880e-3,66,150,,,9.978e-9
567,C0,880e-3,67,-40,,,9.887e-9
567,C1,880e-3,67,150,,,9.988e-9
568,C0,880e-3,68,-40,,,9.861e-9
568,C1,880e-3,68,150,,,9.986e-9
569,C0,880e-3,69,-40,,,9.896e-9
569,C1,880e-3,69,150,,,10e-9
570,C0,880e-3,70,-40,,,9.794e-9
570,C1,880e-3,70,150,,,9.886e-9
571,C0,880e-3,71,-40,,,9.882e-9
571,C1,880e-3,71,150,,,9.993e-9
572,C0,880e-3,72,-40,,,9.869e-9
572,C1,880e-3,72,150,,,9.988e-9
573,C0,880e-3,73,-40,,,9.901e-9
573,C1,880e-3,73,150,,,9.999e-9
574,C0,880e-3,74,-40,,,9.828e-9
574,C1,880e-3,74,150,,,9.937e-9
575,C0,880e-3,75,-40,,,9.885e-9
575,C1,880e-3,75,150,,,9.995e-9
576,C0,880e-3,76,-40,,,9.941e-9
576,C1,880e-3,76,150,,,10.06e-9
577,C0,880e-3,77,-40,,,9.874e-9
577,C1,880e-3,77,150,,,9.982e-9
578,C0,880e-3,78,-40,,,9.855e-9
578,C1,880e-3,78,150,,,9.976e-9
579,C0,880e-3,79,-40,,,9.89e-9
579,C1,880e-3,79,150,,,9.988e-9
580,C0,880e-3,80,-40,,,9.841e-9
580,C1,880e-3,80,150,,,9.949e-9
581,C0,880e-3,81,-40,,,9.898e-9
581,C1,880e-3,81,150,,,9.987e-9
582,C0,880e-3,82,-40,,,9.932e-9
582,C1,880e-3,82,150,,,10.03e-9
583,C0,880e-3,83,-40,,,9.877e-9
583,C1,880e-3,83,150,,,10e-9
584,C0,880e-3,84,-40,,,9.825e-9
584,C1,880e-3,84,150,,,9.935e-9
585,C0,880e-3,85,-40,,,9.872e-9
585,C1,880e-3,85,150,,,9.987e-9
586,C0,880e-3,86,-40,,,9.859e-9
586,C1,880e-3,86,150,,,9.97e-9
587,C0,880e-3,87,-40,,,9.918e-9
587,C1,880e-3,87,150,,,10.02e-9
588,C0,880e-3,88,-40,,,9.8e-9
588,C1,880e-3,88,150,,,9.913e-9
589,C0,880e-3,89,-40,,,9.87e-9
589,C1,880e-3,89,150,,,9.985e-9
590,C0,880e-3,90,-40,,,9.852e-9
590,C1,880e-3,90,150,,,9.961e-9
591,C0,880e-3,91,-40,,,9.909e-9
591,C1,880e-3,91,150,,,10.01e-9
592,C0,880e-3,92,-40,,,9.832e-9
592,C1,880e-3,92,150,,,9.937e-9
593,C0,880e-3,93,-40,,,9.898e-9
593,C1,880e-3,93,150,,,10.02e-9
594,C0,880e-3,94,-40,,,9.918e-9
594,C1,880e-3,94,150,,,10.02e-9
595,C0,880e-3,95,-40,,,9.836e-9
595,C1,880e-3,95,150,,,9.94e-9
596,C0,880e-3,96,-40,,,9.881e-9
596,C1,880e-3,96,150,,,9.986e-9
597,C0,880e-3,97,-40,,,9.813e-9
597,C1,880e-3,97,150,,,9.924e-9
598,C0,880e-3,98,-40,,,9.914e-9
598,C1,880e-3,98,150,,,10.02e-9
599,C0,880e-3,99,-40,,,9.85e-9
599,C1,880e-3,99,150,,,9.938e-9
600,C0,880e-3,100,-40,,,9.87e-9
600,C1,880e-3,100,150,,,9.977e-9
601,C0,885e-3,1,-40,,,10.05e-9
601,C1,885e-3,1,150,,,10.15e-9
602,C0,885e-3,2,-40,,,10.01e-9
602,C1,885e-3,2,150,,,10.11e-9
603,C0,885e-3,3,-40,,,10.08e-9
603,C1,885e-3,3,150,,,10.2e-9
