Point,Corner,Vin,mc_iteration,temperature,Pass/Fail,Delay
312,C1,885e-3,32,150,,eval err
313,C0,885e-3,33,-40,,10.25e-9
313,C1,885e-3,33,150,,10.24e-9
314,C0,885e-3,34,-40,,eval err
314,C1,885e-3,34,150,,eval err
315,C0,885e-3,35,-40,,9.915e-9
315,C1,885e-3,35,150,,9.913e-9
316,C0,885e-3,36,-40,,eval err
316,C1,885e-3,36,150,,eval err
317,C0,885e-3,37,-40,,10.07e-9
317,C1,885e-3,37,150,,10.06e-9
318,C0,885e-3,38,-40,,eval err
318,C1,885e-3,38,150,,eval err
319,C0,885e-3,39,-40,,9.725e-9
319,C1,885e-3,39,150,,9.703e-9
320,C0,885e-3,40,-40,,9.995e-9
320,C1,885e-3,40,150,,10.02e-9
321,C0,885e-3,41,-40,,eval err
321,C1,885e-3,41,150,,eval err
322,C0,885e-3,42,-40,,9.528e-9
322,C1,885e-3,42,150,,9.541e-9
323,C0,885e-3,43,-40,,10.31e-9
323,C1,885e-3,43,150,,10.26e-9
324,C0,885e-3,44,-40,,10.14e-9
324,C1,885e-3,44,150,,10.15e-9
325,C0,885e-3,45,-40,,eval err
325,C1,885e-3,45,150,,eval err
326,C0,885e-3,46,-40,,9.874e-9
326,C1,885e-3,46,150,,9.829e-9
327,C0,885e-3,47,-40,,eval err
327,C1,885e-3,47,150,,eval err
328,C0,885e-3,48,-40,,eval err
328,C1,885e-3,48,150,,eval err
329,C0,885e-3,49,-40,,9.765e-9
329,C1,885e-3,49,150,,9.796e-9
330,C0,885e-3,50,-40,,eval err
330,C1,885e-3,50,150,,eval err
331,C0,885e-3,51,-40,,10.14e-9
331,C1,885e-3,51,150,,10.12e-9
332,C0,885e-3,52,-40,,eval err
332,C1,885e-3,52,150,,eval err
333,C0,885e-3,53,-40,,10e-9
333,C1,885e-3,53,150,,9.932e-9
334,C0,885e-3,54,-40,,9.361e-9
334,C1,885e-3,54,150,,9.361e-9
335,C0,885e-3,55,-40,,10.25e-9
335,C1,885e-3,55,150,,10.26e-9
336,C0,885e-3,56,-40,,9.894e-9
336,C1,885e-3,56,150,,9.89e-9
337,C0,885e-3,57,-40,,eval err
337,C1,885e-3,57,150,,eval err
338,C0,885e-3,58,-40,,10.2e-9
338,C1,885e-3,58,150,,10.18e-9
339,C0,885e-3,59,-40,,eval err
339,C1,885e-3,59,150,,eval err
340,C0,885e-3,60,-40,,9.656e-9
340,C1,885e-3,60,150,,9.655e-9
341,C0,885e-3,61,-40,,10.34e-9
341,C1,885e-3,61,150,,10.38e-9
342,C0,885e-3,62,-40,,10.05e-9
342,C1,885e-3,62,150,,10.05e-9
343,C0,885e-3,63,-40,,eval err
343,C1,885e-3,63,150,,eval err
344,C0,885e-3,64,-40,,9.879e-9
344,C1,885e-3,64,150,,9.932e-9
345,C0,885e-3,65,-40,,eval err
345,C1,885e-3,65,150,,eval err
346,C0,885e-3,66,-40,,10.2e-9
346,C1,885e-3,66,150,,10.22e-9
347,C0,885e-3,67,-40,,eval err
347,C1,885e-3,67,150,,eval err
348,C0,885e-3,68,-40,,9.688e-9
348,C1,885e-3,68,150,,9.723e-9
349,C0,885e-3,69,-40,,eval err
349,C1,885e-3,69,150,,10.37e-9
350,C0,885e-3,70,-40,,10.08e-9
350,C1,885e-3,70,150,,10.03e-9
351,C0,890e-3,1,-40,,eval err
351,C1,890e-3,1,150,,eval err
352,C0,890e-3,2,-40,,9.614e-9
352,C1,890e-3,2,150,,9.605e-9
353,C0,890e-3,3,-40,,eval err
353,C1,890e-3,3,150,,eval err
354,C0,890e-3,4,-40,,10.32e-9
354,C1,890e-3,4,150,,10.28e-9
355,C0,890e-3,5,-40,,eval err
355,C1,890e-3,5,150,,eval err
356,C0,890e-3,6,-40,,9.955e-9
356,C1,890e-3,6,150,,9.952e-9
357,C0,890e-3,7,-40,,eval err
357,C1,890e-3,7,150,,eval err
358,C0,890e-3,8,-40,,eval err
358,C1,890e-3,8,150,,eval err
359,C0,890e-3,9,-40,,eval err
359,C1,890e-3,9,150,,eval err
360,C0,890e-3,10,-40,,eval err
360,C1,890e-3,10,150,,eval err
361,C0,890e-3,11,-40,,10.04e-9
361,C1,890e-3,11,150,,10.07e-9
362,C0,890e-3,12,-40,,eval err
362,C1,890e-3,12,150,,eval err
363,C0,890e-3,13,-40,,10.26e-9
363,C1,890e-3,13,150,,10.22e-9
364,C0,890e-3,14,-40,,eval err
364,C1,890e-3,14,150,,eval err
365,C0,890e-3,15,-40,,9.828e-9
365,C1,890e-3,15,150,,9.851e-9
366,C0,890e-3,16,-40,,10.03e-9
366,C1,890e-3,16,150,,10e-9
367,C0,890e-3,17,-40,,eval err
367,C1,890e-3,17,150,,eval err
368,C0,890e-3,18,-40,,10.33e-9
368,C1,890e-3,18,150,,eval err
369,C0,890e-3,19,-40,,eval err
369,C1,890e-3,19,150,,eval err
370,C0,890e-3,20,-40,,9.708e-9
370,C1,890e-3,20,150,,9.736e-9
371,C0,890e-3,21,-40,,eval err
371,C1,890e-3,21,150,,eval err
372,C0,890e-3,22,-40,,10.17e-9
372,C1,890e-3,22,150,,10.25e-9
373,C0,890e-3,23,-40,,eval err
373,C1,890e-3,23,150,,eval err
374,C0,890e-3,24,-40,,eval err
374,C1,890e-3,24,150,,eval err
375,C0,890e-3,25,-40,,9.914e-9
375,C1,890e-3,25,150,,9.887e-9
376,C0,890e-3,26,-40,,eval err
376,C1,890e-3,26,150,,eval err
377,C0,890e-3,27,-40,,10.26e-9
377,C1,890e-3,27,150,,10.25e-9
378,C0,890e-3,28,-40,,eval err
378,C1,890e-3,28,150,,eval err
379,C0,890e-3,29,-40,,10.1e-9
379,C1,890e-3,29,150,,10.11e-9
380,C0,890e-3,30,-40,,9.277e-9
380,C1,890e-3,30,150,,9.303e-9
381,C0,890e-3,31,-40,,eval err
381,C1,890e-3,31,150,,eval err
382,C0,890e-3,32,-40,,eval err
382,C1,890e-3,32,150,,eval err
383,C0,890e-3,33,-40,,eval err
383,C1,890e-3,33,150,,eval err
384,C0,890e-3,34,-40,,eval err
384,C1,890e-3,34,150,,eval err
385,C0,890e-3,35,-40,,10.08e-9
385,C1,890e-3,35,150,,10.07e-9
386,C0,890e-3,36,-40,,eval err
386,C1,890e-3,36,150,,eval err
387,C0,890e-3,37,-40,,10.22e-9
387,C1,890e-3,37,150,,10.22e-9
388,C0,890e-3,38,-40,,eval err
388,C1,890e-3,38,150,,eval err
389,C0,890e-3,39,-40,,9.878e-9
389,C1,890e-3,39,150,,9.855e-9
390,C0,890e-3,40,-40,,10.16e-9
390,C1,890e-3,40,150,,10.18e-9
391,C0,890e-3,41,-40,,eval err
391,C1,890e-3,41,150,,eval err
392,C0,890e-3,42,-40,,9.676e-9
392,C1,890e-3,42,150,,9.683e-9
393,C0,890e-3,43,-40,,eval err
393,C1,890e-3,43,150,,eval err
394,C0,890e-3,44,-40,,10.31e-9
394,C1,890e-3,44,150,,10.33e-9
395,C0,890e-3,45,-40,,eval err
395,C1,890e-3,45,150,,eval err
396,C0,890e-3,46,-40,,10.03e-9
396,C1,890e-3,46,150,,9.983e-9
397,C0,890e-3,47,-40,,eval err
397,C1,890e-3,47,150,,eval err
398,C0,890e-3,48,-40,,eval err
398,C1,890e-3,48,150,,eval err
399,C0,890e-3,49,-40,,9.918e-9
399,C1,890e-3,49,150,,9.949e-9
400,C0,890e-3,50,-40,,eval err
400,C1,890e-3,50,150,,eval err
401,C0,890e-3,51,-40,,10.31e-9
401,C1,890e-3,51,150,,10.28e-9
402,C0,890e-3,52,-40,,eval err
402,C1,890e-3,52,150,,eval err
403,C0,890e-3,53,-40,,10.16e-9
403,C1,890e-3,53,150,,10.09e-9
404,C0,890e-3,54,-40,,9.506e-9
404,C1,890e-3,54,150,,9.505e-9
405,C0,890e-3,55,-40,,eval err
405,C1,890e-3,55,150,,eval err
406,C0,890e-3,56,-40,,10.05e-9
406,C1,890e-3,56,150,,10.05e-9
407,C0,890e-3,57,-40,,eval err
407,C1,890e-3,57,150,,eval err
408,C0,890e-3,58,-40,,eval err
408,C1,890e-3,58,150,,10.37e-9
409,C0,890e-3,59,-40,,eval err
409,C1,890e-3,59,150,,eval err
410,C0,890e-3,60,-40,,9.806e-9
410,C1,890e-3,60,150,,9.803e-9
411,C0,890e-3,61,-40,,eval err
411,C1,890e-3,61,150,,eval err
412,C0,890e-3,62,-40,,10.21e-9
412,C1,890e-3,62,150,,10.21e-9
413,C0,890e-3,63,-40,,eval err
413,C1,890e-3,63,150,,eval err
414,C0,890e-3,64,-40,,10.04e-9
414,C1,890e-3,64,150,,10.09e-9
415,C0,890e-3,65,-40,,eval err
415,C1,890e-3,65,150,,eval err
416,C0,890e-3,66,-40,,eval err
416,C1,890e-3,66,150,,eval err
417,C0,890e-3,67,-40,,eval err
417,C1,890e-3,67,150,,eval err
418,C0,890e-3,68,-40,,9.839e-9
418,C1,890e-3,68,150,,9.873e-9
419,C0,890e-3,69,-40,,eval err
419,C1,890e-3,69,150,,eval err
420,C0,890e-3,70,-40,,10.23e-9
420,C1,890e-3,70,150,,10.18e-9
421,C0,895e-3,1,-40,,eval err
421,C1,895e-3,1,150,,eval err
422,C0,895e-3,2,-40,,9.76e-9
422,C1,895e-3,2,150,,9.754e-9
423,C0,895e-3,3,-40,,eval err
423,C1,895e-3,3,150,,eval err
424,C0,895e-3,4,-40,,eval err
424,C1,895e-3,4,150,,eval err
425,C0,895e-3,5,-40,,eval err
425,C1,895e-3,5,150,,eval err
426,C0,895e-3,6,-40,,10.11e-9
426,C1,895e-3,6,150,,10.1e-9
427,C0,895e-3,7,-40,,eval err
427,C1,895e-3,7,150,,eval err
428,C0,895e-3,8,-40,,eval err
428,C1,895e-3,8,150,,eval err
429,C0,895e-3,9,-40,,eval err
429,C1,895e-3,9,150,,eval err
430,C0,895e-3,10,-40,,eval err
430,C1,895e-3,10,150,,eval err
431,C0,895e-3,11,-40,,10.19e-9
431,C1,895e-3,11,150,,10.23e-9
432,C0,895e-3,12,-40,,eval err
432,C1,895e-3,12,150,,eval err
433,C0,895e-3,13,-40,,eval err
433,C1,895e-3,13,150,,eval err
434,C0,895e-3,14,-40,,eval err
434,C1,895e-3,14,150,,eval err
435,C0,895e-3,15,-40,,9.98e-9
435,C1,895e-3,15,150,,9.998e-9
436,C0,895e-3,16,-40,,10.19e-9
436,C1,895e-3,16,150,,10.16e-9
437,C0,895e-3,17,-40,,eval err
437,C1,895e-3,17,150,,eval err
438,C0,895e-3,18,-40,,eval err
438,C1,895e-3,18,150,,eval err
439,C0,895e-3,19,-40,,eval err
439,C1,895e-3,19,150,,eval err
440,C0,895e-3,20,-40,,9.857e-9
440,C1,895e-3,20,150,,9.88e-9
441,C0,895e-3,21,-40,,eval err
441,C1,895e-3,21,150,,eval err
442,C0,895e-3,22,-40,,eval err
442,C1,895e-3,22,150,,eval err
443,C0,895e-3,23,-40,,eval err
443,C1,895e-3,23,150,,eval err
444,C0,895e-3,24,-40,,eval err
444,C1,895e-3,24,150,,eval err
445,C0,895e-3,25,-40,,10.07e-9
445,C1,895e-3,25,150,,10.04e-9
446,C0,895e-3,26,-40,,eval err
446,C1,895e-3,26,150,,eval err
447,C0,895e-3,27,-40,,eval err
447,C1,895e-3,27,150,,eval err
448,C0,895e-3,28,-40,,eval err
448,C1,895e-3,28,150,,eval err
449,C0,895e-3,29,-40,,10.26e-9
449,C1,895e-3,29,150,,10.26e-9
450,C0,895e-3,30,-40,,9.42e-9
450,C1,895e-3,30,150,,9.447e-9
451,C0,895e-3,31,-40,,eval err
451,C1,895e-3,31,150,,eval err
452,C0,895e-3,32,-40,,eval err
452,C1,895e-3,32,150,,eval err
453,C0,895e-3,33,-40,,eval err
453,C1,895e-3,33,150,,eval err
454,C0,895e-3,34,-40,,eval err
454,C1,895e-3,34,150,,eval err
455,C0,895e-3,35,-40,,10.23e-9
455,C1,895e-3,35,150,,10.23e-9
456,C0,895e-3,36,-40,,eval err
456,C1,895e-3,36,150,,eval err
457,C0,895e-3,37,-40,,eval err
457,C1,895e-3,37,150,,eval err
458,C0,895e-3,38,-40,,eval err
458,C1,895e-3,38,150,,eval err
459,C0,895e-3,39,-40,,10.04e-9
459,C1,895e-3,39,150,,10.01e-9
460,C0,895e-3,40,-40,,10.33e-9
460,C1,895e-3,40,150,,eval err
461,C0,895e-3,41,-40,,eval err
461,C1,895e-3,41,150,,eval err
462,C0,895e-3,42,-40,,9.822e-9
462,C1,895e-3,42,150,,9.833e-9
463,C0,895e-3,43,-40,,eval err
463,C1,895e-3,43,150,,eval err
464,C0,895e-3,44,-40,,eval err
464,C1,895e-3,44,150,,eval err
465,C0,895e-3,45,-40,,eval err
465,C1,895e-3,45,150,,eval err
466,C0,895e-3,46,-40,,10.19e-9
466,C1,895e-3,46,150,,10.14e-9
467,C0,895e-3,47,-40,,eval err
467,C1,895e-3,47,150,,eval err
468,C0,895e-3,48,-40,,eval err
468,C1,895e-3,48,150,,eval err
469,C0,895e-3,49,-40,,10.08e-9
469,C1,895e-3,49,150,,10.1e-9
470,C0,895e-3,50,-40,,eval err
470,C1,895e-3,50,150,,eval err
471,C0,895e-3,51,-40,,eval err
471,C1,895e-3,51,150,,eval err
472,C0,895e-3,52,-40,,eval err
472,C1,895e-3,52,150,,eval err
473,C0,895e-3,53,-40,,10.33e-9
473,C1,895e-3,53,150,,10.24e-9
474,C0,895e-3,54,-40,,9.651e-9
474,C1,895e-3,54,150,,9.652e-9
475,C0,895e-3,55,-40,,eval err
475,C1,895e-3,55,150,,eval err
476,C0,895e-3,56,-40,,10.2e-9
476,C1,895e-3,56,150,,10.2e-9
477,C0,895e-3,57,-40,,eval err
477,C1,895e-3,57,150,,eval err
478,C0,895e-3,58,-40,,eval err
478,C1,895e-3,58,150,,eval err
479,C0,895e-3,59,-40,,eval err
479,C1,895e-3,59,150,,eval err
480,C0,895e-3,60,-40,,9.957e-9
480,C1,895e-3,60,150,,9.951e-9
481,C0,895e-3,61,-40,,eval err
481,C1,895e-3,61,150,,eval err
482,C0,895e-3,62,-40,,eval err
482,C1,895e-3,62,150,,eval err
483,C0,895e-3,63,-40,,eval err
483,C1,895e-3,63,150,,eval err
484,C0,895e-3,64,-40,,10.19e-9
484,C1,895e-3,64,150,,10.24e-9
485,C0,895e-3,65,-40,,eval err
485,C1,895e-3,65,150,,eval err
486,C0,895e-3,66,-40,,eval err
486,C1,895e-3,66,150,,eval err
487,C0,895e-3,67,-40,,eval err
487,C1,895e-3,67,150,,eval err
488,C0,895e-3,68,-40,,9.993e-9
488,C1,895e-3,68,150,,10.03e-9
489,C0,895e-3,69,-40,,eval err
489,C1,895e-3,69,150,,eval err
490,C0,895e-3,70,-40,,eval err
490,C1,895e-3,70,150,,10.37e-9
491,C0,898e-3,1,-40,,eval err
491,C1,898e-3,1,150,,eval err
492,C0,898e-3,2,-40,,9.848e-9
492,C1,898e-3,2,150,,9.843e-9
493,C0,898e-3,3,-40,,eval err
493,C1,898e-3,3,150,,eval err
494,C0,898e-3,4,-40,,eval err
494,C1,898e-3,4,150,,eval err
495,C0,898e-3,5,-40,,eval err
495,C1,898e-3,5,150,,eval err
496,C0,898e-3,6,-40,,10.2e-9
496,C1,898e-3,6,150,,10.19e-9
497,C0,898e-3,7,-40,,eval err
497,C1,898e-3,7,150,,eval err
498,C0,898e-3,8,-40,,eval err
498,C1,898e-3,8,150,,eval err
499,C0,898e-3,9,-40,,eval err
499,C1,898e-3,9,150,,eval err
500,C0,898e-3,10,-40,,eval err
500,C1,898e-3,10,150,,eval err
501,C0,898e-3,11,-40,,10.28e-9
501,C1,898e-3,11,150,,10.35e-9
502,C0,898e-3,12,-40,,eval err
502,C1,898e-3,12,150,,eval err
503,C0,898e-3,13,-40,,eval err
503,C1,898e-3,13,150,,eval err
504,C0,898e-3,14,-40,,eval err
504,C1,898e-3,14,150,,eval err
505,C0,898e-3,15,-40,,10.07e-9
505,C1,898e-3,15,150,,10.1e-9
506,C0,898e-3,16,-40,,10.29e-9
506,C1,898e-3,16,150,,10.25e-9
507,C0,898e-3,17,-40,,eval err
507,C1,898e-3,17,150,,eval err
508,C0,898e-3,18,-40,,eval err
508,C1,898e-3,18,150,,eval err
509,C0,898e-3,19,-40,,eval err
509,C1,898e-3,19,150,,eval err
510,C0,898e-3,20,-40,,9.947e-9
510,C1,898e-3,20,150,,9.97e-9
511,C0,898e-3,21,-40,,eval err
511,C1,898e-3,21,150,,eval err
512,C0,898e-3,22,-40,,eval err
512,C1,898e-3,22,150,,eval err
513,C0,898e-3,23,-40,,eval err
513,C1,898e-3,23,150,,eval err
514,C0,898e-3,24,-40,,eval err
514,C1,898e-3,24,150,,eval err
515,C0,898e-3,25,-40,,10.16e-9
515,C1,898e-3,25,150,,10.14e-9
516,C0,898e-3,26,-40,,eval err
516,C1,898e-3,26,150,,eval err
517,C0,898e-3,27,-40,,eval err
517,C1,898e-3,27,150,,eval err
518,C0,898e-3,28,-40,,eval err
518,C1,898e-3,28,150,,eval err
519,C0,898e-3,29,-40,,eval err
519,C1,898e-3,29,150,,eval err
520,C0,898e-3,30,-40,,9.506e-9
520,C1,898e-3,30,150,,9.532e-9
521,C0,898e-3,31,-40,,eval err
521,C1,898e-3,31,150,,eval err
522,C0,898e-3,32,-40,,eval err
522,C1,898e-3,32,150,,eval err
523,C0,898e-3,33,-40,,eval err
523,C1,898e-3,33,150,,eval err
524,C0,898e-3,34,-40,,eval err
524,C1,898e-3,34,150,,eval err
525,C0,898e-3,35,-40,,eval err
525,C1,898e-3,35,150,,10.34e-9
526,C0,898e-3,36,-40,,eval err
526,C1,898e-3,36,150,,eval err
527,C0,898e-3,37,-40,,eval err
527,C1,898e-3,37,150,,eval err
528,C0,898e-3,38,-40,,eval err
528,C1,898e-3,38,150,,eval err
529,C0,898e-3,39,-40,,10.12e-9
529,C1,898e-3,39,150,,10.1e-9
530,C0,898e-3,40,-40,,eval err
530,C1,898e-3,40,150,,eval err
531,C0,898e-3,41,-40,,eval err
531,C1,898e-3,41,150,,eval err
532,C0,898e-3,42,-40,,9.912e-9
532,C1,898e-3,42,150,,9.923e-9
533,C0,898e-3,43,-40,,eval err
533,C1,898e-3,43,150,,eval err
534,C0,898e-3,44,-40,,eval err
534,C1,898e-3,44,150,,eval err
535,C0,898e-3,45,-40,,eval err
535,C1,898e-3,45,150,,eval err
536,C0,898e-3,46,-40,,10.28e-9
536,C1,898e-3,46,150,,10.23e-9
537,C0,898e-3,47,-40,,eval err
537,C1,898e-3,47,150,,eval err
538,C0,898e-3,48,-40,,eval err
538,C1,898e-3,48,150,,eval err
539,C0,898e-3,49,-40,,10.16e-9
539,C1,898e-3,49,150,,10.19e-9
540,C0,898e-3,50,-40,,eval err
540,C1,898e-3,50,150,,eval err
541,C0,898e-3,51,-40,,eval err
541,C1,898e-3,51,150,,eval err
542,C0,898e-3,52,-40,,eval err
542,C1,898e-3,52,150,,eval err
543,C0,898e-3,53,-40,,eval err
543,C1,898e-3,53,150,,10.35e-9
544,C0,898e-3,54,-40,,9.738e-9
544,C1,898e-3,54,150,,9.739e-9
545,C0,898e-3,55,-40,,eval err
545,C1,898e-3,55,150,,eval err
546,C0,898e-3,56,-40,,10.3e-9
546,C1,898e-3,56,150,,10.29e-9
547,C0,898e-3,57,-40,,eval err
547,C1,898e-3,57,150,,eval err
548,C0,898e-3,58,-40,,eval err
548,C1,898e-3,58,150,,eval err
549,C0,898e-3,59,-40,,eval err
549,C1,898e-3,59,150,,eval err
550,C0,898e-3,60,-40,,10.05e-9
550,C1,898e-3,60,150,,10.05e-9
551,C0,898e-3,61,-40,,eval err
551,C1,898e-3,61,150,,eval err
552,C0,898e-3,62,-40,,eval err
552,C1,898e-3,62,150,,eval err
553,C0,898e-3,63,-40,,eval err
553,C1,898e-3,63,150,,eval err
554,C0,898e-3,64,-40,,10.29e-9
554,C1,898e-3,64,150,,eval err
555,C0,898e-3,65,-40,,eval err
555,C1,898e-3,65,150,,eval err
556,C0,898e-3,66,-40,,eval err
556,C1,898e-3,66,150,,eval err
557,C0,898e-3,67,-40,,eval err
557,C1,898e-3,67,150,,eval err
558,C0,898e-3,68,-40,,10.08e-9
558,C1,898e-3,68,150,,10.12e-9
559,C0,898e-3,69,-40,,eval err
559,C1,898e-3,69,150,,eval err
560,C0,898e-3,70,-40,,eval err
560,C1,898e-3,70,150,,eval err
561,C0,600e-3,1,-40,,eval err
561,C1,600e-3,1,150,,eval err
562,C0,600e-3,2,-40,,eval err
562,C1,600e-3,2,150,,eval err
563,C0,600e-3,3,-40,,eval err
563,C1,600e-3,3,150,,eval err
564,C0,600e-3,4,-40,,eval err
564,C1,600e-3,4,150,,eval err
565,C0,600e-3,5,-40,,eval err
565,C1,600e-3,5,150,,eval err
566,C0,600e-3,6,-40,,eval err
566,C1,600e-3,6,150,,eval err
567,C0,600e-3,7,-40,,eval err
567,C1,600e-3,7,150,,eval err
568,C0,600e-3,8,-40,,eval err
568,C1,600e-3,8,150,,eval err
569,C0,600e-3,9,-40,,eval err
569,C1,600e-3,9,150,,eval err
570,C0,600e-3,10,-40,,eval err
570,C1,600e-3,10,150,,eval err
571,C0,600e-3,11,-40,,eval err
571,C1,600e-3,11,150,,eval err
572,C0,600e-3,12,-40,,eval err
572,C1,600e-3,12,150,,eval err
573,C0,600e-3,13,-40,,eval err
573,C1,600e-3,13,150,,eval err
574,C0,600e-3,14,-40,,eval err
574,C1,600e-3,14,150,,eval err
575,C0,600e-3,15,-40,,eval err
575,C1,600e-3,15,150,,eval err
576,C0,600e-3,16,-40,,eval err
576,C1,600e-3,16,150,,eval err
577,C0,600e-3,17,-40,,eval err
577,C1,600e-3,17,150,,eval err
578,C0,600e-3,18,-40,,eval err
578,C1,600e-3,18,150,,eval err
579,C0,600e-3,19,-40,,eval err
579,C1,600e-3,19,150,,eval err
580,C0,600e-3,20,-40,,eval err
580,C1,600e-3,20,150,,eval err
581,C0,600e-3,21,-40,,eval err
581,C1,600e-3,21,150,,eval err
582,C0,600e-3,22,-40,,952.4e-12
582,C1,600e-3,22,150,,1.063e-9
583,C0,600e-3,23,-40,,eval err
583,C1,600e-3,23,150,,eval err
584,C0,600e-3,24,-40,,eval err
584,C1,600e-3,24,150,,eval err
585,C0,600e-3,25,-40,,eval err
585,C1,600e-3,25,150,,eval err
586,C0,600e-3,26,-40,,eval err
586,C1,600e-3,26,150,,eval err
587,C0,600e-3,27,-40,,eval err
587,C1,600e-3,27,150,,eval err
588,C0,600e-3,28,-40,,eval err
588,C1,600e-3,28,150,,eval err
589,C0,600e-3,29,-40,,eval err
589,C1,600e-3,29,150,,eval err
590,C0,600e-3,30,-40,,eval err
590,C1,600e-3,30,150,,eval err
591,C0,600e-3,31,-40,,eval err
591,C1,600e-3,31,150,,eval err
592,C0,600e-3,32,-40,,eval err
592,C1,600e-3,32,150,,eval err
593,C0,600e-3,33,-40,,eval err
593,C1,600e-3,33,150,,eval err
594,C0,600e-3,34,-40,,eval err
594,C1,600e-3,34,150,,eval err
595,C0,600e-3,35,-40,,eval err
595,C1,600e-3,35,150,,eval err
596,C0,600e-3,36,-40,,eval err
596,C1,600e-3,36,150,,eval err
597,C0,600e-3,37,-40,,eval err
597,C1,600e-3,37,150,,eval err
598,C0,600e-3,38,-40,,eval err
598,C1,600e-3,38,150,,eval err
599,C0,600e-3,39,-40,,eval err
599,C1,600e-3,39,150,,eval err
600,C0,600e-3,40,-40,,eval err
600,C1,600e-3,40,150,,eval err
601,C0,600e-3,41,-40,,eval err
601,C1,600e-3,41,150,,eval err
602,C0,600e-3,42,-40,,eval err
602,C1,600e-3,42,150,,eval err
603,C0,600e-3,43,-40,,eval err
603,C1,600e-3,43,150,,eval err
604,C0,600e-3,44,-40,,eval err
604,C1,600e-3,44,150,,eval err
605,C0,600e-3,45,-40,,eval err
605,C1,600e-3,45,150,,eval err
606,C0,600e-3,46,-40,,eval err
606,C1,600e-3,46,150,,eval err
607,C0,600e-3,47,-40,,eval err
607,C1,600e-3,47,150,,eval err
608,C0,600e-3,48,-40,,eval err
608,C1,600e-3,48,150,,eval err
609,C0,600e-3,49,-40,,eval err
609,C1,600e-3,49,150,,eval err
610,C0,600e-3,50,-40,,eval err
610,C1,600e-3,50,150,,eval err
611,C0,600e-3,51,-40,,eval err
611,C1,600e-3,51,150,,eval err
612,C0,600e-3,52,-40,,eval err
612,C1,600e-3,52,150,,eval err
613,C0,600e-3,53,-40,,eval err
613,C1,600e-3,53,150,,eval err
614,C0,600e-3,54,-40,,eval err
614,C1,600e-3,54,150,,eval err
615,C0,600e-3,55,-40,,eval err
615,C1,600e-3,55,150,,eval err
616,C0,600e-3,56,-40,,eval err
616,C1,600e-3,56,150,,eval err
617,C0,600e-3,57,-40,,eval err
617,C1,600e-3,57,150,,eval err
618,C0,600e-3,58,-40,,eval err
618,C1,600e-3,58,150,,eval err
619,C0,600e-3,59,-40,,eval err
619,C1,600e-3,59,150,,eval err
620,C0,600e-3,60,-40,,eval err
620,C1,600e-3,60,150,,eval err
621,C0,600e-3,61,-40,,eval err
621,C1,600e-3,61,150,,eval err
622,C0,600e-3,62,-40,,eval err
622,C1,600e-3,62,150,,eval err
623,C0,600e-3,63,-40,,eval err
623,C1,600e-3,63,150,,eval err
624,C0,600e-3,64,-40,,784.1e-12
624,C1,600e-3,64,150,,eval err
625,C0,600e-3,65,-40,,eval err
625,C1,600e-3,65,150,,eval err
626,C0,600e-3,66,-40,,eval err
626,C1,600e-3,66,150,,eval err
627,C0,600e-3,67,-40,,eval err
627,C1,600e-3,67,150,,eval err
628,C0,600e-3,68,-40,,eval err
628,C1,600e-3,68,150,,eval err
629,C0,600e-3,69,-40,,eval err
629,C1,600e-3,69,150,,eval err
630,C0,600e-3,70,-40,,eval err
630,C1,600e-3,70,150,,eval err
631,C0,630e-3,1,-40,,2.368e-9
631,C1,630e-3,1,150,,2.475e-9
632,C0,630e-3,2,-40,,2.224e-9
632,C1,630e-3,2,150,,2.344e-9
633,C0,630e-3,3,-40,,2.324e-9
633,C1,630e-3,3,150,,2.466e-9
634,C0,630e-3,4,-40,,2.301e-9
634,C1,630e-3,4,150,,2.416e-9
635,C0,630e-3,5,-40,,2.383e-9
635,C1,630e-3,5,150,,2.52e-9
636,C0,630e-3,6,-40,,2.234e-9
636,C1,630e-3,6,150,,2.372e-9
637,C0,630e-3,7,-40,,2.35e-9
637,C1,630e-3,7,150,,2.448e-9
638,C0,630e-3,8,-40,,2.405e-9
638,C1,630e-3,8,150,,2.518e-9
639,C0,630e-3,9,-40,,2.311e-9
639,C1,630e-3,9,150,,2.446e-9
640,C0,630e-3,10,-40,,2.372e-9
640,C1,630e-3,10,150,,2.487e-9
641,C0,630e-3,11,-40,,2.259e-9
641,C1,630e-3,11,150,,2.414e-9
642,C0,630e-3,12,-40,,2.343e-9
642,C1,630e-3,12,150,,2.479e-9
643,C0,630e-3,13,-40,,2.308e-9
643,C1,630e-3,13,150,,2.412e-9
644,C0,630e-3,14,-40,,2.322e-9
644,C1,630e-3,14,150,,2.441e-9
645,C0,630e-3,15,-40,,2.253e-9
645,C1,630e-3,15,150,,2.392e-9
646,C0,630e-3,16,-40,,2.272e-9
646,C1,630e-3,16,150,,2.383e-9
647,C0,630e-3,17,-40,,2.347e-9
647,C1,630e-3,17,150,,2.474e-9
648,C0,630e-3,18,-40,,2.275e-9
648,C1,630e-3,18,150,,2.427e-9
649,C0,630e-3,19,-40,,2.396e-9
649,C1,630e-3,19,150,,2.516e-9
650,C0,630e-3,20,-40,,2.24e-9
650,C1,630e-3,20,150,,2.371e-9
651,C0,630e-3,21,-40,,2.326e-9
651,C1,630e-3,21,150,,2.44e-9
652,C0,630e-3,22,-40,,2.272e-9
