Point,Corner,Vin,mc_iteration,temperature,Pass/Fail,Delay
652,C1,630e-3,22,150,,2.452e-9
653,C0,630e-3,23,-40,,2.365e-9
653,C1,630e-3,23,150,,2.487e-9
654,C0,630e-3,24,-40,,2.357e-9
654,C1,630e-3,24,150,,2.481e-9
655,C0,630e-3,25,-40,,2.265e-9
655,C1,630e-3,25,150,,2.377e-9
656,C0,630e-3,26,-40,,2.351e-9
656,C1,630e-3,26,150,,2.513e-9
657,C0,630e-3,27,-40,,2.305e-9
657,C1,630e-3,27,150,,2.426e-9
658,C0,630e-3,28,-40,,2.361e-9
658,C1,630e-3,28,150,,2.461e-9
659,C0,630e-3,29,-40,,2.292e-9
659,C1,630e-3,29,150,,2.416e-9
660,C0,630e-3,30,-40,,2.165e-9
660,C1,630e-3,30,150,,2.309e-9
661,C0,630e-3,31,-40,,2.325e-9
661,C1,630e-3,31,150,,2.44e-9
662,C0,630e-3,32,-40,,2.422e-9
662,C1,630e-3,32,150,,2.564e-9
663,C0,630e-3,33,-40,,2.348e-9
663,C1,630e-3,33,150,,2.457e-9
664,C0,630e-3,34,-40,,2.373e-9
664,C1,630e-3,34,150,,2.471e-9
665,C0,630e-3,35,-40,,2.264e-9
665,C1,630e-3,35,150,,2.396e-9
666,C0,630e-3,36,-40,,2.369e-9
666,C1,630e-3,36,150,,2.526e-9
667,C0,630e-3,37,-40,,2.283e-9
667,C1,630e-3,37,150,,2.409e-9
668,C0,630e-3,38,-40,,2.325e-9
668,C1,630e-3,38,150,,2.459e-9
669,C0,630e-3,39,-40,,2.242e-9
669,C1,630e-3,39,150,,2.361e-9
670,C0,630e-3,40,-40,,2.287e-9
670,C1,630e-3,40,150,,2.432e-9
671,C0,630e-3,41,-40,,2.342e-9
671,C1,630e-3,41,150,,2.472e-9
672,C0,630e-3,42,-40,,2.23e-9
672,C1,630e-3,42,150,,2.361e-9
673,C0,630e-3,43,-40,,2.3e-9
673,C1,630e-3,43,150,,2.417e-9
674,C0,630e-3,44,-40,,2.294e-9
674,C1,630e-3,44,150,,2.434e-9
675,C0,630e-3,45,-40,,2.415e-9
675,C1,630e-3,45,150,,2.524e-9
676,C0,630e-3,46,-40,,2.298e-9
676,C1,630e-3,46,150,,2.392e-9
677,C0,630e-3,47,-40,,2.32e-9
677,C1,630e-3,47,150,,2.449e-9
678,C0,630e-3,48,-40,,2.337e-9
678,C1,630e-3,48,150,,2.46e-9
679,C0,630e-3,49,-40,,2.242e-9
679,C1,630e-3,49,150,,2.394e-9
680,C0,630e-3,50,-40,,2.37e-9
680,C1,630e-3,50,150,,2.503e-9
681,C0,630e-3,51,-40,,2.335e-9
681,C1,630e-3,51,150,,2.438e-9
682,C0,630e-3,52,-40,,2.351e-9
682,C1,630e-3,52,150,,2.478e-9
683,C0,630e-3,53,-40,,2.287e-9
683,C1,630e-3,53,150,,2.379e-9
684,C0,630e-3,54,-40,,2.225e-9
684,C1,630e-3,54,150,,2.339e-9
685,C0,630e-3,55,-40,,2.304e-9
685,C1,630e-3,55,150,,2.446e-9
686,C0,630e-3,56,-40,,2.274e-9
686,C1,630e-3,56,150,,2.401e-9
687,C0,630e-3,57,-40,,2.318e-9
687,C1,630e-3,57,150,,2.477e-9
688,C0,630e-3,58,-40,,2.333e-9
688,C1,630e-3,58,150,,2.44e-9
689,C0,630e-3,59,-40,,2.39e-9
689,C1,630e-3,59,150,,2.527e-9
690,C0,630e-3,60,-40,,2.252e-9
690,C1,630e-3,60,150,,2.372e-9
691,C0,630e-3,61,-40,,2.308e-9
691,C1,630e-3,61,150,,2.453e-9
692,C0,630e-3,62,-40,,2.289e-9
692,C1,630e-3,62,150,,2.419e-9
693,C0,630e-3,63,-40,,2.33e-9
693,C1,630e-3,63,150,,2.436e-9
694,C0,630e-3,64,-40,,2.275e-9
694,C1,630e-3,64,150,,2.43e-9
695,C0,630e-3,65,-40,,2.342e-9
695,C1,630e-3,65,150,,2.468e-9
696,C0,630e-3,66,-40,,2.29e-9
696,C1,630e-3,66,150,,2.436e-9
697,C0,630e-3,67,-40,,2.433e-9
697,C1,630e-3,67,150,,2.543e-9
698,C0,630e-3,68,-40,,2.235e-9
698,C1,630e-3,68,150,,2.388e-9
699,C0,630e-3,69,-40,,2.341e-9
699,C1,630e-3,69,150,,2.457e-9
700,C0,630e-3,70,-40,,2.28e-9
700,C1,630e-3,70,150,,2.389e-9
701,C0,660e-3,1,-40,,3.336e-9
701,C1,660e-3,1,150,,3.435e-9
702,C0,660e-3,2,-40,,3.074e-9
702,C1,660e-3,2,150,,3.187e-9
703,C0,660e-3,3,-40,,3.25e-9
703,C1,660e-3,3,150,,3.389e-9
704,C0,660e-3,4,-40,,3.219e-9
704,C1,660e-3,4,150,,3.325e-9
705,C0,660e-3,5,-40,,3.366e-9
705,C1,660e-3,5,150,,3.497e-9
706,C0,660e-3,6,-40,,3.117e-9
706,C1,660e-3,6,150,,3.245e-9
707,C0,660e-3,7,-40,,3.303e-9
707,C1,660e-3,7,150,,3.39e-9
708,C0,660e-3,8,-40,,3.42e-9
708,C1,660e-3,8,150,,3.521e-9
709,C0,660e-3,9,-40,,3.234e-9
709,C1,660e-3,9,150,,3.364e-9
710,C0,660e-3,10,-40,,3.328e-9
710,C1,660e-3,10,150,,3.438e-9
711,C0,660e-3,11,-40,,3.145e-9
711,C1,660e-3,11,150,,3.296e-9
712,C0,660e-3,12,-40,,3.313e-9
712,C1,660e-3,12,150,,3.438e-9
713,C0,660e-3,13,-40,,3.229e-9
713,C1,660e-3,13,150,,3.325e-9
714,C0,660e-3,14,-40,,3.26e-9
714,C1,660e-3,14,150,,3.37e-9
715,C0,660e-3,15,-40,,3.122e-9
715,C1,660e-3,15,150,,3.258e-9
716,C0,660e-3,16,-40,,3.168e-9
716,C1,660e-3,16,150,,3.271e-9
717,C0,660e-3,17,-40,,3.294e-9
717,C1,660e-3,17,150,,3.416e-9
718,C0,660e-3,18,-40,,3.19e-9
718,C1,660e-3,18,150,,3.334e-9
719,C0,660e-3,19,-40,,3.392e-9
719,C1,660e-3,19,150,,3.504e-9
720,C0,660e-3,20,-40,,3.098e-9
720,C1,660e-3,20,150,,3.226e-9
721,C0,660e-3,21,-40,,3.262e-9
721,C1,660e-3,21,150,,3.369e-9
722,C0,660e-3,22,-40,,3.168e-9
722,C1,660e-3,22,150,,3.343e-9
723,C0,660e-3,23,-40,,3.33e-9
723,C1,660e-3,23,150,,3.445e-9
724,C0,660e-3,24,-40,,3.3e-9
724,C1,660e-3,24,150,,3.421e-9
725,C0,660e-3,25,-40,,3.148e-9
725,C1,660e-3,25,150,,3.252e-9
726,C0,660e-3,26,-40,,3.322e-9
726,C1,660e-3,26,150,,3.476e-9
727,C0,660e-3,27,-40,,3.218e-9
727,C1,660e-3,27,150,,3.334e-9
728,C0,660e-3,28,-40,,3.326e-9
728,C1,660e-3,28,150,,3.416e-9
729,C0,660e-3,29,-40,,3.19e-9
729,C1,660e-3,29,150,,3.311e-9
730,C0,660e-3,30,-40,,2.978e-9
730,C1,660e-3,30,150,,3.115e-9
731,C0,660e-3,31,-40,,3.254e-9
731,C1,660e-3,31,150,,3.362e-9
732,C0,660e-3,32,-40,,3.445e-9
732,C1,660e-3,32,150,,3.579e-9
733,C0,660e-3,33,-40,,3.281e-9
733,C1,660e-3,33,150,,3.384e-9
734,C0,660e-3,34,-40,,3.336e-9
734,C1,660e-3,34,150,,3.424e-9
735,C0,660e-3,35,-40,,3.158e-9
735,C1,660e-3,35,150,,3.281e-9
736,C0,660e-3,36,-40,,3.336e-9
736,C1,660e-3,36,150,,3.487e-9
737,C0,660e-3,37,-40,,3.192e-9
737,C1,660e-3,37,150,,3.31e-9
738,C0,660e-3,38,-40,,3.261e-9
738,C1,660e-3,38,150,,3.389e-9
739,C0,660e-3,39,-40,,3.12e-9
739,C1,660e-3,39,150,,3.23e-9
740,C0,660e-3,40,-40,,3.187e-9
740,C1,660e-3,40,150,,3.327e-9
741,C0,660e-3,41,-40,,3.308e-9
741,C1,660e-3,41,150,,3.428e-9
742,C0,660e-3,42,-40,,3.084e-9
742,C1,660e-3,42,150,,3.21e-9
743,C0,660e-3,43,-40,,3.237e-9
743,C1,660e-3,43,150,,3.341e-9
744,C0,660e-3,44,-40,,3.208e-9
744,C1,660e-3,44,150,,3.342e-9
745,C0,660e-3,45,-40,,3.411e-9
745,C1,660e-3,45,150,,3.512e-9
746,C0,660e-3,46,-40,,3.195e-9
746,C1,660e-3,46,150,,3.281e-9
747,C0,660e-3,47,-40,,3.265e-9
747,C1,660e-3,47,150,,3.383e-9
748,C0,660e-3,48,-40,,3.283e-9
748,C1,660e-3,48,150,,3.4e-9
749,C0,660e-3,49,-40,,3.118e-9
749,C1,660e-3,49,150,,3.263e-9
750,C0,660e-3,50,-40,,3.35e-9
750,C1,660e-3,50,150,,3.475e-9
751,C0,660e-3,51,-40,,3.257e-9
751,C1,660e-3,51,150,,3.354e-9
752,C0,660e-3,52,-40,,3.31e-9
752,C1,660e-3,52,150,,3.43e-9
753,C0,660e-3,53,-40,,3.197e-9
753,C1,660e-3,53,150,,3.274e-9
754,C0,660e-3,54,-40,,3.068e-9
754,C1,660e-3,54,150,,3.176e-9
755,C0,660e-3,55,-40,,3.23e-9
755,C1,660e-3,55,150,,3.364e-9
756,C0,660e-3,56,-40,,3.168e-9
756,C1,660e-3,56,150,,3.29e-9
757,C0,660e-3,57,-40,,3.262e-9
757,C1,660e-3,57,150,,3.413e-9
758,C0,660e-3,58,-40,,3.26e-9
758,C1,660e-3,58,150,,3.358e-9
759,C0,660e-3,59,-40,,3.389e-9
759,C1,660e-3,59,150,,3.517e-9
760,C0,660e-3,60,-40,,3.126e-9
760,C1,660e-3,60,150,,3.241e-9
761,C0,660e-3,61,-40,,3.239e-9
761,C1,660e-3,61,150,,3.378e-9
762,C0,660e-3,62,-40,,3.197e-9
762,C1,660e-3,62,150,,3.321e-9
763,C0,660e-3,63,-40,,3.305e-9
763,C1,660e-3,63,150,,3.392e-9
764,C0,660e-3,64,-40,,3.161e-9
764,C1,660e-3,64,150,,3.314e-9
765,C0,660e-3,65,-40,,3.295e-9
765,C1,660e-3,65,150,,3.414e-9
766,C0,660e-3,66,-40,,3.212e-9
766,C1,660e-3,66,150,,3.351e-9
767,C0,660e-3,67,-40,,3.454e-9
767,C1,660e-3,67,150,,3.555e-9
768,C0,660e-3,68,-40,,3.104e-9
768,C1,660e-3,68,150,,3.251e-9
769,C0,660e-3,69,-40,,3.281e-9
769,C1,660e-3,69,150,,3.391e-9
770,C0,660e-3,70,-40,,3.195e-9
770,C1,660e-3,70,150,,3.288e-9
771,C0,690e-3,1,-40,,4.285e-9
771,C1,690e-3,1,150,,4.366e-9
772,C0,690e-3,2,-40,,3.908e-9
772,C1,690e-3,2,150,,4.007e-9
773,C0,690e-3,3,-40,,4.164e-9
773,C1,690e-3,3,150,,4.289e-9
774,C0,690e-3,4,-40,,4.124e-9
774,C1,690e-3,4,150,,4.213e-9
775,C0,690e-3,5,-40,,4.336e-9
775,C1,690e-3,5,150,,4.452e-9
776,C0,690e-3,6,-40,,3.991e-9
776,C1,690e-3,6,150,,4.103e-9
777,C0,690e-3,7,-40,,4.234e-9
777,C1,690e-3,7,150,,4.3e-9
778,C0,690e-3,8,-40,,4.422e-9
778,C1,690e-3,8,150,,4.502e-9
779,C0,690e-3,9,-40,,4.142e-9
779,C1,690e-3,9,150,,4.257e-9
780,C0,690e-3,10,-40,,4.263e-9
780,C1,690e-3,10,150,,4.357e-9
781,C0,690e-3,11,-40,,4.022e-9
781,C1,690e-3,11,150,,4.158e-9
782,C0,690e-3,12,-40,,4.274e-9
782,C1,690e-3,12,150,,4.383e-9
783,C0,690e-3,13,-40,,4.125e-9
783,C1,690e-3,13,150,,4.206e-9
784,C0,690e-3,14,-40,,4.184e-9
784,C1,690e-3,14,150,,4.277e-9
785,C0,690e-3,15,-40,,3.975e-9
785,C1,690e-3,15,150,,4.099e-9
786,C0,690e-3,16,-40,,4.045e-9
786,C1,690e-3,16,150,,4.132e-9
787,C0,690e-3,17,-40,,4.228e-9
787,C1,690e-3,17,150,,4.333e-9
788,C0,690e-3,18,-40,,4.099e-9
788,C1,690e-3,18,150,,4.225e-9
789,C0,690e-3,19,-40,,4.376e-9
789,C1,690e-3,19,150,,4.469e-9
790,C0,690e-3,20,-40,,3.94e-9
790,C1,690e-3,20,150,,4.056e-9
791,C0,690e-3,21,-40,,4.184e-9
791,C1,690e-3,21,150,,4.275e-9
792,C0,690e-3,22,-40,,4.06e-9
792,C1,690e-3,22,150,,4.225e-9
793,C0,690e-3,23,-40,,4.283e-9
793,C1,690e-3,23,150,,4.38e-9
794,C0,690e-3,24,-40,,4.224e-9
794,C1,690e-3,24,150,,4.33e-9
795,C0,690e-3,25,-40,,4.011e-9
795,C1,690e-3,25,150,,4.101e-9
796,C0,690e-3,26,-40,,4.288e-9
796,C1,690e-3,26,150,,4.427e-9
797,C0,690e-3,27,-40,,4.115e-9
797,C1,690e-3,27,150,,4.216e-9
798,C0,690e-3,28,-40,,4.272e-9
798,C1,690e-3,28,150,,4.344e-9
799,C0,690e-3,29,-40,,4.071e-9
799,C1,690e-3,29,150,,4.176e-9
800,C0,690e-3,30,-40,,3.783e-9
800,C1,690e-3,30,150,,3.907e-9
801,C0,690e-3,31,-40,,4.168e-9
801,C1,690e-3,31,150,,4.261e-9
802,C0,690e-3,32,-40,,4.462e-9
802,C1,690e-3,32,150,,4.58e-9
803,C0,690e-3,33,-40,,4.189e-9
803,C1,690e-3,33,150,,4.278e-9
804,C0,690e-3,34,-40,,4.277e-9
804,C1,690e-3,34,150,,4.35e-9
805,C0,690e-3,35,-40,,4.04e-9
805,C1,690e-3,35,150,,4.149e-9
806,C0,690e-3,36,-40,,4.294e-9
806,C1,690e-3,36,150,,4.431e-9
807,C0,690e-3,37,-40,,4.089e-9
807,C1,690e-3,37,150,,4.191e-9
808,C0,690e-3,38,-40,,4.185e-9
808,C1,690e-3,38,150,,4.298e-9
809,C0,690e-3,39,-40,,3.982e-9
809,C1,690e-3,39,150,,4.077e-9
810,C0,690e-3,40,-40,,4.075e-9
810,C1,690e-3,40,150,,4.202e-9
811,C0,690e-3,41,-40,,4.259e-9
811,C1,690e-3,41,150,,4.364e-9
812,C0,690e-3,42,-40,,3.924e-9
812,C1,690e-3,42,150,,4.037e-9
813,C0,690e-3,43,-40,,4.161e-9
813,C1,690e-3,43,150,,4.246e-9
814,C0,690e-3,44,-40,,4.112e-9
814,C1,690e-3,44,150,,4.232e-9
815,C0,690e-3,45,-40,,4.385e-9
815,C1,690e-3,45,150,,4.47e-9
816,C0,690e-3,46,-40,,4.067e-9
816,C1,690e-3,46,150,,4.136e-9
817,C0,690e-3,47,-40,,4.201e-9
817,C1,690e-3,47,150,,4.302e-9
818,C0,690e-3,48,-40,,4.213e-9
818,C1,690e-3,48,150,,4.313e-9
819,C0,690e-3,49,-40,,3.985e-9
819,C1,690e-3,49,150,,4.117e-9
820,C0,690e-3,50,-40,,4.318e-9
820,C1,690e-3,50,150,,4.427e-9
821,C0,690e-3,51,-40,,4.154e-9
821,C1,690e-3,51,150,,4.235e-9
822,C0,690e-3,52,-40,,4.256e-9
822,C1,690e-3,52,150,,4.359e-9
823,C0,690e-3,53,-40,,4.089e-9
823,C1,690e-3,53,150,,4.145e-9
824,C0,690e-3,54,-40,,3.887e-9
824,C1,690e-3,54,150,,3.983e-9
825,C0,690e-3,55,-40,,4.145e-9
825,C1,690e-3,55,150,,4.265e-9
826,C0,690e-3,56,-40,,4.045e-9
826,C1,690e-3,56,150,,4.152e-9
827,C0,690e-3,57,-40,,4.2e-9
827,C1,690e-3,57,150,,4.335e-9
828,C0,690e-3,58,-40,,4.165e-9
828,C1,690e-3,58,150,,4.249e-9
829,C0,690e-3,59,-40,,4.379e-9
829,C1,690e-3,59,150,,4.492e-9
830,C0,690e-3,60,-40,,3.979e-9
830,C1,690e-3,60,150,,4.079e-9
831,C0,690e-3,61,-40,,4.163e-9
831,C1,690e-3,61,150,,4.285e-9
832,C0,690e-3,62,-40,,4.09e-9
832,C1,690e-3,62,150,,4.2e-9
833,C0,690e-3,63,-40,,4.271e-9
833,C1,690e-3,63,150,,4.336e-9
834,C0,690e-3,64,-40,,4.036e-9
834,C1,690e-3,64,150,,4.177e-9
835,C0,690e-3,65,-40,,4.236e-9
835,C1,690e-3,65,150,,4.337e-9
836,C0,690e-3,66,-40,,4.123e-9
836,C1,690e-3,66,150,,4.248e-9
837,C0,690e-3,67,-40,,4.46e-9
837,C1,690e-3,67,150,,4.542e-9
838,C0,690e-3,68,-40,,3.962e-9
838,C1,690e-3,68,150,,4.096e-9
839,C0,690e-3,69,-40,,4.203e-9
839,C1,690e-3,69,150,,4.299e-9
840,C0,690e-3,70,-40,,4.094e-9
840,C1,690e-3,70,150,,4.17e-9
841,C0,720e-3,1,-40,,5.238e-9
841,C1,720e-3,1,150,,5.302e-9
842,C0,720e-3,2,-40,,4.748e-9
842,C1,720e-3,2,150,,4.831e-9
843,C0,720e-3,3,-40,,5.082e-9
843,C1,720e-3,3,150,,5.194e-9
844,C0,720e-3,4,-40,,5.034e-9
844,C1,720e-3,4,150,,5.105e-9
845,C0,720e-3,5,-40,,5.312e-9
845,C1,720e-3,5,150,,5.412e-9
846,C0,720e-3,6,-40,,4.869e-9
846,C1,720e-3,6,150,,4.965e-9
847,C0,720e-3,7,-40,,5.17e-9
847,C1,720e-3,7,150,,5.219e-9
848,C0,720e-3,8,-40,,5.43e-9
848,C1,720e-3,8,150,,5.491e-9
849,C0,720e-3,9,-40,,5.055e-9
849,C1,720e-3,9,150,,5.155e-9
850,C0,720e-3,10,-40,,5.204e-9
850,C1,720e-3,10,150,,5.283e-9
851,C0,720e-3,11,-40,,4.906e-9
851,C1,720e-3,11,150,,5.027e-9
852,C0,720e-3,12,-40,,5.241e-9
852,C1,720e-3,12,150,,5.33e-9
853,C0,720e-3,13,-40,,5.026e-9
853,C1,720e-3,13,150,,5.091e-9
854,C0,720e-3,14,-40,,5.115e-9
854,C1,720e-3,14,150,,5.19e-9
855,C0,720e-3,15,-40,,4.834e-9
855,C1,720e-3,15,150,,4.945e-9
856,C0,720e-3,16,-40,,4.926e-9
856,C1,720e-3,16,150,,4.995e-9
857,C0,720e-3,17,-40,,5.166e-9
857,C1,720e-3,17,150,,5.255e-9
858,C0,720e-3,18,-40,,5.012e-9
858,C1,720e-3,18,150,,5.124e-9
859,C0,720e-3,19,-40,,5.365e-9
859,C1,720e-3,19,150,,5.439e-9
860,C0,720e-3,20,-40,,4.788e-9
860,C1,720e-3,20,150,,4.891e-9
861,C0,720e-3,21,-40,,5.11e-9
861,C1,720e-3,21,150,,5.181e-9
862,C0,720e-3,22,-40,,4.958e-9
862,C1,720e-3,22,150,,5.109e-9
863,C0,720e-3,23,-40,,5.241e-9
863,C1,720e-3,23,150,,5.321e-9
864,C0,720e-3,24,-40,,5.15e-9
864,C1,720e-3,24,150,,5.246e-9
865,C0,720e-3,25,-40,,4.88e-9
865,C1,720e-3,25,150,,4.954e-9
866,C0,720e-3,26,-40,,5.259e-9
866,C1,720e-3,26,150,,5.383e-9
867,C0,720e-3,27,-40,,5.019e-9
867,C1,720e-3,27,150,,5.103e-9
868,C0,720e-3,28,-40,,5.222e-9
868,C1,720e-3,28,150,,5.275e-9
869,C0,720e-3,29,-40,,4.957e-9
869,C1,720e-3,29,150,,5.047e-9
870,C0,720e-3,30,-40,,4.592e-9
870,C1,720e-3,30,150,,4.702e-9
871,C0,720e-3,31,-40,,5.086e-9
871,C1,720e-3,31,150,,5.161e-9
872,C0,720e-3,32,-40,,5.484e-9
872,C1,720e-3,32,150,,5.584e-9
873,C0,720e-3,33,-40,,5.101e-9
873,C1,720e-3,33,150,,5.177e-9
874,C0,720e-3,34,-40,,5.223e-9
874,C1,720e-3,34,150,,5.277e-9
875,C0,720e-3,35,-40,,4.928e-9
875,C1,720e-3,35,150,,5.02e-9
876,C0,720e-3,36,-40,,5.257e-9
876,C1,720e-3,36,150,,5.38e-9
877,C0,720e-3,37,-40,,4.993e-9
877,C1,720e-3,37,150,,5.077e-9
878,C0,720e-3,38,-40,,5.116e-9
878,C1,720e-3,38,150,,5.212e-9
879,C0,720e-3,39,-40,,4.85e-9
879,C1,720e-3,39,150,,4.928e-9
880,C0,720e-3,40,-40,,4.966e-9
880,C1,720e-3,40,150,,5.079e-9
881,C0,720e-3,41,-40,,5.216e-9
881,C1,720e-3,41,150,,5.304e-9
882,C0,720e-3,42,-40,,4.77e-9
882,C1,720e-3,42,150,,4.868e-9
883,C0,720e-3,43,-40,,5.088e-9
883,C1,720e-3,43,150,,5.157e-9
884,C0,720e-3,44,-40,,5.022e-9
884,C1,720e-3,44,150,,5.125e-9
885,C0,720e-3,45,-40,,5.365e-9
885,C1,720e-3,45,150,,5.434e-9
886,C0,720e-3,46,-40,,4.944e-9
886,C1,720e-3,46,150,,4.997e-9
887,C0,720e-3,47,-40,,5.141e-9
887,C1,720e-3,47,150,,5.224e-9
888,C0,720e-3,48,-40,,5.146e-9
888,C1,720e-3,48,150,,5.231e-9
889,C0,720e-3,49,-40,,4.858e-9
889,C1,720e-3,49,150,,4.976e-9
890,C0,720e-3,50,-40,,5.292e-9
890,C1,720e-3,50,150,,5.384e-9
891,C0,720e-3,51,-40,,5.057e-9
891,C1,720e-3,51,150,,5.122e-9
892,C0,720e-3,52,-40,,5.206e-9
892,C1,720e-3,52,150,,5.293e-9
893,C0,720e-3,53,-40,,4.984e-9
893,C1,720e-3,53,150,,5.021e-9
894,C0,720e-3,54,-40,,4.714e-9
894,C1,720e-3,54,150,,4.796e-9
895,C0,720e-3,55,-40,,5.066e-9
895,C1,720e-3,55,150,,5.17e-9
896,C0,720e-3,56,-40,,4.926e-9
896,C1,720e-3,56,150,,5.018e-9
897,C0,720e-3,57,-40,,5.143e-9
897,C1,720e-3,57,150,,5.263e-9
898,C0,720e-3,58,-40,,5.076e-9
898,C1,720e-3,58,150,,5.144e-9
899,C0,720e-3,59,-40,,5.376e-9
899,C1,720e-3,59,150,,5.471e-9
900,C0,720e-3,60,-40,,4.832e-9
900,C1,720e-3,60,150,,4.92e-9
901,C0,720e-3,61,-40,,5.09e-9
901,C1,720e-3,61,150,,5.198e-9
902,C0,720e-3,62,-40,,4.989e-9
902,C1,720e-3,62,150,,5.083e-9
903,C0,720e-3,63,-40,,5.241e-9
903,C1,720e-3,63,150,,5.282e-9
904,C0,720e-3,64,-40,,4.917e-9
904,C1,720e-3,64,150,,5.044e-9
905,C0,720e-3,65,-40,,5.182e-9
905,C1,720e-3,65,150,,5.267e-9
906,C0,720e-3,66,-40,,5.041e-9
906,C1,720e-3,66,150,,5.15e-9
907,C0,720e-3,67,-40,,5.473e-9
907,C1,720e-3,67,150,,5.535e-9
908,C0,720e-3,68,-40,,4.825e-9
908,C1,720e-3,68,150,,4.946e-9
909,C0,720e-3,69,-40,,5.131e-9
909,C1,720e-3,69,150,,5.21e-9
910,C0,720e-3,70,-40,,4.999e-9
910,C1,720e-3,70,150,,5.057e-9
911,C0,750e-3,1,-40,,6.197e-9
911,C1,750e-3,1,150,,6.244e-9
912,C0,750e-3,2,-40,,5.591e-9
912,C1,750e-3,2,150,,5.659e-9
913,C0,750e-3,3,-40,,6.007e-9
913,C1,750e-3,3,150,,6.102e-9
914,C0,750e-3,4,-40,,5.948e-9
914,C1,750e-3,4,150,,6.002e-9
915,C0,750e-3,5,-40,,6.295e-9
915,C1,750e-3,5,150,,6.378e-9
916,C0,750e-3,6,-40,,5.753e-9
916,C1,750e-3,6,150,,5.832e-9
917,C0,750e-3,7,-40,,6.112e-9
917,C1,750e-3,7,150,,6.141e-9
918,C0,750e-3,8,-40,,6.446e-9
918,C1,750e-3,8,150,,6.485e-9
919,C0,750e-3,9,-40,,5.975e-9
919,C1,750e-3,9,150,,6.057e-9
920,C0,750e-3,10,-40,,6.151e-9
920,C1,750e-3,10,150,,6.214e-9
921,C0,750e-3,11,-40,,5.793e-9
921,C1,750e-3,11,150,,5.901e-9
922,C0,750e-3,12,-40,,6.215e-9
922,C1,750e-3,12,150,,6.284e-9
923,C0,750e-3,13,-40,,5.933e-9
923,C1,750e-3,13,150,,5.979e-9
924,C0,750e-3,14,-40,,6.049e-9
924,C1,750e-3,14,150,,6.111e-9
925,C0,750e-3,15,-40,,5.698e-9
925,C1,750e-3,15,150,,5.794e-9
926,C0,750e-3,16,-40,,5.812e-9
926,C1,750e-3,16,150,,5.865e-9
927,C0,750e-3,17,-40,,6.11e-9
927,C1,750e-3,17,150,,6.185e-9
928,C0,750e-3,18,-40,,5.931e-9
928,C1,750e-3,18,150,,6.023e-9
929,C0,750e-3,19,-40,,6.359e-9
929,C1,750e-3,19,150,,6.417e-9
930,C0,750e-3,20,-40,,5.641e-9
930,C1,750e-3,20,150,,5.727e-9
931,C0,750e-3,21,-40,,6.041e-9
931,C1,750e-3,21,150,,6.096e-9
932,C0,750e-3,22,-40,,5.861e-9
932,C1,750e-3,22,150,,5.999e-9
933,C0,750e-3,23,-40,,6.204e-9
933,C1,750e-3,23,150,,6.269e-9
934,C0,750e-3,24,-40,,6.085e-9
934,C1,750e-3,24,150,,6.162e-9
935,C0,750e-3,25,-40,,5.751e-9
935,C1,750e-3,25,150,,5.807e-9
936,C0,750e-3,26,-40,,6.236e-9
936,C1,750e-3,26,150,,6.345e-9
937,C0,750e-3,27,-40,,5.926e-9
937,C1,750e-3,27,150,,5.994e-9
938,C0,750e-3,28,-40,,6.178e-9
938,C1,750e-3,28,150,,6.212e-9
939,C0,750e-3,29,-40,,5.849e-9
939,C1,750e-3,29,150,,5.923e-9
940,C0,750e-3,30,-40,,5.404e-9
940,C1,750e-3,30,150,,5.501e-9
941,C0,750e-3,31,-40,,6.01e-9
941,C1,750e-3,31,150,,6.068e-9
942,C0,750e-3,32,-40,,6.512e-9
942,C1,750e-3,32,150,,6.595e-9
943,C0,750e-3,33,-40,,6.02e-9
943,C1,750e-3,33,150,,6.081e-9
944,C0,750e-3,34,-40,,6.175e-9
944,C1,750e-3,34,150,,6.211e-9
945,C0,750e-3,35,-40,,5.819e-9
945,C1,750e-3,35,150,,5.896e-9
946,C0,750e-3,36,-40,,6.228e-9
946,C1,750e-3,36,150,,6.336e-9
947,C0,750e-3,37,-40,,5.899e-9
947,C1,750e-3,37,150,,5.973e-9
948,C0,750e-3,38,-40,,6.05e-9
948,C1,750e-3,38,150,,6.129e-9
949,C0,750e-3,39,-40,,5.721e-9
949,C1,750e-3,39,150,,5.782e-9
950,C0,750e-3,40,-40,,5.866e-9
950,C1,750e-3,40,150,,5.963e-9
951,C0,750e-3,41,-40,,6.179e-9
951,C1,750e-3,41,150,,6.249e-9
952,C0,750e-3,42,-40,,5.62e-9
952,C1,750e-3,42,150,,5.702e-9
953,C0,750e-3,43,-40,,6.022e-9
953,C1,750e-3,43,150,,6.069e-9
954,C0,750e-3,44,-40,,5.937e-9
954,C1,750e-3,44,150,,6.024e-9
955,C0,750e-3,45,-40,,6.351e-9
955,C1,750e-3,45,150,,6.404e-9
956,C0,750e-3,46,-40,,5.824e-9
956,C1,750e-3,46,150,,5.86e-9
957,C0,750e-3,47,-40,,6.086e-9
957,C1,750e-3,47,150,,6.153e-9
958,C0,750e-3,48,-40,,6.085e-9
958,C1,750e-3,48,150,,6.154e-9
959,C0,750e-3,49,-40,,5.735e-9
959,C1,750e-3,49,150,,5.836e-9
960,C0,750e-3,50,-40,,6.272e-9
960,C1,750e-3,50,150,,6.344e-9
961,C0,750e-3,51,-40,,5.965e-9
961,C1,750e-3,51,150,,6.016e-9
962,C0,750e-3,52,-40,,6.163e-9
