Point,Corner,i,mc_iteration,Pass/Fail,FREQ,/OUT,"(1 * average(IT(""/R0/PLUS"")))"
1.48E+03,monte carlo,9.34E-07,77,,1.59E+08,,6.13E-06
1.48E+03,monte carlo,9.34E-07,78,,1.53E+08,,6.85E-06
1.48E+03,monte carlo,9.34E-07,79,,1.65E+08,,5.64E-06
1.48E+03,monte carlo,9.34E-07,80,,1.54E+08,,6.03E-06
1.48E+03,monte carlo,9.34E-07,81,,1.69E+08,,5.39E-06
1.48E+03,monte carlo,9.34E-07,82,,1.68E+08,,5.64E-06
1.48E+03,monte carlo,9.34E-07,83,,1.55E+08,,7.23E-06
1.48E+03,monte carlo,9.34E-07,84,,1.54E+08,,6.27E-06
1.49E+03,monte carlo,9.34E-07,85,,1.52E+08,,6.42E-06
1.49E+03,monte carlo,9.34E-07,86,,1.54E+08,,6.29E-06
1.49E+03,monte carlo,9.34E-07,87,,1.67E+08,,5.64E-06
1.49E+03,monte carlo,9.34E-07,88,,1.52E+08,,6.26E-06
1.49E+03,monte carlo,9.34E-07,89,,1.53E+08,,6.31E-06
1.49E+03,monte carlo,9.34E-07,90,,1.54E+08,,6.34E-06
1.49E+03,monte carlo,9.34E-07,91,,1.68E+08,,5.66E-06
1.49E+03,monte carlo,9.34E-07,92,,1.54E+08,,6.18E-06
1.49E+03,monte carlo,9.34E-07,93,,1.52E+08,,7.56E-06
1.49E+03,monte carlo,9.34E-07,94,,1.67E+08,,5.62E-06
1.50E+03,monte carlo,9.34E-07,95,,1.53E+08,,5.81E-06
1.50E+03,monte carlo,9.34E-07,96,,1.62E+08,,5.86E-06
1.50E+03,monte carlo,9.34E-07,97,,1.47E+08,,6.63E-06
1.50E+03,monte carlo,9.34E-07,98,,1.62E+08,,6.29E-06
1.50E+03,monte carlo,9.34E-07,99,,1.66E+08,,5.09E-06
1.50E+03,monte carlo,9.34E-07,100,,1.58E+08,,5.97E-06
1.50E+03,monte carlo,9.34E-07,101,,1.59E+08,,5.69E-06
1.50E+03,monte carlo,9.34E-07,102,,1.59E+08,,6.25E-06
1.50E+03,monte carlo,9.34E-07,103,,1.58E+08,,6.45E-06
1.50E+03,monte carlo,9.34E-07,104,,1.59E+08,,5.89E-06
1.51E+03,monte carlo,9.34E-07,105,,1.62E+08,,5.66E-06
1.51E+03,monte carlo,9.34E-07,106,,1.61E+08,,6.21E-06
1.51E+03,monte carlo,9.34E-07,107,,1.63E+08,,6.28E-06
1.51E+03,monte carlo,9.34E-07,108,,1.63E+08,,5.74E-06
1.51E+03,monte carlo,9.34E-07,109,,1.50E+08,,6.43E-06
1.51E+03,monte carlo,9.34E-07,110,,1.65E+08,,6.52E-06
1.51E+03,monte carlo,9.34E-07,111,,1.49E+08,,7.40E-06
1.51E+03,monte carlo,9.34E-07,112,,1.61E+08,,6.43E-06
1.51E+03,monte carlo,9.34E-07,113,,1.60E+08,,5.66E-06
1.51E+03,monte carlo,9.34E-07,114,,1.50E+08,,7.26E-06
1.52E+03,monte carlo,9.34E-07,115,,1.54E+08,,6.68E-06
1.52E+03,monte carlo,9.34E-07,116,,1.64E+08,,5.48E-06
1.52E+03,monte carlo,9.34E-07,117,,1.47E+08,,6.90E-06
1.52E+03,monte carlo,9.34E-07,118,,1.56E+08,,6.71E-06
1.52E+03,monte carlo,9.34E-07,119,,1.56E+08,,5.48E-06
1.52E+03,monte carlo,9.34E-07,120,,1.65E+08,,5.25E-06
1.52E+03,monte carlo,9.34E-07,121,,1.65E+08,,6.08E-06
1.52E+03,monte carlo,9.34E-07,122,,1.57E+08,,6.62E-06
1.52E+03,monte carlo,9.34E-07,123,,1.58E+08,,6.37E-06
1.52E+03,monte carlo,9.34E-07,124,,1.61E+08,,6.50E-06
1.53E+03,monte carlo,9.34E-07,125,,1.60E+08,,5.44E-06
1.53E+03,monte carlo,9.34E-07,126,,1.52E+08,,6.79E-06
1.53E+03,monte carlo,9.34E-07,127,,1.53E+08,,6.55E-06
1.53E+03,monte carlo,9.34E-07,128,,1.60E+08,,6.32E-06
1.53E+03,monte carlo,9.34E-07,129,,1.59E+08,,5.49E-06
1.53E+03,monte carlo,9.34E-07,130,,1.61E+08,,5.30E-06
1.53E+03,monte carlo,9.34E-07,131,,1.60E+08,,6.42E-06
1.53E+03,monte carlo,9.34E-07,132,,1.49E+08,,7.13E-06
1.53E+03,monte carlo,9.34E-07,133,,1.63E+08,,6.19E-06
1.53E+03,monte carlo,9.34E-07,134,,1.48E+08,,7.01E-06
1.54E+03,monte carlo,9.34E-07,135,,1.62E+08,,5.47E-06
1.54E+03,monte carlo,9.34E-07,136,,1.47E+08,,7.59E-06
1.54E+03,monte carlo,9.34E-07,137,,1.63E+08,,6.20E-06
1.54E+03,monte carlo,9.34E-07,138,,1.49E+08,,6.81E-06
1.54E+03,monte carlo,9.34E-07,139,,1.62E+08,,5.58E-06
1.54E+03,monte carlo,9.34E-07,140,,1.61E+08,,6.49E-06
1.54E+03,monte carlo,9.34E-07,141,,1.61E+08,,6.51E-06
1.54E+03,monte carlo,9.34E-07,142,,1.60E+08,,5.38E-06
1.54E+03,monte carlo,9.34E-07,143,,1.60E+08,,6.39E-06
1.54E+03,monte carlo,9.34E-07,144,,1.57E+08,,6.12E-06
1.55E+03,monte carlo,9.34E-07,145,,1.56E+08,,6.50E-06
1.55E+03,monte carlo,9.34E-07,146,,1.67E+08,,5.71E-06
1.55E+03,monte carlo,9.34E-07,147,,1.65E+08,,5.58E-06
1.55E+03,monte carlo,9.34E-07,148,,1.54E+08,,6.69E-06
1.55E+03,monte carlo,9.34E-07,149,,1.51E+08,,6.98E-06
1.55E+03,monte carlo,9.34E-07,150,,1.61E+08,,5.91E-06
1.55E+03,monte carlo,9.34E-07,151,,1.60E+08,,6.05E-06
1.55E+03,monte carlo,9.34E-07,152,,1.53E+08,,7.39E-06
1.55E+03,monte carlo,9.34E-07,153,,1.68E+08,,5.15E-06
1.55E+03,monte carlo,9.34E-07,154,,1.59E+08,,6.03E-06
1.56E+03,monte carlo,9.34E-07,155,,1.58E+08,,6.18E-06
1.56E+03,monte carlo,9.34E-07,156,,1.56E+08,,6.34E-06
1.56E+03,monte carlo,9.34E-07,157,,1.54E+08,,6.79E-06
1.56E+03,monte carlo,9.34E-07,158,,1.63E+08,,6.04E-06
1.56E+03,monte carlo,9.34E-07,159,,1.62E+08,,5.69E-06
1.56E+03,monte carlo,9.34E-07,160,,1.57E+08,,6.02E-06
1.56E+03,monte carlo,9.34E-07,161,,1.58E+08,,5.83E-06
1.56E+03,monte carlo,9.34E-07,162,,1.64E+08,,5.86E-06
1.56E+03,monte carlo,9.34E-07,163,,1.51E+08,,6.46E-06
1.56E+03,monte carlo,9.34E-07,164,,1.64E+08,,5.71E-06
1.57E+03,monte carlo,9.34E-07,165,,1.52E+08,,7.13E-06
1.57E+03,monte carlo,9.34E-07,166,,1.58E+08,,6.00E-06
1.57E+03,monte carlo,9.34E-07,167,,1.57E+08,,7.25E-06
1.57E+03,monte carlo,9.34E-07,168,,1.64E+08,,5.83E-06
1.57E+03,monte carlo,9.34E-07,169,,1.50E+08,,5.97E-06
1.57E+03,monte carlo,9.34E-07,170,,1.58E+08,,6.02E-06
1.57E+03,monte carlo,9.34E-07,171,,1.57E+08,,5.75E-06
1.57E+03,monte carlo,9.34E-07,172,,1.58E+08,,6.22E-06
1.57E+03,monte carlo,9.34E-07,173,,1.59E+08,,6.10E-06
1.57E+03,monte carlo,9.34E-07,174,,1.65E+08,,5.90E-06
1.58E+03,monte carlo,9.34E-07,175,,1.50E+08,,6.70E-06
1.58E+03,monte carlo,9.34E-07,176,,1.68E+08,,5.12E-06
1.58E+03,monte carlo,9.34E-07,177,,1.56E+08,,6.33E-06
1.58E+03,monte carlo,9.34E-07,178,,1.56E+08,,6.89E-06
1.58E+03,monte carlo,9.34E-07,179,,1.55E+08,,5.97E-06
1.58E+03,monte carlo,9.34E-07,180,,1.56E+08,,6.89E-06
1.58E+03,monte carlo,9.34E-07,181,,1.70E+08,,5.47E-06
1.58E+03,monte carlo,9.34E-07,182,,1.53E+08,,6.77E-06
1.58E+03,monte carlo,9.34E-07,183,,1.56E+08,,6.21E-06
1.58E+03,monte carlo,9.34E-07,184,,1.55E+08,,7.04E-06
1.59E+03,monte carlo,9.34E-07,185,,1.67E+08,,5.61E-06
1.59E+03,monte carlo,9.34E-07,186,,1.48E+08,,7.38E-06
1.59E+03,monte carlo,9.34E-07,187,,1.54E+08,,6.23E-06
1.59E+03,monte carlo,9.34E-07,188,,1.68E+08,,5.89E-06
1.59E+03,monte carlo,9.34E-07,189,,1.54E+08,,6.42E-06
1.59E+03,monte carlo,9.34E-07,190,,1.54E+08,,7.27E-06
1.59E+03,monte carlo,9.34E-07,191,,1.51E+08,,5.98E-06
1.59E+03,monte carlo,9.34E-07,192,,1.56E+08,,5.36E-06
1.59E+03,monte carlo,9.34E-07,193,,1.57E+08,,6.44E-06
1.59E+03,monte carlo,9.34E-07,194,,1.58E+08,,6.29E-06
1.60E+03,monte carlo,9.34E-07,195,,1.56E+08,,6.89E-06
1.60E+03,monte carlo,9.34E-07,196,,1.54E+08,,6.51E-06
1.60E+03,monte carlo,9.34E-07,197,,1.66E+08,,5.25E-06
1.60E+03,monte carlo,9.34E-07,198,,1.71E+08,,6.14E-06
1.60E+03,monte carlo,9.34E-07,199,,1.53E+08,,6.63E-06
1.60E+03,monte carlo,9.34E-07,200,,1.53E+08,,6.78E-06
1.60E+03,monte carlo,1.06E-06,1,,1.89E+08,,6.57E-06
1.60E+03,monte carlo,1.06E-06,2,,1.81E+08,,6.53E-06
1.60E+03,monte carlo,1.06E-06,3,,1.81E+08,,7.54E-06
1.60E+03,monte carlo,1.06E-06,4,,1.81E+08,,6.43E-06
1.61E+03,monte carlo,1.06E-06,5,,1.81E+08,,7.34E-06
1.61E+03,monte carlo,1.06E-06,6,,1.71E+08,,7.14E-06
1.61E+03,monte carlo,1.06E-06,7,,1.88E+08,,5.61E-06
1.61E+03,monte carlo,1.06E-06,8,,1.81E+08,,6.34E-06
1.61E+03,monte carlo,1.06E-06,9,,1.81E+08,,7.15E-06
1.61E+03,monte carlo,1.06E-06,10,,1.90E+08,,6.67E-06
1.61E+03,monte carlo,1.06E-06,11,,1.70E+08,,7.53E-06
1.61E+03,monte carlo,1.06E-06,12,,1.73E+08,,6.96E-06
1.61E+03,monte carlo,1.06E-06,13,,1.90E+08,,6.57E-06
1.61E+03,monte carlo,1.06E-06,14,,1.81E+08,,6.38E-06
1.62E+03,monte carlo,1.06E-06,15,,1.82E+08,,7.55E-06
1.62E+03,monte carlo,1.06E-06,16,,1.85E+08,,6.47E-06
1.62E+03,monte carlo,1.06E-06,17,,1.84E+08,,6.84E-06
1.62E+03,monte carlo,1.06E-06,18,,1.66E+08,,7.30E-06
1.62E+03,monte carlo,1.06E-06,19,,1.84E+08,,6.67E-06
1.62E+03,monte carlo,1.06E-06,20,,1.84E+08,,6.47E-06
1.62E+03,monte carlo,1.06E-06,21,,1.84E+08,,6.37E-06
1.62E+03,monte carlo,1.06E-06,22,,1.63E+08,,9.66E-06
1.62E+03,monte carlo,1.06E-06,23,,1.84E+08,,6.68E-06
1.62E+03,monte carlo,1.06E-06,24,,1.91E+08,,7.28E-06
1.63E+03,monte carlo,1.06E-06,25,,1.85E+08,,6.22E-06
1.63E+03,monte carlo,1.06E-06,26,,1.71E+08,,8.36E-06
1.63E+03,monte carlo,1.06E-06,27,,1.85E+08,,6.40E-06
1.63E+03,monte carlo,1.06E-06,28,,1.87E+08,,6.12E-06
1.63E+03,monte carlo,1.06E-06,29,,1.86E+08,,6.62E-06
1.63E+03,monte carlo,1.06E-06,30,,1.70E+08,,6.99E-06
1.63E+03,monte carlo,1.06E-06,31,,1.85E+08,,6.56E-06
1.63E+03,monte carlo,1.06E-06,32,,1.75E+08,,7.31E-06
1.63E+03,monte carlo,1.06E-06,33,,1.93E+08,,6.75E-06
1.63E+03,monte carlo,1.06E-06,34,,1.91E+08,,6.35E-06
1.64E+03,monte carlo,1.06E-06,35,,1.75E+08,,6.72E-06
1.64E+03,monte carlo,1.06E-06,36,,1.76E+08,,8.20E-06
1.64E+03,monte carlo,1.06E-06,37,,1.79E+08,,6.29E-06
1.64E+03,monte carlo,1.06E-06,38,,1.79E+08,,6.94E-06
1.64E+03,monte carlo,1.06E-06,39,,1.79E+08,,6.60E-06
1.64E+03,monte carlo,1.06E-06,40,,1.78E+08,,7.53E-06
1.64E+03,monte carlo,1.06E-06,41,,1.80E+08,,7.11E-06
1.64E+03,monte carlo,1.06E-06,42,,1.79E+08,,6.84E-06
1.64E+03,monte carlo,1.06E-06,43,,1.77E+08,,6.53E-06
1.64E+03,monte carlo,1.06E-06,44,,1.75E+08,,7.08E-06
1.65E+03,monte carlo,1.06E-06,45,,1.91E+08,,6.62E-06
1.65E+03,monte carlo,1.06E-06,46,,1.90E+08,,6.00E-06
1.65E+03,monte carlo,1.06E-06,47,,1.75E+08,,6.69E-06
1.65E+03,monte carlo,1.06E-06,48,,1.86E+08,,6.91E-06
1.65E+03,monte carlo,1.06E-06,49,,1.71E+08,,7.76E-06
1.65E+03,monte carlo,1.06E-06,50,,1.79E+08,,7.01E-06
1.65E+03,monte carlo,1.06E-06,51,,1.93E+08,,6.02E-06
1.65E+03,monte carlo,1.06E-06,52,,1.83E+08,,7.04E-06
1.65E+03,monte carlo,1.06E-06,53,,1.83E+08,,5.73E-06
1.65E+03,monte carlo,1.06E-06,54,,1.88E+08,,6.07E-06
1.66E+03,monte carlo,1.06E-06,55,,1.76E+08,,7.49E-06
1.66E+03,monte carlo,1.06E-06,56,,1.84E+08,,6.98E-06
1.66E+03,monte carlo,1.06E-06,57,,1.66E+08,,7.91E-06
1.66E+03,monte carlo,1.06E-06,58,,1.90E+08,,6.12E-06
1.66E+03,monte carlo,1.06E-06,59,,1.77E+08,,7.19E-06
1.66E+03,monte carlo,1.06E-06,60,,1.88E+08,,6.96E-06
1.66E+03,monte carlo,1.06E-06,61,,1.73E+08,,7.47E-06
1.66E+03,monte carlo,1.06E-06,62,,1.81E+08,,7.00E-06
1.66E+03,monte carlo,1.06E-06,63,,1.74E+08,,6.19E-06
1.66E+03,monte carlo,1.06E-06,64,,1.76E+08,,7.70E-06
1.67E+03,monte carlo,1.06E-06,65,,1.81E+08,,6.94E-06
1.67E+03,monte carlo,1.06E-06,66,,1.74E+08,,7.64E-06
1.67E+03,monte carlo,1.06E-06,67,,1.87E+08,,6.32E-06
1.67E+03,monte carlo,1.06E-06,68,,1.74E+08,,8.05E-06
1.67E+03,monte carlo,1.06E-06,69,,1.87E+08,,6.37E-06
1.67E+03,monte carlo,1.06E-06,70,,1.79E+08,,5.95E-06
1.67E+03,monte carlo,1.06E-06,71,,1.80E+08,,6.86E-06
1.67E+03,monte carlo,1.06E-06,72,,1.76E+08,,7.55E-06
1.67E+03,monte carlo,1.06E-06,73,,1.90E+08,,6.43E-06
1.67E+03,monte carlo,1.06E-06,74,,1.85E+08,,6.54E-06
1.68E+03,monte carlo,1.06E-06,75,,1.82E+08,,6.72E-06
1.68E+03,monte carlo,1.06E-06,76,,1.85E+08,,6.90E-06
1.68E+03,monte carlo,1.06E-06,77,,1.82E+08,,6.74E-06
1.68E+03,monte carlo,1.06E-06,78,,1.76E+08,,7.46E-06
1.68E+03,monte carlo,1.06E-06,79,,1.89E+08,,6.24E-06
1.68E+03,monte carlo,1.06E-06,80,,1.77E+08,,6.62E-06
1.68E+03,monte carlo,1.06E-06,81,,1.93E+08,,6.00E-06
1.68E+03,monte carlo,1.06E-06,82,,1.92E+08,,6.25E-06
1.68E+03,monte carlo,1.06E-06,83,,1.78E+08,,7.85E-06
1.68E+03,monte carlo,1.06E-06,84,,1.76E+08,,6.87E-06
1.69E+03,monte carlo,1.06E-06,85,,1.75E+08,,7.01E-06
1.69E+03,monte carlo,1.06E-06,86,,1.77E+08,,6.89E-06
1.69E+03,monte carlo,1.06E-06,87,,1.91E+08,,6.25E-06
1.69E+03,monte carlo,1.06E-06,88,,1.74E+08,,6.85E-06
1.69E+03,monte carlo,1.06E-06,89,,1.76E+08,,6.90E-06
1.69E+03,monte carlo,1.06E-06,90,,1.77E+08,,6.94E-06
1.69E+03,monte carlo,1.06E-06,91,,1.92E+08,,6.27E-06
1.69E+03,monte carlo,1.06E-06,92,,1.77E+08,,6.78E-06
1.69E+03,monte carlo,1.06E-06,93,,1.75E+08,,8.17E-06
1.69E+03,monte carlo,1.06E-06,94,,1.91E+08,,6.23E-06
1.70E+03,monte carlo,1.06E-06,95,,1.76E+08,,6.39E-06
1.70E+03,monte carlo,1.06E-06,96,,1.85E+08,,6.47E-06
1.70E+03,monte carlo,1.06E-06,97,,1.69E+08,,7.22E-06
1.70E+03,monte carlo,1.06E-06,98,,1.85E+08,,6.90E-06
1.70E+03,monte carlo,1.06E-06,99,,1.88E+08,,5.67E-06
1.70E+03,monte carlo,1.06E-06,100,,1.81E+08,,6.57E-06
1.70E+03,monte carlo,1.06E-06,101,,1.82E+08,,6.28E-06
1.70E+03,monte carlo,1.06E-06,102,,1.82E+08,,6.86E-06
1.70E+03,monte carlo,1.06E-06,103,,1.82E+08,,7.06E-06
1.70E+03,monte carlo,1.06E-06,104,,1.83E+08,,6.48E-06
1.71E+03,monte carlo,1.06E-06,105,,1.85E+08,,6.26E-06
1.71E+03,monte carlo,1.06E-06,106,,1.84E+08,,6.82E-06
1.71E+03,monte carlo,1.06E-06,107,,1.86E+08,,6.90E-06
1.71E+03,monte carlo,1.06E-06,108,,1.87E+08,,6.35E-06
1.71E+03,monte carlo,1.06E-06,109,,1.72E+08,,7.03E-06
1.71E+03,monte carlo,1.06E-06,110,,1.89E+08,,7.14E-06
1.71E+03,monte carlo,1.06E-06,111,,1.71E+08,,8.02E-06
1.71E+03,monte carlo,1.06E-06,112,,1.84E+08,,7.05E-06
1.71E+03,monte carlo,1.06E-06,113,,1.83E+08,,6.25E-06
1.71E+03,monte carlo,1.06E-06,114,,1.72E+08,,7.86E-06
1.72E+03,monte carlo,1.06E-06,115,,1.77E+08,,7.29E-06
1.72E+03,monte carlo,1.06E-06,116,,1.87E+08,,6.08E-06
1.72E+03,monte carlo,1.06E-06,117,,1.69E+08,,7.49E-06
1.72E+03,monte carlo,1.06E-06,118,,1.79E+08,,7.33E-06
1.72E+03,monte carlo,1.06E-06,119,,1.79E+08,,6.05E-06
1.72E+03,monte carlo,1.06E-06,120,,1.88E+08,,5.84E-06
1.72E+03,monte carlo,1.06E-06,121,,1.89E+08,,6.69E-06
1.72E+03,monte carlo,1.06E-06,122,,1.80E+08,,7.23E-06
1.72E+03,monte carlo,1.06E-06,123,,1.81E+08,,6.99E-06
1.72E+03,monte carlo,1.06E-06,124,,1.85E+08,,7.11E-06
1.73E+03,monte carlo,1.06E-06,125,,1.83E+08,,6.03E-06
1.73E+03,monte carlo,1.06E-06,126,,1.75E+08,,7.40E-06
1.73E+03,monte carlo,1.06E-06,127,,1.76E+08,,7.15E-06
1.73E+03,monte carlo,1.06E-06,128,,1.83E+08,,6.93E-06
1.73E+03,monte carlo,1.06E-06,129,,1.82E+08,,6.07E-06
1.73E+03,monte carlo,1.06E-06,130,,1.83E+08,,5.88E-06
1.73E+03,monte carlo,1.06E-06,131,,1.83E+08,,7.03E-06
1.73E+03,monte carlo,1.06E-06,132,,1.71E+08,,7.74E-06
1.73E+03,monte carlo,1.06E-06,133,,1.86E+08,,6.80E-06
1.73E+03,monte carlo,1.06E-06,134,,1.70E+08,,7.61E-06
1.74E+03,monte carlo,1.06E-06,135,,1.85E+08,,6.06E-06
1.74E+03,monte carlo,1.06E-06,136,,1.68E+08,,8.20E-06
1.74E+03,monte carlo,1.06E-06,137,,1.87E+08,,6.81E-06
1.74E+03,monte carlo,1.06E-06,138,,1.71E+08,,7.41E-06
1.74E+03,monte carlo,1.06E-06,139,,1.86E+08,,6.18E-06
1.74E+03,monte carlo,1.06E-06,140,,1.84E+08,,7.10E-06
1.74E+03,monte carlo,1.06E-06,141,,1.84E+08,,7.13E-06
1.74E+03,monte carlo,1.06E-06,142,,1.83E+08,,5.96E-06
1.74E+03,monte carlo,1.06E-06,143,,1.83E+08,,7.01E-06
1.74E+03,monte carlo,1.06E-06,144,,1.80E+08,,6.72E-06
1.75E+03,monte carlo,1.06E-06,145,,1.79E+08,,7.11E-06
1.75E+03,monte carlo,1.06E-06,146,,1.91E+08,,6.31E-06
1.75E+03,monte carlo,1.06E-06,147,,1.88E+08,,6.18E-06
1.75E+03,monte carlo,1.06E-06,148,,1.77E+08,,7.29E-06
1.75E+03,monte carlo,1.06E-06,149,,1.74E+08,,7.58E-06
1.75E+03,monte carlo,1.06E-06,150,,1.84E+08,,6.51E-06
1.75E+03,monte carlo,1.06E-06,151,,1.84E+08,,6.65E-06
1.75E+03,monte carlo,1.06E-06,152,,1.75E+08,,8.00E-06
1.75E+03,monte carlo,1.06E-06,153,,1.90E+08,,5.74E-06
1.75E+03,monte carlo,1.06E-06,154,,1.82E+08,,6.64E-06
1.76E+03,monte carlo,1.06E-06,155,,1.81E+08,,6.78E-06
1.76E+03,monte carlo,1.06E-06,156,,1.79E+08,,6.94E-06
1.76E+03,monte carlo,1.06E-06,157,,1.77E+08,,7.40E-06
1.76E+03,monte carlo,1.06E-06,158,,1.87E+08,,6.65E-06
1.76E+03,monte carlo,1.06E-06,159,,1.86E+08,,6.28E-06
1.76E+03,monte carlo,1.06E-06,160,,1.80E+08,,6.62E-06
1.76E+03,monte carlo,1.06E-06,161,,1.81E+08,,6.42E-06
1.76E+03,monte carlo,1.06E-06,162,,1.88E+08,,6.46E-06
1.76E+03,monte carlo,1.06E-06,163,,1.73E+08,,7.06E-06
1.76E+03,monte carlo,1.06E-06,164,,1.88E+08,,6.32E-06
1.77E+03,monte carlo,1.06E-06,165,,1.75E+08,,7.74E-06
1.77E+03,monte carlo,1.06E-06,166,,1.81E+08,,6.61E-06
1.77E+03,monte carlo,1.06E-06,167,,1.80E+08,,7.88E-06
1.77E+03,monte carlo,1.06E-06,168,,1.88E+08,,6.44E-06
1.77E+03,monte carlo,1.06E-06,169,,1.73E+08,,6.55E-06
1.77E+03,monte carlo,1.06E-06,170,,1.81E+08,,6.62E-06
1.77E+03,monte carlo,1.06E-06,171,,1.80E+08,,6.33E-06
1.77E+03,monte carlo,1.06E-06,172,,1.81E+08,,6.82E-06
1.77E+03,monte carlo,1.06E-06,173,,1.82E+08,,6.70E-06
1.77E+03,monte carlo,1.06E-06,174,,1.88E+08,,6.51E-06
1.78E+03,monte carlo,1.06E-06,175,,1.72E+08,,7.30E-06
1.78E+03,monte carlo,1.06E-06,176,,1.91E+08,,5.71E-06
1.78E+03,monte carlo,1.06E-06,177,,1.79E+08,,6.93E-06
1.78E+03,monte carlo,1.06E-06,178,,1.78E+08,,7.51E-06
1.78E+03,monte carlo,1.06E-06,179,,1.78E+08,,6.56E-06
1.78E+03,monte carlo,1.06E-06,180,,1.79E+08,,7.50E-06
1.78E+03,monte carlo,1.06E-06,181,,1.94E+08,,6.08E-06
1.78E+03,monte carlo,1.06E-06,182,,1.76E+08,,7.38E-06
1.78E+03,monte carlo,1.06E-06,183,,1.79E+08,,6.81E-06
1.78E+03,monte carlo,1.06E-06,184,,1.78E+08,,7.65E-06
1.79E+03,monte carlo,1.06E-06,185,,1.91E+08,,6.22E-06
1.79E+03,monte carlo,1.06E-06,186,,1.70E+08,,7.99E-06
1.79E+03,monte carlo,1.06E-06,187,,1.76E+08,,6.82E-06
1.79E+03,monte carlo,1.06E-06,188,,1.91E+08,,6.50E-06
1.79E+03,monte carlo,1.06E-06,189,,1.77E+08,,7.03E-06
1.79E+03,monte carlo,1.06E-06,190,,1.77E+08,,7.90E-06
1.79E+03,monte carlo,1.06E-06,191,,1.74E+08,,6.56E-06
1.79E+03,monte carlo,1.06E-06,192,,1.78E+08,,5.94E-06
1.79E+03,monte carlo,1.06E-06,193,,1.80E+08,,7.05E-06
1.79E+03,monte carlo,1.06E-06,194,,1.81E+08,,6.90E-06
1.80E+03,monte carlo,1.06E-06,195,,1.78E+08,,7.50E-06
1.80E+03,monte carlo,1.06E-06,196,,1.77E+08,,7.11E-06
1.80E+03,monte carlo,1.06E-06,197,,1.90E+08,,5.84E-06
1.80E+03,monte carlo,1.06E-06,198,,1.95E+08,,6.77E-06
1.80E+03,monte carlo,1.06E-06,199,,1.76E+08,,7.24E-06
1.80E+03,monte carlo,1.06E-06,200,,1.76E+08,,7.38E-06
1.80E+03,monte carlo,1.20E-06,1,,2.13E+08,,7.18E-06
1.80E+03,monte carlo,1.20E-06,2,,2.04E+08,,7.13E-06
1.80E+03,monte carlo,1.20E-06,3,,2.04E+08,,8.15E-06
1.80E+03,monte carlo,1.20E-06,4,,2.04E+08,,7.03E-06
1.81E+03,monte carlo,1.20E-06,5,,2.05E+08,,7.96E-06
1.81E+03,monte carlo,1.20E-06,6,,1.93E+08,,7.73E-06
1.81E+03,monte carlo,1.20E-06,7,,2.10E+08,,6.19E-06
1.81E+03,monte carlo,1.20E-06,8,,2.04E+08,,6.93E-06
1.81E+03,monte carlo,1.20E-06,9,,2.04E+08,,7.75E-06
1.81E+03,monte carlo,1.20E-06,10,,2.14E+08,,7.28E-06
1.81E+03,monte carlo,1.20E-06,11,,1.92E+08,,8.13E-06
1.81E+03,monte carlo,1.20E-06,12,,1.95E+08,,7.55E-06
1.81E+03,monte carlo,1.20E-06,13,,2.13E+08,,7.17E-06
1.81E+03,monte carlo,1.20E-06,14,,2.04E+08,,6.98E-06
1.82E+03,monte carlo,1.20E-06,15,,2.05E+08,,8.18E-06
1.82E+03,monte carlo,1.20E-06,16,,2.08E+08,,7.06E-06
1.82E+03,monte carlo,1.20E-06,17,,2.07E+08,,7.45E-06
1.82E+03,monte carlo,1.20E-06,18,,1.88E+08,,7.88E-06
1.82E+03,monte carlo,1.20E-06,19,,2.07E+08,,7.28E-06
1.82E+03,monte carlo,1.20E-06,20,,2.08E+08,,7.07E-06
1.82E+03,monte carlo,1.20E-06,21,,2.07E+08,,6.97E-06
1.82E+03,monte carlo,1.20E-06,22,,1.85E+08,,1.03E-05
1.82E+03,monte carlo,1.20E-06,23,,2.07E+08,,7.29E-06
1.82E+03,monte carlo,1.20E-06,24,,2.15E+08,,7.91E-06
1.83E+03,monte carlo,1.20E-06,25,,2.08E+08,,6.81E-06
1.83E+03,monte carlo,1.20E-06,26,,1.93E+08,,8.97E-06
1.83E+03,monte carlo,1.20E-06,27,,2.08E+08,,7.00E-06
1.83E+03,monte carlo,1.20E-06,28,,2.10E+08,,6.71E-06
1.83E+03,monte carlo,1.20E-06,29,,2.09E+08,,7.23E-06
1.83E+03,monte carlo,1.20E-06,30,,1.92E+08,,7.57E-06
1.83E+03,monte carlo,1.20E-06,31,,2.09E+08,,7.17E-06
1.83E+03,monte carlo,1.20E-06,32,,1.98E+08,,7.91E-06
1.83E+03,monte carlo,1.20E-06,33,,2.17E+08,,7.37E-06
1.83E+03,monte carlo,1.20E-06,34,,2.14E+08,,6.95E-06
1.84E+03,monte carlo,1.20E-06,35,,1.98E+08,,7.31E-06
1.84E+03,monte carlo,1.20E-06,36,,1.99E+08,,8.83E-06
1.84E+03,monte carlo,1.20E-06,37,,2.02E+08,,6.87E-06
1.84E+03,monte carlo,1.20E-06,38,,2.02E+08,,7.54E-06
1.84E+03,monte carlo,1.20E-06,39,,2.01E+08,,7.19E-06
1.84E+03,monte carlo,1.20E-06,40,,2.01E+08,,8.14E-06
1.84E+03,monte carlo,1.20E-06,41,,2.03E+08,,7.72E-06
1.84E+03,monte carlo,1.20E-06,42,,2.02E+08,,7.45E-06
