Point,Corner,Iin,mc_iteration,temperature,Pass/Fail,/Inv_Out,DELAY
556,C1,1.833e-6,16,150,,,4.783e-9
557,C0,1.833e-6,17,-40,,,4.768e-9
557,C1,1.833e-6,17,150,,,4.736e-9
558,C0,1.833e-6,18,-40,,,4.657e-9
558,C1,1.833e-6,18,150,,,4.626e-9
559,C0,1.833e-6,19,-40,,,4.804e-9
559,C1,1.833e-6,19,150,,,4.763e-9
560,C0,1.833e-6,20,-40,,,4.721e-9
560,C1,1.833e-6,20,150,,,4.732e-9
561,C0,1.833e-6,21,-40,,,4.794e-9
561,C1,1.833e-6,21,150,,,4.774e-9
562,C0,1.833e-6,22,-40,,,4.597e-9
562,C1,1.833e-6,22,150,,,4.508e-9
563,C0,1.833e-6,23,-40,,,4.77e-9
563,C1,1.833e-6,23,150,,,4.747e-9
564,C0,1.833e-6,24,-40,,,4.831e-9
564,C1,1.833e-6,24,150,,,4.74e-9
565,C0,1.833e-6,25,-40,,,4.801e-9
565,C1,1.833e-6,25,150,,,4.787e-9
566,C0,1.833e-6,26,-40,,,4.676e-9
566,C1,1.833e-6,26,150,,,4.603e-9
567,C0,1.833e-6,27,-40,,,4.779e-9
567,C1,1.833e-6,27,150,,,4.764e-9
568,C0,1.833e-6,28,-40,,,4.884e-9
568,C1,1.833e-6,28,150,,,4.825e-9
569,C0,1.833e-6,29,-40,,,4.774e-9
569,C1,1.833e-6,29,150,,,4.753e-9
570,C0,1.833e-6,30,-40,,,4.653e-9
570,C1,1.833e-6,30,150,,,4.64e-9
571,C0,1.833e-6,31,-40,,,4.801e-9
571,C1,1.833e-6,31,150,,,4.767e-9
572,C0,1.833e-6,32,-40,,,4.723e-9
572,C1,1.833e-6,32,150,,,4.685e-9
573,C0,1.833e-6,33,-40,,,4.914e-9
573,C1,1.833e-6,33,150,,,4.787e-9
574,C0,1.833e-6,34,-40,,,4.897e-9
574,C1,1.833e-6,34,150,,,4.813e-9
575,C0,1.833e-6,35,-40,,,4.706e-9
575,C1,1.833e-6,35,150,,,4.697e-9
576,C0,1.833e-6,36,-40,,,4.681e-9
576,C1,1.833e-6,36,150,,,4.631e-9
577,C0,1.833e-6,37,-40,,,4.721e-9
577,C1,1.833e-6,37,150,,,4.739e-9
578,C0,1.833e-6,38,-40,,,4.73e-9
578,C1,1.833e-6,38,150,,,4.709e-9
579,C0,1.833e-6,39,-40,,,4.757e-9
579,C1,1.833e-6,39,150,,,4.735e-9
580,C0,1.833e-6,40,-40,,,4.693e-9
580,C1,1.833e-6,40,150,,,4.663e-9
581,C0,1.833e-6,41,-40,,,4.782e-9
581,C1,1.833e-6,41,150,,,4.733e-9
582,C0,1.833e-6,42,-40,,,4.715e-9
582,C1,1.833e-6,42,150,,,4.702e-9
583,C0,1.833e-6,43,-40,,,4.742e-9
583,C1,1.833e-6,43,150,,,4.742e-9
584,C0,1.833e-6,44,-40,,,4.706e-9
584,C1,1.833e-6,44,150,,,4.683e-9
585,C0,1.833e-6,45,-40,,,4.921e-9
585,C1,1.833e-6,45,150,,,4.795e-9
586,C0,1.833e-6,46,-40,,,4.919e-9
586,C1,1.833e-6,46,150,,,4.84e-9
587,C0,1.833e-6,47,-40,,,4.706e-9
587,C1,1.833e-6,47,150,,,4.699e-9
588,C0,1.833e-6,48,-40,,,4.821e-9
588,C1,1.833e-6,48,150,,,4.762e-9
589,C0,1.833e-6,49,-40,,,4.664e-9
589,C1,1.833e-6,49,150,,,4.617e-9
590,C0,1.833e-6,50,-40,,,4.752e-9
590,C1,1.833e-6,50,150,,,4.718e-9
591,C0,1.833e-6,51,-40,,,4.95e-9
591,C1,1.833e-6,51,150,,,4.836e-9
592,C0,1.833e-6,52,-40,,,4.779e-9
592,C1,1.833e-6,52,150,,,4.733e-9
593,C0,1.833e-6,53,-40,,,4.744e-9
593,C1,1.833e-6,53,150,,,4.825e-9
594,C0,1.833e-6,54,-40,,,4.794e-9
594,C1,1.833e-6,54,150,,,4.787e-9
595,C0,1.833e-6,55,-40,,,4.71e-9
595,C1,1.833e-6,55,150,,,4.666e-9
596,C0,1.833e-6,56,-40,,,4.781e-9
596,C1,1.833e-6,56,150,,,4.737e-9
597,C0,1.833e-6,57,-40,,,4.658e-9
597,C1,1.833e-6,57,150,,,4.607e-9
598,C0,1.833e-6,58,-40,,,4.863e-9
598,C1,1.833e-6,58,150,,,4.811e-9
599,C0,1.833e-6,59,-40,,,4.742e-9
599,C1,1.833e-6,59,150,,,4.703e-9
600,C0,1.833e-6,60,-40,,,4.838e-9
600,C1,1.833e-6,60,150,,,4.766e-9
601,C0,3.167e-6,1,-40,,,7.293e-9
601,C1,3.167e-6,1,150,,,7.244e-9
602,C0,3.167e-6,2,-40,,,7.176e-9
602,C1,3.167e-6,2,150,,,7.199e-9
603,C0,3.167e-6,3,-40,,,7.183e-9
603,C1,3.167e-6,3,150,,,7.135e-9
604,C0,3.167e-6,4,-40,,,7.139e-9
604,C1,3.167e-6,4,150,,,7.192e-9
605,C0,3.167e-6,5,-40,,,7.203e-9
605,C1,3.167e-6,5,150,,,7.141e-9
606,C0,3.167e-6,6,-40,,,7.086e-9
606,C1,3.167e-6,6,150,,,7.098e-9
607,C0,3.167e-6,7,-40,,,7.112e-9
607,C1,3.167e-6,7,150,,,7.276e-9
608,C0,3.167e-6,8,-40,,,7.086e-9
608,C1,3.167e-6,8,150,,,7.175e-9
609,C0,3.167e-6,9,-40,,,7.213e-9
609,C1,3.167e-6,9,150,,,7.173e-9
610,C0,3.167e-6,10,-40,,,7.3e-9
610,C1,3.167e-6,10,150,,,7.225e-9
611,C0,3.167e-6,11,-40,,,7.103e-9
611,C1,3.167e-6,11,150,,,7.072e-9
612,C0,3.167e-6,12,-40,,,7.099e-9
612,C1,3.167e-6,12,150,,,7.105e-9
613,C0,3.167e-6,13,-40,,,7.328e-9
613,C1,3.167e-6,13,150,,,7.276e-9
614,C0,3.167e-6,14,-40,,,7.144e-9
614,C1,3.167e-6,14,150,,,7.185e-9
615,C0,3.167e-6,15,-40,,,7.193e-9
615,C1,3.167e-6,15,150,,,7.156e-9
616,C0,3.167e-6,16,-40,,,7.241e-9
616,C1,3.167e-6,16,150,,,7.247e-9
617,C0,3.167e-6,17,-40,,,7.208e-9
617,C1,3.167e-6,17,150,,,7.177e-9
618,C0,3.167e-6,18,-40,,,7.063e-9
618,C1,3.167e-6,18,150,,,7.051e-9
619,C0,3.167e-6,19,-40,,,7.201e-9
619,C1,3.167e-6,19,150,,,7.182e-9
620,C0,3.167e-6,20,-40,,,7.186e-9
620,C1,3.167e-6,20,150,,,7.202e-9
621,C0,3.167e-6,21,-40,,,7.197e-9
621,C1,3.167e-6,21,150,,,7.214e-9
622,C0,3.167e-6,22,-40,,,7.056e-9
622,C1,3.167e-6,22,150,,,6.947e-9
623,C0,3.167e-6,23,-40,,,7.185e-9
623,C1,3.167e-6,23,150,,,7.173e-9
624,C0,3.167e-6,24,-40,,,7.304e-9
624,C1,3.167e-6,24,150,,,7.201e-9
625,C0,3.167e-6,25,-40,,,7.222e-9
625,C1,3.167e-6,25,150,,,7.25e-9
626,C0,3.167e-6,26,-40,,,7.105e-9
626,C1,3.167e-6,26,150,,,7.021e-9
627,C0,3.167e-6,27,-40,,,7.215e-9
627,C1,3.167e-6,27,150,,,7.216e-9
628,C0,3.167e-6,28,-40,,,7.228e-9
628,C1,3.167e-6,28,150,,,7.26e-9
629,C0,3.167e-6,29,-40,,,7.234e-9
629,C1,3.167e-6,29,150,,,7.213e-9
630,C0,3.167e-6,30,-40,,,7.107e-9
630,C1,3.167e-6,30,150,,,7.108e-9
631,C0,3.167e-6,31,-40,,,7.228e-9
631,C1,3.167e-6,31,150,,,7.215e-9
632,C0,3.167e-6,32,-40,,,7.13e-9
632,C1,3.167e-6,32,150,,,7.087e-9
633,C0,3.167e-6,33,-40,,,7.37e-9
633,C1,3.167e-6,33,150,,,7.255e-9
634,C0,3.167e-6,34,-40,,,7.273e-9
634,C1,3.167e-6,34,150,,,7.256e-9
635,C0,3.167e-6,35,-40,,,7.131e-9
635,C1,3.167e-6,35,150,,,7.142e-9
636,C0,3.167e-6,36,-40,,,7.132e-9
636,C1,3.167e-6,36,150,,,7.059e-9
637,C0,3.167e-6,37,-40,,,7.111e-9
637,C1,3.167e-6,37,150,,,7.175e-9
638,C0,3.167e-6,38,-40,,,7.163e-9
638,C1,3.167e-6,38,150,,,7.151e-9
639,C0,3.167e-6,39,-40,,,7.17e-9
639,C1,3.167e-6,39,150,,,7.2e-9
640,C0,3.167e-6,40,-40,,,7.162e-9
640,C1,3.167e-6,40,150,,,7.125e-9
641,C0,3.167e-6,41,-40,,,7.213e-9
641,C1,3.167e-6,41,150,,,7.174e-9
642,C0,3.167e-6,42,-40,,,7.175e-9
642,C1,3.167e-6,42,150,,,7.173e-9
643,C0,3.167e-6,43,-40,,,7.071e-9
643,C1,3.167e-6,43,150,,,7.169e-9
644,C0,3.167e-6,44,-40,,,7.145e-9
644,C1,3.167e-6,44,150,,,7.128e-9
645,C0,3.167e-6,45,-40,,,7.342e-9
645,C1,3.167e-6,45,150,,,7.234e-9
646,C0,3.167e-6,46,-40,,,7.294e-9
646,C1,3.167e-6,46,150,,,7.307e-9
647,C0,3.167e-6,47,-40,,,7.076e-9
647,C1,3.167e-6,47,150,,,7.117e-9
648,C0,3.167e-6,48,-40,,,7.269e-9
648,C1,3.167e-6,48,150,,,7.213e-9
649,C0,3.167e-6,49,-40,,,7.119e-9
649,C1,3.167e-6,49,150,,,7.069e-9
650,C0,3.167e-6,50,-40,,,7.175e-9
650,C1,3.167e-6,50,150,,,7.15e-9
651,C0,3.167e-6,51,-40,,,7.339e-9
651,C1,3.167e-6,51,150,,,7.293e-9
652,C0,3.167e-6,52,-40,,,7.215e-9
652,C1,3.167e-6,52,150,,,7.176e-9
653,C0,3.167e-6,53,-40,,,6.891e-9
653,C1,3.167e-6,53,150,,,7.255e-9
654,C0,3.167e-6,54,-40,,,7.237e-9
654,C1,3.167e-6,54,150,,,7.268e-9
655,C0,3.167e-6,55,-40,,,7.149e-9
655,C1,3.167e-6,55,150,,,7.104e-9
656,C0,3.167e-6,56,-40,,,7.244e-9
656,C1,3.167e-6,56,150,,,7.205e-9
657,C0,3.167e-6,57,-40,,,7.078e-9
657,C1,3.167e-6,57,150,,,7.022e-9
658,C0,3.167e-6,58,-40,,,7.261e-9
658,C1,3.167e-6,58,150,,,7.263e-9
659,C0,3.167e-6,59,-40,,,7.151e-9
659,C1,3.167e-6,59,150,,,7.116e-9
660,C0,3.167e-6,60,-40,,,7.312e-9
660,C1,3.167e-6,60,150,,,7.254e-9
661,C0,4.5e-6,1,-40,,,9.663e-9
661,C1,4.5e-6,1,150,,,9.681e-9
662,C0,4.5e-6,2,-40,,,9.573e-9
662,C1,4.5e-6,2,150,,,9.663e-9
663,C0,4.5e-6,3,-40,,,9.681e-9
663,C1,4.5e-6,3,150,,,9.579e-9
664,C0,4.5e-6,4,-40,,,9.442e-9
664,C1,4.5e-6,4,150,,,9.615e-9
665,C0,4.5e-6,5,-40,,,9.664e-9
665,C1,4.5e-6,5,150,,,9.558e-9
666,C0,4.5e-6,6,-40,,,9.395e-9
666,C1,4.5e-6,6,150,,,9.538e-9
667,C0,4.5e-6,7,-40,,,9.17e-9
667,C1,4.5e-6,7,150,,,9.677e-9
668,C0,4.5e-6,8,-40,,,9.293e-9
668,C1,4.5e-6,8,150,,,9.543e-9
669,C0,4.5e-6,9,-40,,,9.696e-9
669,C1,4.5e-6,9,150,,,9.622e-9
670,C0,4.5e-6,10,-40,,,9.75e-9
670,C1,4.5e-6,10,150,,,9.669e-9
671,C0,4.5e-6,11,-40,,,9.566e-9
671,C1,4.5e-6,11,150,,,9.522e-9
672,C0,4.5e-6,12,-40,,,9.418e-9
672,C1,4.5e-6,12,150,,,9.502e-9
673,C0,4.5e-6,13,-40,,,9.724e-9
673,C1,4.5e-6,13,150,,,9.745e-9
674,C0,4.5e-6,14,-40,,,9.463e-9
674,C1,4.5e-6,14,150,,,9.603e-9
675,C0,4.5e-6,15,-40,,,9.713e-9
675,C1,4.5e-6,15,150,,,9.626e-9
676,C0,4.5e-6,16,-40,,,9.597e-9
676,C1,4.5e-6,16,150,,,9.71e-9
677,C0,4.5e-6,17,-40,,,9.644e-9
677,C1,4.5e-6,17,150,,,9.609e-9
678,C0,4.5e-6,18,-40,,,9.421e-9
678,C1,4.5e-6,18,150,,,9.456e-9
679,C0,4.5e-6,19,-40,,,9.565e-9
679,C1,4.5e-6,19,150,,,9.589e-9
680,C0,4.5e-6,20,-40,,,9.669e-9
680,C1,4.5e-6,20,150,,,9.668e-9
681,C0,4.5e-6,21,-40,,,9.546e-9
681,C1,4.5e-6,21,150,,,9.647e-9
682,C0,4.5e-6,22,-40,,,9.536e-9
682,C1,4.5e-6,22,150,,,9.379e-9
683,C0,4.5e-6,23,-40,,,9.566e-9
683,C1,4.5e-6,23,150,,,9.588e-9
684,C0,4.5e-6,24,-40,,,9.802e-9
684,C1,4.5e-6,24,150,,,9.654e-9
685,C0,4.5e-6,25,-40,,,9.601e-9
685,C1,4.5e-6,25,150,,,9.709e-9
686,C0,4.5e-6,26,-40,,,9.522e-9
686,C1,4.5e-6,26,150,,,9.424e-9
687,C0,4.5e-6,27,-40,,,9.632e-9
687,C1,4.5e-6,27,150,,,9.663e-9
688,C0,4.5e-6,28,-40,,,9.486e-9
688,C1,4.5e-6,28,150,,,9.688e-9
689,C0,4.5e-6,29,-40,,,9.704e-9
689,C1,4.5e-6,29,150,,,9.675e-9
690,C0,4.5e-6,30,-40,,,9.542e-9
690,C1,4.5e-6,30,150,,,9.58e-9
691,C0,4.5e-6,31,-40,,,9.627e-9
691,C1,4.5e-6,31,150,,,9.658e-9
692,C0,4.5e-6,32,-40,,,9.522e-9
692,C1,4.5e-6,32,150,,,9.467e-9
693,C0,4.5e-6,33,-40,,,9.823e-9
693,C1,4.5e-6,33,150,,,9.721e-9
694,C0,4.5e-6,34,-40,,,9.59e-9
694,C1,4.5e-6,34,150,,,9.69e-9
695,C0,4.5e-6,35,-40,,,9.498e-9
695,C1,4.5e-6,35,150,,,9.576e-9
696,C0,4.5e-6,36,-40,,,9.596e-9
696,C1,4.5e-6,36,150,,,9.483e-9
697,C0,4.5e-6,37,-40,,,9.433e-9
697,C1,4.5e-6,37,150,,,9.595e-9
698,C0,4.5e-6,38,-40,,,9.59e-9
698,C1,4.5e-6,38,150,,,9.573e-9
699,C0,4.5e-6,39,-40,,,9.51e-9
699,C1,4.5e-6,39,150,,,9.652e-9
700,C0,4.5e-6,40,-40,,,9.654e-9
700,C1,4.5e-6,40,150,,,9.571e-9
701,C0,4.5e-6,41,-40,,,9.622e-9
701,C1,4.5e-6,41,150,,,9.594e-9
702,C0,4.5e-6,42,-40,,,9.644e-9
702,C1,4.5e-6,42,150,,,9.639e-9
703,C0,4.5e-6,43,-40,,,9.255e-9
703,C1,4.5e-6,43,150,,,9.579e-9
704,C0,4.5e-6,44,-40,,,9.582e-9
704,C1,4.5e-6,44,150,,,9.56e-9
705,C0,4.5e-6,45,-40,,,9.746e-9
705,C1,4.5e-6,45,150,,,9.663e-9
706,C0,4.5e-6,46,-40,,,9.596e-9
706,C1,4.5e-6,46,150,,,9.768e-9
707,C0,4.5e-6,47,-40,,,9.349e-9
707,C1,4.5e-6,47,150,,,9.52e-9
708,C0,4.5e-6,48,-40,,,9.715e-9
708,C1,4.5e-6,48,150,,,9.658e-9
709,C0,4.5e-6,49,-40,,,9.572e-9
709,C1,4.5e-6,49,150,,,9.524e-9
710,C0,4.5e-6,50,-40,,,9.581e-9
710,C1,4.5e-6,50,150,,,9.557e-9
711,C0,4.5e-6,51,-40,,,9.703e-9
711,C1,4.5e-6,51,150,,,9.754e-9
712,C0,4.5e-6,52,-40,,,9.637e-9
712,C1,4.5e-6,52,150,,,9.598e-9
713,C0,4.5e-6,53,-40,,,8.667e-9
713,C1,4.5e-6,53,150,,,9.664e-9
714,C0,4.5e-6,54,-40,,,9.67e-9
714,C1,4.5e-6,54,150,,,9.749e-9
715,C0,4.5e-6,55,-40,,,9.573e-9
715,C1,4.5e-6,55,150,,,9.534e-9
716,C0,4.5e-6,56,-40,,,9.72e-9
716,C1,4.5e-6,56,150,,,9.672e-9
717,C0,4.5e-6,57,-40,,,9.488e-9
717,C1,4.5e-6,57,150,,,9.434e-9
718,C0,4.5e-6,58,-40,,,9.625e-9
718,C1,4.5e-6,58,150,,,9.7e-9
719,C0,4.5e-6,59,-40,,,9.545e-9
719,C1,4.5e-6,59,150,,,9.511e-9
720,C0,4.5e-6,60,-40,,,9.841e-9
720,C1,4.5e-6,60,150,,,9.748e-9
721,C0,4.6e-6,1,-40,,,9.838e-9
721,C1,4.6e-6,1,150,,,9.864e-9
722,C0,4.6e-6,2,-40,,,9.748e-9
722,C1,4.6e-6,2,150,,,9.848e-9
723,C0,4.6e-6,3,-40,,,9.871e-9
723,C1,4.6e-6,3,150,,,9.762e-9
724,C0,4.6e-6,4,-40,,,9.609e-9
724,C1,4.6e-6,4,150,,,9.798e-9
725,C0,4.6e-6,5,-40,,,9.835e-9
725,C1,4.6e-6,5,150,,,9.739e-9
726,C0,4.6e-6,6,-40,,,9.562e-9
726,C1,4.6e-6,6,150,,,9.721e-9
727,C0,4.6e-6,7,-40,,,9.313e-9
727,C1,4.6e-6,7,150,,,9.857e-9
728,C0,4.6e-6,8,-40,,,9.451e-9
728,C1,4.6e-6,8,150,,,9.72e-9
729,C0,4.6e-6,9,-40,,,9.882e-9
729,C1,4.6e-6,9,150,,,9.807e-9
730,C0,4.6e-6,10,-40,,,9.924e-9
730,C1,4.6e-6,10,150,,,9.852e-9
731,C0,4.6e-6,11,-40,,,9.752e-9
731,C1,4.6e-6,11,150,,,9.706e-9
732,C0,4.6e-6,12,-40,,,9.581e-9
732,C1,4.6e-6,12,150,,,9.683e-9
733,C0,4.6e-6,13,-40,,,9.903e-9
733,C1,4.6e-6,13,150,,,9.931e-9
734,C0,4.6e-6,14,-40,,,9.63e-9
734,C1,4.6e-6,14,150,,,9.785e-9
735,C0,4.6e-6,15,-40,,,9.904e-9
735,C1,4.6e-6,15,150,,,9.811e-9
736,C0,4.6e-6,16,-40,,,9.768e-9
736,C1,4.6e-6,16,150,,,9.896e-9
737,C0,4.6e-6,17,-40,,,9.825e-9
737,C1,4.6e-6,17,150,,,9.79e-9
738,C0,4.6e-6,18,-40,,,9.595e-9
738,C1,4.6e-6,18,150,,,9.637e-9
739,C0,4.6e-6,19,-40,,,9.737e-9
739,C1,4.6e-6,19,150,,,9.769e-9
740,C0,4.6e-6,20,-40,,,9.855e-9
740,C1,4.6e-6,20,150,,,9.852e-9
741,C0,4.6e-6,21,-40,,,9.716e-9
741,C1,4.6e-6,21,150,,,9.83e-9
742,C0,4.6e-6,22,-40,,,9.711e-9
742,C1,4.6e-6,22,150,,,9.562e-9
743,C0,4.6e-6,23,-40,,,9.742e-9
743,C1,4.6e-6,23,150,,,9.769e-9
744,C0,4.6e-6,24,-40,,,9.991e-9
744,C1,4.6e-6,24,150,,,9.838e-9
745,C0,4.6e-6,25,-40,,,9.775e-9
745,C1,4.6e-6,25,150,,,9.893e-9
746,C0,4.6e-6,26,-40,,,9.703e-9
746,C1,4.6e-6,26,150,,,9.604e-9
747,C0,4.6e-6,27,-40,,,9.812e-9
747,C1,4.6e-6,27,150,,,9.84e-9
748,C0,4.6e-6,28,-40,,,9.65e-9
748,C1,4.6e-6,28,150,,,9.87e-9
749,C0,4.6e-6,29,-40,,,9.89e-9
749,C1,4.6e-6,29,150,,,9.861e-9
750,C0,4.6e-6,30,-40,,,9.722e-9
750,C1,4.6e-6,30,150,,,9.764e-9
751,C0,4.6e-6,31,-40,,,9.805e-9
751,C1,4.6e-6,31,150,,,9.84e-9
752,C0,4.6e-6,32,-40,,,9.699e-9
752,C1,4.6e-6,32,150,,,9.646e-9
753,C0,4.6e-6,33,-40,,,eval err
753,C1,4.6e-6,33,150,,,9.906e-9
754,C0,4.6e-6,34,-40,,,9.761e-9
754,C1,4.6e-6,34,150,,,9.864e-9
755,C0,4.6e-6,35,-40,,,9.67e-9
755,C1,4.6e-6,35,150,,,9.757e-9
756,C0,4.6e-6,36,-40,,,9.782e-9
756,C1,4.6e-6,36,150,,,9.653e-9
757,C0,4.6e-6,37,-40,,,9.602e-9
757,C1,4.6e-6,37,150,,,9.779e-9
758,C0,4.6e-6,38,-40,,,9.771e-9
758,C1,4.6e-6,38,150,,,9.755e-9
759,C0,4.6e-6,39,-40,,,9.679e-9
759,C1,4.6e-6,39,150,,,9.837e-9
760,C0,4.6e-6,40,-40,,,9.843e-9
760,C1,4.6e-6,40,150,,,9.756e-9
761,C0,4.6e-6,41,-40,,,9.801e-9
761,C1,4.6e-6,41,150,,,9.777e-9
762,C0,4.6e-6,42,-40,,,9.827e-9
762,C1,4.6e-6,42,150,,,9.825e-9
763,C0,4.6e-6,43,-40,,,9.408e-9
763,C1,4.6e-6,43,150,,,9.76e-9
764,C0,4.6e-6,44,-40,,,9.763e-9
764,C1,4.6e-6,44,150,,,9.744e-9
765,C0,4.6e-6,45,-40,,,9.915e-9
765,C1,4.6e-6,45,150,,,9.846e-9
766,C0,4.6e-6,46,-40,,,9.763e-9
766,C1,4.6e-6,46,150,,,9.952e-9
767,C0,4.6e-6,47,-40,,,9.514e-9
767,C1,4.6e-6,47,150,,,9.702e-9
768,C0,4.6e-6,48,-40,,,9.898e-9
768,C1,4.6e-6,48,150,,,9.841e-9
769,C0,4.6e-6,49,-40,,,9.755e-9
769,C1,4.6e-6,49,150,,,9.698e-9
770,C0,4.6e-6,50,-40,,,9.76e-9
770,C1,4.6e-6,50,150,,,9.735e-9
771,C0,4.6e-6,51,-40,,,9.879e-9
771,C1,4.6e-6,51,150,,,9.927e-9
772,C0,4.6e-6,52,-40,,,9.818e-9
772,C1,4.6e-6,52,150,,,9.78e-9
773,C0,4.6e-6,53,-40,,,8.774e-9
773,C1,4.6e-6,53,150,,,9.845e-9
774,C0,4.6e-6,54,-40,,,9.85e-9
774,C1,4.6e-6,54,150,,,9.935e-9
775,C0,4.6e-6,55,-40,,,9.753e-9
775,C1,4.6e-6,55,150,,,9.713e-9
776,C0,4.6e-6,56,-40,,,9.91e-9
776,C1,4.6e-6,56,150,,,9.857e-9
777,C0,4.6e-6,57,-40,,,9.667e-9
777,C1,4.6e-6,57,150,,,9.616e-9
778,C0,4.6e-6,58,-40,,,9.8e-9
778,C1,4.6e-6,58,150,,,9.883e-9
779,C0,4.6e-6,59,-40,,,9.714e-9
779,C1,4.6e-6,59,150,,,9.69e-9
780,C0,4.6e-6,60,-40,,,eval err
780,C1,4.6e-6,60,150,,,9.936e-9
781,C0,4.657e-6,1,-40,,,9.938e-9
781,C1,4.657e-6,1,150,,,9.969e-9
782,C0,4.657e-6,2,-40,,,9.847e-9
782,C1,4.657e-6,2,150,,,9.953e-9
783,C0,4.657e-6,3,-40,,,9.982e-9
783,C1,4.657e-6,3,150,,,9.866e-9
784,C0,4.657e-6,4,-40,,,9.703e-9
784,C1,4.657e-6,4,150,,,9.909e-9
785,C0,4.657e-6,5,-40,,,9.94e-9
785,C1,4.657e-6,5,150,,,9.844e-9
786,C0,4.657e-6,6,-40,,,9.657e-9
786,C1,4.657e-6,6,150,,,9.824e-9
787,C0,4.657e-6,7,-40,,,9.392e-9
787,C1,4.657e-6,7,150,,,9.959e-9
788,C0,4.657e-6,8,-40,,,9.541e-9
788,C1,4.657e-6,8,150,,,9.821e-9
789,C0,4.657e-6,9,-40,,,9.989e-9
789,C1,4.657e-6,9,150,,,9.912e-9
790,C0,4.657e-6,10,-40,,,eval err
790,C1,4.657e-6,10,150,,,9.957e-9
791,C0,4.657e-6,11,-40,,,9.858e-9
791,C1,4.657e-6,11,150,,,9.811e-9
792,C0,4.657e-6,12,-40,,,9.679e-9
792,C1,4.657e-6,12,150,,,9.785e-9
793,C0,4.657e-6,13,-40,,,eval err
793,C1,4.657e-6,13,150,,,eval err
794,C0,4.657e-6,14,-40,,,9.726e-9
794,C1,4.657e-6,14,150,,,9.889e-9
795,C0,4.657e-6,15,-40,,,eval err
795,C1,4.657e-6,15,150,,,9.917e-9
796,C0,4.657e-6,16,-40,,,9.866e-9
796,C1,4.657e-6,16,150,,,9.998e-9
797,C0,4.657e-6,17,-40,,,9.929e-9
797,C1,4.657e-6,17,150,,,9.895e-9
798,C0,4.657e-6,18,-40,,,9.693e-9
798,C1,4.657e-6,18,150,,,9.743e-9
799,C0,4.657e-6,19,-40,,,9.837e-9
799,C1,4.657e-6,19,150,,,9.871e-9
800,C0,4.657e-6,20,-40,,,9.962e-9
800,C1,4.657e-6,20,150,,,9.955e-9
801,C0,4.657e-6,21,-40,,,9.815e-9
801,C1,4.657e-6,21,150,,,9.935e-9
802,C0,4.657e-6,22,-40,,,9.817e-9
802,C1,4.657e-6,22,150,,,9.666e-9
803,C0,4.657e-6,23,-40,,,9.842e-9
803,C1,4.657e-6,23,150,,,9.873e-9
804,C0,4.657e-6,24,-40,,,eval err
804,C1,4.657e-6,24,150,,,9.944e-9
805,C0,4.657e-6,25,-40,,,9.874e-9
805,C1,4.657e-6,25,150,,,10e-9
806,C0,4.657e-6,26,-40,,,9.806e-9
806,C1,4.657e-6,26,150,,,9.71e-9
807,C0,4.657e-6,27,-40,,,9.914e-9
807,C1,4.657e-6,27,150,,,9.945e-9
808,C0,4.657e-6,28,-40,,,9.743e-9
808,C1,4.657e-6,28,150,,,9.973e-9
809,C0,4.657e-6,29,-40,,,9.996e-9
809,C1,4.657e-6,29,150,,,9.959e-9
810,C0,4.657e-6,30,-40,,,9.825e-9
810,C1,4.657e-6,30,150,,,9.868e-9
811,C0,4.657e-6,31,-40,,,9.905e-9
811,C1,4.657e-6,31,150,,,9.945e-9
812,C0,4.657e-6,32,-40,,,9.801e-9
812,C1,4.657e-6,32,150,,,9.747e-9
813,C0,4.657e-6,33,-40,,,eval err
813,C1,4.657e-6,33,150,,,eval err
814,C0,4.657e-6,34,-40,,,9.858e-9
814,C1,4.657e-6,34,150,,,9.967e-9
815,C0,4.657e-6,35,-40,,,9.769e-9
815,C1,4.657e-6,35,150,,,9.863e-9
816,C0,4.657e-6,36,-40,,,9.888e-9
816,C1,4.657e-6,36,150,,,9.759e-9
817,C0,4.657e-6,37,-40,,,9.698e-9
817,C1,4.657e-6,37,150,,,9.878e-9
818,C0,4.657e-6,38,-40,,,9.874e-9
818,C1,4.657e-6,38,150,,,9.859e-9
819,C0,4.657e-6,39,-40,,,9.775e-9
819,C1,4.657e-6,39,150,,,9.943e-9
820,C0,4.657e-6,40,-40,,,9.951e-9
820,C1,4.657e-6,40,150,,,9.861e-9
821,C0,4.657e-6,41,-40,,,9.902e-9
821,C1,4.657e-6,41,150,,,9.88e-9
822,C0,4.657e-6,42,-40,,,9.932e-9
822,C1,4.657e-6,42,150,,,9.93e-9
823,C0,4.657e-6,43,-40,,,9.495e-9
823,C1,4.657e-6,43,150,,,9.862e-9
824,C0,4.657e-6,44,-40,,,9.867e-9
824,C1,4.657e-6,44,150,,,9.848e-9
825,C0,4.657e-6,45,-40,,,eval err
825,C1,4.657e-6,45,150,,,9.949e-9
826,C0,4.657e-6,46,-40,,,9.858e-9
826,C1,4.657e-6,46,150,,,eval err
827,C0,4.657e-6,47,-40,,,9.607e-9
827,C1,4.657e-6,47,150,,,9.796e-9
828,C0,4.657e-6,48,-40,,,eval err
828,C1,4.657e-6,48,150,,,9.946e-9
829,C0,4.657e-6,49,-40,,,9.859e-9
829,C1,4.657e-6,49,150,,,9.802e-9
830,C0,4.657e-6,50,-40,,,9.861e-9
