Point,Corner,Iin,mc_iteration,temperature,Pass/Fail,/Inv_Out,DELAY
273,C1,131.4e-9,33,150,,,1.357e-9
274,C0,131.4e-9,34,-40,,,1.505e-9
274,C1,131.4e-9,34,150,,,1.425e-9
275,C0,131.4e-9,35,-40,,,1.404e-9
275,C1,131.4e-9,35,150,,,1.337e-9
276,C0,131.4e-9,36,-40,,,1.351e-9
276,C1,131.4e-9,36,150,,,1.285e-9
277,C0,131.4e-9,37,-40,,,1.446e-9
277,C1,131.4e-9,37,150,,,1.403e-9
278,C0,131.4e-9,38,-40,,,1.408e-9
278,C1,131.4e-9,38,150,,,1.354e-9
279,C0,131.4e-9,39,-40,,,1.43e-9
279,C1,131.4e-9,39,150,,,1.331e-9
280,C0,131.4e-9,40,-40,,,1.339e-9
280,C1,131.4e-9,40,150,,,1.278e-9
281,C0,131.4e-9,41,-40,,,1.447e-9
281,C1,131.4e-9,41,150,,,1.358e-9
282,C0,131.4e-9,42,-40,,,1.361e-9
282,C1,131.4e-9,42,150,,,1.296e-9
283,C0,131.4e-9,43,-40,,,1.492e-9
283,C1,131.4e-9,43,150,,,1.381e-9
284,C0,131.4e-9,44,-40,,,1.384e-9
284,C1,131.4e-9,44,150,,,1.324e-9
285,C0,131.4e-9,45,-40,,,1.481e-9
285,C1,131.4e-9,45,150,,,1.417e-9
286,C0,131.4e-9,46,-40,,,1.487e-9
286,C1,131.4e-9,46,150,,,1.416e-9
287,C0,131.4e-9,47,-40,,,1.451e-9
287,C1,131.4e-9,47,150,,,1.378e-9
288,C0,131.4e-9,48,-40,,,1.436e-9
288,C1,131.4e-9,48,150,,,1.36e-9
289,C0,131.4e-9,49,-40,,,1.327e-9
289,C1,131.4e-9,49,150,,,1.222e-9
290,C0,131.4e-9,50,-40,,,1.442e-9
290,C1,131.4e-9,50,150,,,1.378e-9
291,C0,131.4e-9,51,-40,,,1.476e-9
291,C1,131.4e-9,51,150,,,1.438e-9
292,C0,131.4e-9,52,-40,,,1.435e-9
292,C1,131.4e-9,52,150,,,1.359e-9
293,C0,131.4e-9,53,-40,,,1.582e-9
293,C1,131.4e-9,53,150,,,1.467e-9
294,C0,131.4e-9,54,-40,,,1.417e-9
294,C1,131.4e-9,54,150,,,1.373e-9
295,C0,131.4e-9,55,-40,,,1.382e-9
295,C1,131.4e-9,55,150,,,1.29e-9
296,C0,131.4e-9,56,-40,,,1.394e-9
296,C1,131.4e-9,56,150,,,1.313e-9
297,C0,131.4e-9,57,-40,,,1.362e-9
297,C1,131.4e-9,57,150,,,1.27e-9
298,C0,131.4e-9,58,-40,,,1.476e-9
298,C1,131.4e-9,58,150,,,1.432e-9
299,C0,131.4e-9,59,-40,,,1.446e-9
299,C1,131.4e-9,59,150,,,1.377e-9
300,C0,131.4e-9,60,-40,,,1.385e-9
300,C1,131.4e-9,60,150,,,1.3e-9
301,C0,154.3e-9,1,-40,,,1.551e-9
301,C1,154.3e-9,1,150,,,1.474e-9
302,C0,154.3e-9,2,-40,,,1.457e-9
302,C1,154.3e-9,2,150,,,1.394e-9
303,C0,154.3e-9,3,-40,,,1.415e-9
303,C1,154.3e-9,3,150,,,1.368e-9
304,C0,154.3e-9,4,-40,,,1.522e-9
304,C1,154.3e-9,4,150,,,1.453e-9
305,C0,154.3e-9,5,-40,,,1.473e-9
305,C1,154.3e-9,5,150,,,1.421e-9
306,C0,154.3e-9,6,-40,,,1.451e-9
306,C1,154.3e-9,6,150,,,1.344e-9
307,C0,154.3e-9,7,-40,,,1.638e-9
307,C1,154.3e-9,7,150,,,1.593e-9
308,C0,154.3e-9,8,-40,,,1.599e-9
308,C1,154.3e-9,8,150,,,1.533e-9
309,C0,154.3e-9,9,-40,,,1.445e-9
309,C1,154.3e-9,9,150,,,1.395e-9
310,C0,154.3e-9,10,-40,,,1.5e-9
310,C1,154.3e-9,10,150,,,1.451e-9
311,C0,154.3e-9,11,-40,,,1.388e-9
311,C1,154.3e-9,11,150,,,1.339e-9
312,C0,154.3e-9,12,-40,,,1.506e-9
312,C1,154.3e-9,12,150,,,1.437e-9
313,C0,154.3e-9,13,-40,,,1.531e-9
313,C1,154.3e-9,13,150,,,1.44e-9
314,C0,154.3e-9,14,-40,,,1.53e-9
314,C1,154.3e-9,14,150,,,1.475e-9
315,C0,154.3e-9,15,-40,,,1.386e-9
315,C1,154.3e-9,15,150,,,1.324e-9
316,C0,154.3e-9,16,-40,,,1.52e-9
316,C1,154.3e-9,16,150,,,1.433e-9
317,C0,154.3e-9,17,-40,,,1.482e-9
317,C1,154.3e-9,17,150,,,1.436e-9
318,C0,154.3e-9,18,-40,,,1.437e-9
318,C1,154.3e-9,18,150,,,1.362e-9
319,C0,154.3e-9,19,-40,,,1.546e-9
319,C1,154.3e-9,19,150,,,1.485e-9
320,C0,154.3e-9,20,-40,,,1.43e-9
320,C1,154.3e-9,20,150,,,1.418e-9
321,C0,154.3e-9,21,-40,,,1.534e-9
321,C1,154.3e-9,21,150,,,1.472e-9
322,C0,154.3e-9,22,-40,,,1.323e-9
322,C1,154.3e-9,22,150,,,1.181e-9
323,C0,154.3e-9,23,-40,,,1.515e-9
323,C1,154.3e-9,23,150,,,1.464e-9
324,C0,154.3e-9,24,-40,,,1.45e-9
324,C1,154.3e-9,24,150,,,1.392e-9
325,C0,154.3e-9,25,-40,,,1.51e-9
325,C1,154.3e-9,25,150,,,1.45e-9
326,C0,154.3e-9,26,-40,,,1.423e-9
326,C1,154.3e-9,26,150,,,1.329e-9
327,C0,154.3e-9,27,-40,,,1.496e-9
327,C1,154.3e-9,27,150,,,1.457e-9
328,C0,154.3e-9,28,-40,,,1.593e-9
328,C1,154.3e-9,28,150,,,1.518e-9
329,C0,154.3e-9,29,-40,,,1.462e-9
329,C1,154.3e-9,29,150,,,1.422e-9
330,C0,154.3e-9,30,-40,,,1.385e-9
330,C1,154.3e-9,30,150,,,1.316e-9
331,C0,154.3e-9,31,-40,,,1.51e-9
331,C1,154.3e-9,31,150,,,1.448e-9
332,C0,154.3e-9,32,-40,,,1.499e-9
332,C1,154.3e-9,32,150,,,1.453e-9
333,C0,154.3e-9,33,-40,,,1.487e-9
333,C1,154.3e-9,33,150,,,1.426e-9
334,C0,154.3e-9,34,-40,,,1.568e-9
334,C1,154.3e-9,34,150,,,1.493e-9
335,C0,154.3e-9,35,-40,,,1.463e-9
335,C1,154.3e-9,35,150,,,1.407e-9
336,C0,154.3e-9,36,-40,,,1.407e-9
336,C1,154.3e-9,36,150,,,1.353e-9
337,C0,154.3e-9,37,-40,,,1.505e-9
337,C1,154.3e-9,37,150,,,1.47e-9
338,C0,154.3e-9,38,-40,,,1.466e-9
338,C1,154.3e-9,38,150,,,1.421e-9
339,C0,154.3e-9,39,-40,,,1.491e-9
339,C1,154.3e-9,39,150,,,1.404e-9
340,C0,154.3e-9,40,-40,,,1.397e-9
340,C1,154.3e-9,40,150,,,1.348e-9
341,C0,154.3e-9,41,-40,,,1.505e-9
341,C1,154.3e-9,41,150,,,1.427e-9
342,C0,154.3e-9,42,-40,,,1.422e-9
342,C1,154.3e-9,42,150,,,1.368e-9
343,C0,154.3e-9,43,-40,,,1.55e-9
343,C1,154.3e-9,43,150,,,1.451e-9
344,C0,154.3e-9,44,-40,,,1.443e-9
344,C1,154.3e-9,44,150,,,1.393e-9
345,C0,154.3e-9,45,-40,,,1.542e-9
345,C1,154.3e-9,45,150,,,1.483e-9
346,C0,154.3e-9,46,-40,,,1.555e-9
346,C1,154.3e-9,46,150,,,1.486e-9
347,C0,154.3e-9,47,-40,,,1.509e-9
347,C1,154.3e-9,47,150,,,1.446e-9
348,C0,154.3e-9,48,-40,,,1.496e-9
348,C1,154.3e-9,48,150,,,1.428e-9
349,C0,154.3e-9,49,-40,,,1.387e-9
349,C1,154.3e-9,49,150,,,1.298e-9
350,C0,154.3e-9,50,-40,,,1.499e-9
350,C1,154.3e-9,50,150,,,1.444e-9
351,C0,154.3e-9,51,-40,,,1.542e-9
351,C1,154.3e-9,51,150,,,1.506e-9
352,C0,154.3e-9,52,-40,,,1.493e-9
352,C1,154.3e-9,52,150,,,1.427e-9
353,C0,154.3e-9,53,-40,,,1.645e-9
353,C1,154.3e-9,53,150,,,1.537e-9
354,C0,154.3e-9,54,-40,,,1.48e-9
354,C1,154.3e-9,54,150,,,1.443e-9
355,C0,154.3e-9,55,-40,,,1.441e-9
355,C1,154.3e-9,55,150,,,1.362e-9
356,C0,154.3e-9,56,-40,,,1.455e-9
356,C1,154.3e-9,56,150,,,1.385e-9
357,C0,154.3e-9,57,-40,,,1.419e-9
357,C1,154.3e-9,57,150,,,1.341e-9
358,C0,154.3e-9,58,-40,,,1.539e-9
358,C1,154.3e-9,58,150,,,1.499e-9
359,C0,154.3e-9,59,-40,,,1.503e-9
359,C1,154.3e-9,59,150,,,1.443e-9
360,C0,154.3e-9,60,-40,,,1.447e-9
360,C1,154.3e-9,60,150,,,1.372e-9
361,C0,177.1e-9,1,-40,,,1.611e-9
361,C1,177.1e-9,1,150,,,1.538e-9
362,C0,177.1e-9,2,-40,,,1.516e-9
362,C1,177.1e-9,2,150,,,1.461e-9
363,C0,177.1e-9,3,-40,,,1.471e-9
363,C1,177.1e-9,3,150,,,1.432e-9
364,C0,177.1e-9,4,-40,,,1.58e-9
364,C1,177.1e-9,4,150,,,1.519e-9
365,C0,177.1e-9,5,-40,,,1.529e-9
365,C1,177.1e-9,5,150,,,1.484e-9
366,C0,177.1e-9,6,-40,,,1.509e-9
366,C1,177.1e-9,6,150,,,1.413e-9
367,C0,177.1e-9,7,-40,,,1.701e-9
367,C1,177.1e-9,7,150,,,1.656e-9
368,C0,177.1e-9,8,-40,,,1.655e-9
368,C1,177.1e-9,8,150,,,1.596e-9
369,C0,177.1e-9,9,-40,,,1.502e-9
369,C1,177.1e-9,9,150,,,1.459e-9
370,C0,177.1e-9,10,-40,,,1.558e-9
370,C1,177.1e-9,10,150,,,1.515e-9
371,C0,177.1e-9,11,-40,,,1.444e-9
371,C1,177.1e-9,11,150,,,1.405e-9
372,C0,177.1e-9,12,-40,,,1.561e-9
372,C1,177.1e-9,12,150,,,1.501e-9
373,C0,177.1e-9,13,-40,,,1.592e-9
373,C1,177.1e-9,13,150,,,1.506e-9
374,C0,177.1e-9,14,-40,,,1.587e-9
374,C1,177.1e-9,14,150,,,1.539e-9
375,C0,177.1e-9,15,-40,,,1.444e-9
375,C1,177.1e-9,15,150,,,1.391e-9
376,C0,177.1e-9,16,-40,,,1.58e-9
376,C1,177.1e-9,16,150,,,1.5e-9
377,C0,177.1e-9,17,-40,,,1.54e-9
377,C1,177.1e-9,17,150,,,1.5e-9
378,C0,177.1e-9,18,-40,,,1.494e-9
378,C1,177.1e-9,18,150,,,1.429e-9
379,C0,177.1e-9,19,-40,,,1.602e-9
379,C1,177.1e-9,19,150,,,1.548e-9
380,C0,177.1e-9,20,-40,,,1.489e-9
380,C1,177.1e-9,20,150,,,1.483e-9
381,C0,177.1e-9,21,-40,,,1.592e-9
381,C1,177.1e-9,21,150,,,1.537e-9
382,C0,177.1e-9,22,-40,,,1.379e-9
382,C1,177.1e-9,22,150,,,1.257e-9
383,C0,177.1e-9,23,-40,,,1.572e-9
383,C1,177.1e-9,23,150,,,1.528e-9
384,C0,177.1e-9,24,-40,,,1.508e-9
384,C1,177.1e-9,24,150,,,1.456e-9
385,C0,177.1e-9,25,-40,,,1.57e-9
385,C1,177.1e-9,25,150,,,1.517e-9
386,C0,177.1e-9,26,-40,,,1.478e-9
386,C1,177.1e-9,26,150,,,1.396e-9
387,C0,177.1e-9,27,-40,,,1.554e-9
387,C1,177.1e-9,27,150,,,1.522e-9
388,C0,177.1e-9,28,-40,,,1.654e-9
388,C1,177.1e-9,28,150,,,1.583e-9
389,C0,177.1e-9,29,-40,,,1.52e-9
389,C1,177.1e-9,29,150,,,1.488e-9
390,C0,177.1e-9,30,-40,,,1.444e-9
390,C1,177.1e-9,30,150,,,1.385e-9
391,C0,177.1e-9,31,-40,,,1.569e-9
391,C1,177.1e-9,31,150,,,1.513e-9
392,C0,177.1e-9,32,-40,,,1.554e-9
392,C1,177.1e-9,32,150,,,1.514e-9
393,C0,177.1e-9,33,-40,,,1.547e-9
393,C1,177.1e-9,33,150,,,1.491e-9
394,C0,177.1e-9,34,-40,,,1.629e-9
394,C1,177.1e-9,34,150,,,1.558e-9
395,C0,177.1e-9,35,-40,,,1.521e-9
395,C1,177.1e-9,35,150,,,1.473e-9
396,C0,177.1e-9,36,-40,,,1.462e-9
396,C1,177.1e-9,36,150,,,1.416e-9
397,C0,177.1e-9,37,-40,,,1.562e-9
397,C1,177.1e-9,37,150,,,1.534e-9
398,C0,177.1e-9,38,-40,,,1.523e-9
398,C1,177.1e-9,38,150,,,1.485e-9
399,C0,177.1e-9,39,-40,,,1.55e-9
399,C1,177.1e-9,39,150,,,1.471e-9
400,C0,177.1e-9,40,-40,,,1.454e-9
400,C1,177.1e-9,40,150,,,1.413e-9
401,C0,177.1e-9,41,-40,,,1.561e-9
401,C1,177.1e-9,41,150,,,1.491e-9
402,C0,177.1e-9,42,-40,,,1.481e-9
402,C1,177.1e-9,42,150,,,1.436e-9
403,C0,177.1e-9,43,-40,,,1.608e-9
403,C1,177.1e-9,43,150,,,1.517e-9
404,C0,177.1e-9,44,-40,,,1.5e-9
404,C1,177.1e-9,44,150,,,1.458e-9
405,C0,177.1e-9,45,-40,,,1.601e-9
405,C1,177.1e-9,45,150,,,1.545e-9
406,C0,177.1e-9,46,-40,,,1.62e-9
406,C1,177.1e-9,46,150,,,1.553e-9
407,C0,177.1e-9,47,-40,,,1.565e-9
407,C1,177.1e-9,47,150,,,1.51e-9
408,C0,177.1e-9,48,-40,,,1.554e-9
408,C1,177.1e-9,48,150,,,1.493e-9
409,C0,177.1e-9,49,-40,,,1.445e-9
409,C1,177.1e-9,49,150,,,1.369e-9
410,C0,177.1e-9,50,-40,,,1.555e-9
410,C1,177.1e-9,50,150,,,1.507e-9
411,C0,177.1e-9,51,-40,,,1.606e-9
411,C1,177.1e-9,51,150,,,1.571e-9
412,C0,177.1e-9,52,-40,,,1.549e-9
412,C1,177.1e-9,52,150,,,1.491e-9
413,C0,177.1e-9,53,-40,,,1.705e-9
413,C1,177.1e-9,53,150,,,1.603e-9
414,C0,177.1e-9,54,-40,,,1.541e-9
414,C1,177.1e-9,54,150,,,1.51e-9
415,C0,177.1e-9,55,-40,,,1.498e-9
415,C1,177.1e-9,55,150,,,1.429e-9
416,C0,177.1e-9,56,-40,,,1.513e-9
416,C1,177.1e-9,56,150,,,1.451e-9
417,C0,177.1e-9,57,-40,,,1.475e-9
417,C1,177.1e-9,57,150,,,1.406e-9
418,C0,177.1e-9,58,-40,,,1.6e-9
418,C1,177.1e-9,58,150,,,1.564e-9
419,C0,177.1e-9,59,-40,,,1.558e-9
419,C1,177.1e-9,59,150,,,1.506e-9
420,C0,177.1e-9,60,-40,,,1.507e-9
420,C1,177.1e-9,60,150,,,1.439e-9
421,C0,200e-9,1,-40,,,1.669e-9
421,C1,200e-9,1,150,,,1.6e-9
422,C0,200e-9,2,-40,,,1.574e-9
422,C1,200e-9,2,150,,,1.526e-9
423,C0,200e-9,3,-40,,,1.526e-9
423,C1,200e-9,3,150,,,1.493e-9
424,C0,200e-9,4,-40,,,1.636e-9
424,C1,200e-9,4,150,,,1.582e-9
425,C0,200e-9,5,-40,,,1.583e-9
425,C1,200e-9,5,150,,,1.544e-9
426,C0,200e-9,6,-40,,,1.566e-9
426,C1,200e-9,6,150,,,1.479e-9
427,C0,200e-9,7,-40,,,1.764e-9
427,C1,200e-9,7,150,,,1.717e-9
428,C0,200e-9,8,-40,,,1.71e-9
428,C1,200e-9,8,150,,,1.655e-9
429,C0,200e-9,9,-40,,,1.557e-9
429,C1,200e-9,9,150,,,1.52e-9
430,C0,200e-9,10,-40,,,1.616e-9
430,C1,200e-9,10,150,,,1.576e-9
431,C0,200e-9,11,-40,,,1.5e-9
431,C1,200e-9,11,150,,,1.468e-9
432,C0,200e-9,12,-40,,,1.616e-9
432,C1,200e-9,12,150,,,1.562e-9
433,C0,200e-9,13,-40,,,1.652e-9
433,C1,200e-9,13,150,,,1.57e-9
434,C0,200e-9,14,-40,,,1.642e-9
434,C1,200e-9,14,150,,,1.602e-9
435,C0,200e-9,15,-40,,,1.501e-9
435,C1,200e-9,15,150,,,1.455e-9
436,C0,200e-9,16,-40,,,1.638e-9
436,C1,200e-9,16,150,,,1.564e-9
437,C0,200e-9,17,-40,,,1.595e-9
437,C1,200e-9,17,150,,,1.561e-9
438,C0,200e-9,18,-40,,,1.549e-9
438,C1,200e-9,18,150,,,1.492e-9
439,C0,200e-9,19,-40,,,1.658e-9
439,C1,200e-9,19,150,,,1.608e-9
440,C0,200e-9,20,-40,,,1.546e-9
440,C1,200e-9,20,150,,,1.546e-9
441,C0,200e-9,21,-40,,,1.649e-9
441,C1,200e-9,21,150,,,1.599e-9
442,C0,200e-9,22,-40,,,1.434e-9
442,C1,200e-9,22,150,,,1.325e-9
443,C0,200e-9,23,-40,,,1.628e-9
443,C1,200e-9,23,150,,,1.588e-9
444,C0,200e-9,24,-40,,,1.564e-9
444,C1,200e-9,24,150,,,1.517e-9
445,C0,200e-9,25,-40,,,1.628e-9
445,C1,200e-9,25,150,,,1.581e-9
446,C0,200e-9,26,-40,,,1.533e-9
446,C1,200e-9,26,150,,,1.459e-9
447,C0,200e-9,27,-40,,,1.611e-9
447,C1,200e-9,27,150,,,1.584e-9
448,C0,200e-9,28,-40,,,1.714e-9
448,C1,200e-9,28,150,,,1.644e-9
449,C0,200e-9,29,-40,,,1.577e-9
449,C1,200e-9,29,150,,,1.549e-9
450,C0,200e-9,30,-40,,,1.502e-9
450,C1,200e-9,30,150,,,1.451e-9
451,C0,200e-9,31,-40,,,1.625e-9
451,C1,200e-9,31,150,,,1.575e-9
452,C0,200e-9,32,-40,,,1.606e-9
452,C1,200e-9,32,150,,,1.573e-9
453,C0,200e-9,33,-40,,,1.606e-9
453,C1,200e-9,33,150,,,1.553e-9
454,C0,200e-9,34,-40,,,1.688e-9
454,C1,200e-9,34,150,,,1.621e-9
455,C0,200e-9,35,-40,,,1.578e-9
455,C1,200e-9,35,150,,,1.536e-9
456,C0,200e-9,36,-40,,,1.516e-9
456,C1,200e-9,36,150,,,1.477e-9
457,C0,200e-9,37,-40,,,1.618e-9
457,C1,200e-9,37,150,,,1.596e-9
458,C0,200e-9,38,-40,,,1.578e-9
458,C1,200e-9,38,150,,,1.546e-9
459,C0,200e-9,39,-40,,,1.607e-9
459,C1,200e-9,39,150,,,1.536e-9
460,C0,200e-9,40,-40,,,1.511e-9
460,C1,200e-9,40,150,,,1.475e-9
461,C0,200e-9,41,-40,,,1.617e-9
461,C1,200e-9,41,150,,,1.553e-9
462,C0,200e-9,42,-40,,,1.537e-9
462,C1,200e-9,42,150,,,1.5e-9
463,C0,200e-9,43,-40,,,1.663e-9
463,C1,200e-9,43,150,,,1.581e-9
464,C0,200e-9,44,-40,,,1.555e-9
464,C1,200e-9,44,150,,,1.52e-9
465,C0,200e-9,45,-40,,,1.659e-9
465,C1,200e-9,45,150,,,1.606e-9
466,C0,200e-9,46,-40,,,1.682e-9
466,C1,200e-9,46,150,,,1.617e-9
467,C0,200e-9,47,-40,,,1.62e-9
467,C1,200e-9,47,150,,,1.573e-9
468,C0,200e-9,48,-40,,,1.611e-9
468,C1,200e-9,48,150,,,1.555e-9
469,C0,200e-9,49,-40,,,1.502e-9
469,C1,200e-9,49,150,,,1.433e-9
470,C0,200e-9,50,-40,,,1.61e-9
470,C1,200e-9,50,150,,,1.568e-9
471,C0,200e-9,51,-40,,,1.668e-9
471,C1,200e-9,51,150,,,1.633e-9
472,C0,200e-9,52,-40,,,1.605e-9
472,C1,200e-9,52,150,,,1.553e-9
473,C0,200e-9,53,-40,,,1.763e-9
473,C1,200e-9,53,150,,,1.666e-9
474,C0,200e-9,54,-40,,,1.6e-9
474,C1,200e-9,54,150,,,1.575e-9
475,C0,200e-9,55,-40,,,1.553e-9
475,C1,200e-9,55,150,,,1.493e-9
476,C0,200e-9,56,-40,,,1.571e-9
476,C1,200e-9,56,150,,,1.515e-9
477,C0,200e-9,57,-40,,,1.529e-9
477,C1,200e-9,57,150,,,1.469e-9
478,C0,200e-9,58,-40,,,1.659e-9
478,C1,200e-9,58,150,,,1.626e-9
479,C0,200e-9,59,-40,,,1.612e-9
479,C1,200e-9,59,150,,,1.566e-9
480,C0,200e-9,60,-40,,,1.566e-9
480,C1,200e-9,60,150,,,1.503e-9
481,C0,500e-9,1,-40,,,2.358e-9
481,C1,500e-9,1,150,,,2.299e-9
482,C0,500e-9,2,-40,,,2.256e-9
482,C1,500e-9,2,150,,,2.226e-9
483,C0,500e-9,3,-40,,,2.187e-9
483,C1,500e-9,3,150,,,2.182e-9
484,C0,500e-9,4,-40,,,2.305e-9
484,C1,500e-9,4,150,,,2.274e-9
485,C0,500e-9,5,-40,,,2.238e-9
485,C1,500e-9,5,150,,,2.225e-9
486,C0,500e-9,6,-40,,,2.237e-9
486,C1,500e-9,6,150,,,2.177e-9
487,C0,500e-9,7,-40,,,2.478e-9
487,C1,500e-9,7,150,,,2.397e-9
488,C0,500e-9,8,-40,,,2.362e-9
488,C1,500e-9,8,150,,,2.332e-9
489,C0,500e-9,9,-40,,,2.223e-9
489,C1,500e-9,9,150,,,2.212e-9
490,C0,500e-9,10,-40,,,2.3e-9
490,C1,500e-9,10,150,,,2.269e-9
491,C0,500e-9,11,-40,,,2.162e-9
491,C1,500e-9,11,150,,,2.148e-9
492,C0,500e-9,12,-40,,,2.269e-9
492,C1,500e-9,12,150,,,2.241e-9
493,C0,500e-9,13,-40,,,2.354e-9
493,C1,500e-9,13,150,,,2.283e-9
494,C0,500e-9,14,-40,,,2.308e-9
494,C1,500e-9,14,150,,,2.286e-9
495,C0,500e-9,15,-40,,,2.175e-9
495,C1,500e-9,15,150,,,2.158e-9
496,C0,500e-9,16,-40,,,2.323e-9
496,C1,500e-9,16,150,,,2.274e-9
497,C0,500e-9,17,-40,,,2.261e-9
497,C1,500e-9,17,150,,,2.25e-9
498,C0,500e-9,18,-40,,,2.208e-9
498,C1,500e-9,18,150,,,2.169e-9
499,C0,500e-9,19,-40,,,2.32e-9
499,C1,500e-9,19,150,,,2.292e-9
500,C0,500e-9,20,-40,,,2.224e-9
500,C1,500e-9,20,150,,,2.232e-9
501,C0,500e-9,21,-40,,,2.323e-9
501,C1,500e-9,21,150,,,2.292e-9
502,C0,500e-9,22,-40,,,2.089e-9
502,C1,500e-9,22,150,,,2.025e-9
503,C0,500e-9,23,-40,,,2.291e-9
503,C1,500e-9,23,150,,,2.276e-9
504,C0,500e-9,24,-40,,,2.239e-9
504,C1,500e-9,24,150,,,2.211e-9
505,C0,500e-9,25,-40,,,2.317e-9
505,C1,500e-9,25,150,,,2.281e-9
506,C0,500e-9,26,-40,,,2.183e-9
506,C1,500e-9,26,150,,,2.144e-9
507,C0,500e-9,27,-40,,,2.287e-9
507,C1,500e-9,27,150,,,2.275e-9
508,C0,500e-9,28,-40,,,2.409e-9
508,C1,500e-9,28,150,,,2.34e-9
509,C0,500e-9,29,-40,,,2.256e-9
509,C1,500e-9,29,150,,,2.246e-9
510,C0,500e-9,30,-40,,,2.181e-9
510,C1,500e-9,30,150,,,2.142e-9
511,C0,500e-9,31,-40,,,2.302e-9
511,C1,500e-9,31,150,,,2.273e-9
512,C0,500e-9,32,-40,,,2.249e-9
512,C1,500e-9,32,150,,,2.24e-9
513,C0,500e-9,33,-40,,,2.305e-9
513,C1,500e-9,33,150,,,2.257e-9
514,C0,500e-9,34,-40,,,2.386e-9
514,C1,500e-9,34,150,,,2.321e-9
515,C0,500e-9,35,-40,,,2.245e-9
515,C1,500e-9,35,150,,,2.222e-9
516,C0,500e-9,36,-40,,,2.165e-9
516,C1,500e-9,36,150,,,2.154e-9
517,C0,500e-9,37,-40,,,2.283e-9
517,C1,500e-9,37,150,,,2.272e-9
518,C0,500e-9,38,-40,,,2.239e-9
518,C1,500e-9,38,150,,,2.231e-9
519,C0,500e-9,39,-40,,,2.284e-9
519,C1,500e-9,39,150,,,2.239e-9
520,C0,500e-9,40,-40,,,2.175e-9
520,C1,500e-9,40,150,,,2.166e-9
521,C0,500e-9,41,-40,,,2.277e-9
521,C1,500e-9,41,150,,,2.244e-9
522,C0,500e-9,42,-40,,,2.216e-9
522,C1,500e-9,42,150,,,2.198e-9
523,C0,500e-9,43,-40,,,2.325e-9
523,C1,500e-9,43,150,,,2.274e-9
524,C0,500e-9,44,-40,,,2.217e-9
524,C1,500e-9,44,150,,,2.205e-9
525,C0,500e-9,45,-40,,,2.349e-9
525,C1,500e-9,45,150,,,2.297e-9
526,C0,500e-9,46,-40,,,2.41e-9
526,C1,500e-9,46,150,,,2.326e-9
527,C0,500e-9,47,-40,,,2.278e-9
527,C1,500e-9,47,150,,,2.251e-9
528,C0,500e-9,48,-40,,,2.285e-9
528,C1,500e-9,48,150,,,2.252e-9
529,C0,500e-9,49,-40,,,2.171e-9
529,C1,500e-9,49,150,,,2.13e-9
530,C0,500e-9,50,-40,,,2.264e-9
530,C1,500e-9,50,150,,,2.249e-9
531,C0,500e-9,51,-40,,,2.395e-9
531,C1,500e-9,51,150,,,2.332e-9
532,C0,500e-9,52,-40,,,2.27e-9
532,C1,500e-9,52,150,,,2.245e-9
533,C0,500e-9,53,-40,,,2.441e-9
533,C1,500e-9,53,150,,,2.358e-9
534,C0,500e-9,54,-40,,,2.298e-9
534,C1,500e-9,54,150,,,2.274e-9
535,C0,500e-9,55,-40,,,2.216e-9
535,C1,500e-9,55,150,,,2.185e-9
536,C0,500e-9,56,-40,,,2.249e-9
536,C1,500e-9,56,150,,,2.222e-9
537,C0,500e-9,57,-40,,,2.182e-9
537,C1,500e-9,57,150,,,2.148e-9
538,C0,500e-9,58,-40,,,2.358e-9
538,C1,500e-9,58,150,,,2.32e-9
539,C0,500e-9,59,-40,,,2.261e-9
539,C1,500e-9,59,150,,,2.243e-9
540,C0,500e-9,60,-40,,,2.258e-9
540,C1,500e-9,60,150,,,2.217e-9
541,C0,1.833e-6,1,-40,,,4.888e-9
541,C1,1.833e-6,1,150,,,4.802e-9
542,C0,1.833e-6,2,-40,,,4.736e-9
542,C1,1.833e-6,2,150,,,4.73e-9
543,C0,1.833e-6,3,-40,,,4.72e-9
543,C1,1.833e-6,3,150,,,4.683e-9
544,C0,1.833e-6,4,-40,,,4.752e-9
544,C1,1.833e-6,4,150,,,4.751e-9
545,C0,1.833e-6,5,-40,,,4.757e-9
545,C1,1.833e-6,5,150,,,4.709e-9
546,C0,1.833e-6,6,-40,,,4.69e-9
546,C1,1.833e-6,6,150,,,4.653e-9
547,C0,1.833e-6,7,-40,,,4.873e-9
547,C1,1.833e-6,7,150,,,4.852e-9
548,C0,1.833e-6,8,-40,,,4.768e-9
548,C1,1.833e-6,8,150,,,4.769e-9
549,C0,1.833e-6,9,-40,,,4.751e-9
549,C1,1.833e-6,9,150,,,4.719e-9
550,C0,1.833e-6,10,-40,,,4.86e-9
550,C1,1.833e-6,10,150,,,4.774e-9
551,C0,1.833e-6,11,-40,,,4.649e-9
551,C1,1.833e-6,11,150,,,4.628e-9
552,C0,1.833e-6,12,-40,,,4.714e-9
552,C1,1.833e-6,12,150,,,4.693e-9
553,C0,1.833e-6,13,-40,,,4.904e-9
553,C1,1.833e-6,13,150,,,4.81e-9
554,C0,1.833e-6,14,-40,,,4.754e-9
554,C1,1.833e-6,14,150,,,4.752e-9
555,C0,1.833e-6,15,-40,,,4.715e-9
555,C1,1.833e-6,15,150,,,4.679e-9
556,C0,1.833e-6,16,-40,,,4.817e-9
